post_id	place	score
1008279892518211_1602908909721970	bizert	0.0904150067632
1008279892518211_1602896999723161	bizert	0.0907178564685
1008279892518211_1596406720372189	bizert	0.0903843717509
1008279892518211_1596401437039384	bizert	0.091936441219
1008279892518211_1594979123848282	bizert	0.097160297079
1008279892518211_1586243234721871	bizert	0.0895452160348
1008279892518211_1556242861055242	bizert	0.0851562094022
1008279892518211_1553719861307542	bizert	0.0848578302135
1008279892518211_1551533894859472	bizert	0.0854655410969
1008279892518211_1551530401526488	bizert	0.0871823398965
1008279892518211_1551526684860193	bizert	0.0847950867572
1008279892518211_1550797044933157	bizert	0.084826805821
1008279892518211_1546201652059363	bizert	0.0843847345591
1008279892518211_1533710476641814	bizert	0.0825343234286
1008279892518211_1531478180198377	bizert	0.0834899247267
1008279892518211_1522203327792529	bizert	0.0838215728256
1008279892518211_1521424541203741	bizert	0.0843123155672
1008279892518211_1521419834537545	bizert	0.0835479230765
1008279892518211_1511038685575660	bizert	0.081055496478
1008279892518211_1507976529215209	bizert	0.0996966556408
1008279892518211_1507954515884077	bizert	0.0801844725098
1008279892518211_1503253719687490	bizert	0.0803118613178
1008279892518211_1503246529688209	bizert	0.0792831160588
1008279892518211_1492563584089837	bizert	0.0780970796857
1008279892518211_1489174391095423	bizert	0.0779697169685
1008279892518211_1471172396228956	bizert	0.0820881467594
1008279892518211_1466627190016810	bizert	0.0828744974876
1008279892518211_1389730081039855	bizert	0.067836162979
1008279892518211_1338164882863042	bizert	0.0628642826529
1008279892518211_1330157326997131	bizert	0.0694625445508
1008279892518211_1328062050539992	bizert	0.146948343344
1008279892518211_1320794971266700	bizert	0.0648693986848
1008279892518211_1276137295732468	bizert	0.0643618152605
1008279892518211_1263423380337193	bizert	0.0562079605119
1008279892518211_1233586936654171	bizert	0.0504665006385
1008279892518211_1215448971801301	bizert	0.0505148990648
1008279892518211_1202350699777795	bizert	0.0533117831588
1008279892518211_1179706928708839	bizert	0.0486958339212
1008279892518211_1176867828992749	bizert	0.0377428997475
1008279892518211_1170795602933305	bizert	0.0363301232155
1008279892518211_1166667530012779	bizert	0.0354847183137
1008279892518211_1124636800882519	bizert	0.0279554491259
1008279892518211_1111801495499383	bizert	0.024789491919
1008279892518211_1110320485647484	bizert	0.0264889605915
1008279892518211_1068254223187444	bizert	0.014690021168
1008279892518211_1054809231198610	bizert	0.0116375397038
1008279892518211_1045004178845782	bizert	0.00984632334453
1008279892518211_1039043342775199	bizert	0.00720223514046
1008279892518211_1033143683365165	bizert	0.00592877981105
1008279892518211_1467182846627911	gabes	0.0759794599299
1008279892518211_1337931886219675	gabes	0.0939601929773
1008279892518211_1329111013768429	gabes	0.0690522370098
1008279892518211_1175667615779437	gabes	0.0562853580583
1008279892518211_1175678349111697	gabes	0.0372433589564
1008279892518211_1165556713457194	gabes	0.0364763040786
1008279892518211_1133840309962168	gabes	0.187129567205
1008279892518211_1615531565126371	gafsa	0.0955722048715
1008279892518211_1609376855741842	gafsa	0.0971653057451
1008279892518211_1599292126750315	gafsa	0.125785577968
1008279892518211_1592849657394562	gafsa	0.0893649966462
1008279892518211_1589961934350001	gafsa	0.0909794496254
1008279892518211_1487672444578951	gafsa	0.0839035574709
1008279892518211_1477397322273130	gafsa	0.0994232567411
1008279892518211_1476569255689270	gafsa	0.1282387941
1008279892518211_1467852259894303	gafsa	0.0755522403419
1008279892518211_1429695627043300	gafsa	0.0719309172991
1008279892518211_1401040499908813	gafsa	0.0696165559216
1008279892518211_1326535584025972	gafsa	0.063766821456
1008279892518211_1322074704472060	gafsa	0.067011857602
1008279892518211_1291009084245289	gafsa	0.0579540087311
1008279892518211_1188512481161617	gafsa	0.0419196941482
1008279892518211_1170776472935218	gafsa	0.0370371747689
1008279892518211_1165084460171086	gafsa	0.035109255215
1008279892518211_1080008762011990	gafsa	0.018776358869
1008279892518211_1057073774305489	gafsa	0.0111289085482
1008279892518211_1056851677661032	gafsa	0.0112464539142
1008279892518211_1045045238841676	gafsa	0.00935846647704
1008279892518211_1429417707071092	jendouba	0.140268757694
1008279892518211_1175911485755050	jendouba	0.037180166195
1008279892518211_1703402699672590	kairouan	0.0994513795804
1008279892518211_1674775839201943	kairouan	0.0982487342734
1008279892518211_1662444227101771	kairouan	0.139425395289
1008279892518211_1638715136141347	kairouan	0.0952746260394
1008279892518211_1629810117031849	kairouan	0.117303889032
1008279892518211_1601155846563943	kairouan	0.0908829308214
1008279892518211_1581720248507503	kairouan	0.113271825704
1008279892518211_1509444665735062	kairouan	0.152594650552
1008279892518211_1466619146684281	kairouan	0.17249507089
1008279892518211_1464821276864068	kairouan	0.109881989242
1008279892518211_1380642565281940	kairouan	0.0676049647886
1008279892518211_1378656262147237	kairouan	0.0716056084349
1008279892518211_1299401010072763	kairouan	0.0586895844635
1008279892518211_1295917417087789	kairouan	0.0615225512078
1008279892518211_1170388599640672	kairouan	0.0365421572177
1008279892518211_1166009956745203	kairouan	0.0356923682035
1008279892518211_1166007416745457	kairouan	0.035263734555
1008279892518211_1144950988851100	kairouan	0.0323423877915
1008279892518211_1142654759080723	kairouan	0.0348651266328
1008279892518211_1140965339249665	kairouan	0.0348034779558
1008279892518211_1115305938482272	kairouan	0.0329568450414
1008279892518211_1069845399694993	kairouan	0.0151899291848
1008279892518211_1062710580408475	kairouan	0.0127546965723
1008279892518211_1058481017498098	kairouan	0.0219457524525
1008279892518211_1031041546908712	kairouan	0.00556973798749
1008279892518211_1582470011765860	kasserine	0.10894771392
1008279892518211_1401942309818632	kasserine	0.0717668296325
1008279892518211_1039331089413091	kasserine	0.0399986219038
1008279892518211_1167723219907210	kebeli	0.0543384661746
1008279892518211_1693964097283117	kef	0.157310815236
1008279892518211_1690240824322111	kef	0.150974705693
1008279892518211_1668894513123409	kef	0.371183325037
1008279892518211_1666416890037838	kef	0.154211750524
1008279892518211_1617021991643995	kef	0.0919292405831
1008279892518211_1614425335236994	kef	0.17295192702
1008279892518211_1602905079722353	kef	0.0907188058299
1008279892518211_1599085573437637	kef	0.0900269948347
1008279892518211_1543750705637791	kef	0.0862795371876
1008279892518211_1540168192662709	kef	0.0832147123414
1008279892518211_1532792293400299	kef	0.0834578587631
1008279892518211_1496633617016167	kef	0.0848930618278
1008279892518211_1466475893365273	kef	0.0782676352263
1008279892518211_1458679230811606	kef	0.0971194134376
1008279892518211_1437939649552231	kef	0.072523652367
1008279892518211_1433388783340651	kef	0.0719397913234
1008279892518211_1430616360284560	kef	0.0720021233206
1008279892518211_1429407780405418	kef	0.0810669665027
1008279892518211_1425437044135825	kef	0.0788900864379
1008279892518211_1424743694205160	kef	0.0718994252789
1008279892518211_1416138401732356	kef	0.0754291982661
1008279892518211_1295178797161651	kef	0.0701394308553
1008279892518211_1291917140821150	kef	0.122595295644
1008279892518211_1290295710983293	kef	0.0604041484988
1008279892518211_1271377976208400	kef	0.0538459187853
1008279892518211_1216821734997358	kef	0.045499905035
1008279892518211_1201616749851190	kef	0.0564571017718
1008279892518211_1175368879142644	kef	0.0547955420394
1008279892518211_1168151156531083	kef	0.0356439520271
1008279892518211_1146202525392613	kef	0.032900241935
1008279892518211_1141251465887719	kef	0.0315175129446
1008279892518211_1139145462764986	kef	0.0394317192111
1008279892518211_1132803666732499	kef	0.0297856849389
1008279892518211_1116059985073534	kef	0.0268456193338
1008279892518211_1114410668571799	kef	0.0318685523734
1008279892518211_1082255185120681	kef	0.0183075873986
1008279892518211_1070045549674978	kef	0.0148771912739
1008279892518211_1048579185154948	kef	0.0194909004622
1008279892518211_1664641910215336	mahdia	0.0973727068568
1008279892518211_1618445268168334	mahdia	0.0940760477728
1008279892518211_1613843131961881	mahdia	0.105429694068
1008279892518211_1609511622395032	mahdia	0.118261584431
1008279892518211_1551200661559462	mahdia	0.0866684938164
1008279892518211_1460780227268173	mahdia	0.165848194573
1008279892518211_1455126177833578	mahdia	0.0819997225879
1008279892518211_1327086620637535	mahdia	0.0612790195429
1008279892518211_1029619883717545	mahdia	0.00598478567509
1008279892518211_1696672193678974	manouba	0.0987836314649
1008279892518211_1664789966867197	manouba	0.107067931342
1008279892518211_1655526137793580	manouba	0.109092155335
1008279892518211_1544195295593332	manouba	0.101641553563
1008279892518211_1523140514365477	manouba	0.0812430427385
1008279892518211_1522105441135651	manouba	0.100708274675
1008279892518211_1496245500388312	manouba	0.125122655107
1008279892518211_1487473137932215	manouba	0.0935554399284
1008279892518211_1401937766485753	manouba	0.0711385501882
1008279892518211_1323645467648317	manouba	0.061117635848
1008279892518211_1305887309424133	manouba	0.0589076598034
1008279892518211_1256999160979615	manouba	0.0581983850809
1008279892518211_1170998506246348	manouba	0.0373812879273
1008279892518211_1170997526246446	manouba	0.0374594505036
1008279892518211_1168794699800062	manouba	0.0404867739499
1008279892518211_1080365688642964	manouba	0.0177958630923
1008279892518211_1060311437315056	manouba	0.0130897662743
1008279892518211_1039589132720620	manouba	0.00870605806103
1008279892518211_1033149530031247	manouba	0.00665524946827
1008279892518211_1647401091939418	monastir	0.0953696676406
1008279892518211_1642825399063654	monastir	0.105357869532
1008279892518211_1630679353611592	monastir	0.0932118413509
1008279892518211_1586424524703742	monastir	0.116871269908
1008279892518211_1577218888957639	monastir	0.135912446435
1008279892518211_1575957219083806	monastir	0.100738862333
1008279892518211_1564197430259785	monastir	0.0892900182472
1008279892518211_1422470027765860	monastir	0.0788441213734
1008279892518211_1419025521443644	monastir	0.0795519636601
1008279892518211_1419541428058720	monastir	0.0703132331075
1008279892518211_1266319713380893	monastir	0.0591669036813
1008279892518211_1232009893478542	monastir	0.054728144277
1008279892518211_1140679905944875	monastir	0.0340366973475
1008279892518211_1112448165434716	monastir	0.0272067756308
1008279892518211_1069007693112097	monastir	0.0145766642344
1008279892518211_1069007629778770	monastir	0.0146668912835
1008279892518211_1048392951840238	monastir	0.00934236112099
1008279892518211_1044400018906198	monastir	0.0102426613945
1008279892518211_1695978957081631	nabeul	0.103133847169
1008279892518211_1683732684972925	nabeul	0.102431427087
1008279892518211_1681583425187851	nabeul	0.0990123201567
1008279892518211_1683867941626066	nabeul	0.0983235268455
1008279892518211_1651901938156000	nabeul	0.103759113314
1008279892518211_1621349911211203	nabeul	0.0953764745595
1008279892518211_1614468071899387	nabeul	0.0950658238114
1008279892518211_1584926818186846	nabeul	0.0917944739526
1008279892518211_1460880980591431	nabeul	0.119777224476
1008279892518211_1459419377404258	nabeul	0.0801716435903
1008279892518211_1452365114776351	nabeul	0.074335515312
1008279892518211_1421062424573287	nabeul	0.182990378344
1008279892518211_1414092171936979	nabeul	0.0784047727308
1008279892518211_1222276494451882	nabeul	0.048642538179
1008279892518211_1221125311233667	nabeul	0.0566740201342
1008279892518211_1188663141146551	nabeul	0.0800901722792
1008279892518211_1169397826406416	nabeul	0.0360397412263
1008279892518211_1052163858129814	nabeul	0.0113562019062
1008279892518211_1045214795491387	nabeul	0.0117878892272
1008279892518211_1044953268850873	nabeul	0.00966447365386
1008279892518211_1040129829333217	nabeul	0.00782176733362
1008279892518211_1039704352709098	nabeul	0.012941704088
1008279892518211_1028073250538875	nabeul	0.00562073822944
1008279892518211_1700568649955995	sfax	0.117180788722
1008279892518211_1674984565847737	sfax	0.141316444837
1008279892518211_1663107560368771	sfax	0.235216030731
1008279892518211_1647288198617374	sfax	0.0996149434355
1008279892518211_1636469093032618	sfax	0.0943185475046
1008279892518211_1605523392793855	sfax	0.0963164159442
1008279892518211_1602449249767936	sfax	0.0971455883768
1008279892518211_1602211816458346	sfax	0.246894953978
1008279892518211_1602219049790956	sfax	0.0926160903365
1008279892518211_1587412701271591	sfax	0.116089643606
1008279892518211_1584170554929139	sfax	0.0882974804733
1008279892518211_1559418374071024	sfax	0.127624035016
1008279892518211_1545465615466300	sfax	0.0838425470074
1008279892518211_1537120662967462	sfax	0.0876909118945
1008279892518211_1536426276370234	sfax	0.124327043956
1008279892518211_1466020336744162	sfax	0.0828720408394
1008279892518211_1463778563635006	sfax	0.0954523483645
1008279892518211_1462454060434123	sfax	0.157776054447
1008279892518211_1423969410949255	sfax	0.0720831723044
1008279892518211_1423821957630667	sfax	0.0744365778808
1008279892518211_1413077332038463	sfax	0.0750246768737
1008279892518211_1330298760316321	sfax	0.0635061461139
1008279892518211_1308831752463022	sfax	0.0648507069634
1008279892518211_1307126845966846	sfax	0.0623285626691
1008279892518211_1305234659489398	sfax	0.063554607324
1008279892518211_1301758489837015	sfax	0.0581305943008
1008279892518211_1298960753450122	sfax	0.0625006073654
1008279892518211_1293788123967385	sfax	0.0608329255026
1008279892518211_1289383911074473	sfax	0.0586457119618
1008279892518211_1277058462307018	sfax	0.0555250651646
1008279892518211_1277065135639684	sfax	0.0554866715058
1008279892518211_1276883258991205	sfax	0.057421901549
1008279892518211_1255481864464678	sfax	0.0573651845534
1008279892518211_1226333547379510	sfax	0.0471684736758
1008279892518211_1222590691087129	sfax	0.0461940780007
1008279892518211_1205081712838027	sfax	0.0429305756125
1008279892518211_1191639120848953	sfax	0.0661703475975
1008279892518211_1177888098890722	sfax	0.0576888914293
1008279892518211_1169544793058386	sfax	0.0609950514321
1008279892518211_1140604012619131	sfax	0.0349690673895
1008279892518211_1129556100390589	sfax	0.0309300745573
1008279892518211_1129429860403213	sfax	0.0303517119933
1008279892518211_1111830272163172	sfax	0.0248410485568
1008279892518211_1085298804816319	sfax	0.0213253360015
1008279892518211_1083236978355835	sfax	0.0183623664716
1008279892518211_1082713548408178	sfax	0.0183505146954
1008279892518211_1082274928452040	sfax	0.0181321566478
1008279892518211_1063652123647654	sfax	0.0131396048797
1008279892518211_1062361700443363	sfax	0.0129935100329
1008279892518211_1061051590574374	sfax	0.0121355751319
1008279892518211_1061051517241048	sfax	0.0121355494735
1008279892518211_1054611557885044	sfax	0.0106298658582
1008279892518211_1044622438883956	sfax	0.00834829896039
1008279892518211_1039553346057532	sfax	0.00870559817295
1008279892518211_1039245156088351	sfax	0.00716110261794
1008279892518211_1034299813249552	sfax	0.00632320596697
1008279892518211_1018018591544341	sfax	0.00282269328361
1008279892518211_1577625745583620	sidiBouzid	0.149782796775
1008279892518211_1220988201247378	sidiBouzid	0.0459026197855
1008279892518211_1219154941430704	sidiBouzid	0.0465292826453
1008279892518211_1123453374334195	sidiBouzid	0.0288469349101
1008279892518211_1090870557592477	sidiBouzid	0.0366447276703
1008279892518211_1070403559639177	siliana	0.0181117161542
1008279892518211_1039944016018465	siliana	0.0102669760497
1008279892518211_1704205272925666	sousse	0.10176557743
1008279892518211_1697441826935344	sousse	0.101341133471
1008279892518211_1695811673765026	sousse	0.100217493523
1008279892518211_1686420221370838	sousse	0.112042472711
1008279892518211_1686961201316740	sousse	0.105232591216
1008279892518211_1676164895729704	sousse	0.159352153896
1008279892518211_1684416134904580	sousse	0.100638367003
1008279892518211_1683666644979529	sousse	0.0983607275999
1008279892518211_1676973975648796	sousse	0.105595926253
1008279892518211_1671067536239440	sousse	0.109803499502
1008279892518211_1669587129720814	sousse	0.099082114765
1008279892518211_1666282963384564	sousse	0.124011278552
1008279892518211_1664652193547641	sousse	0.0972136856111
1008279892518211_1661703633842497	sousse	0.106540031562
1008279892518211_1661115300567997	sousse	0.105304030263
1008279892518211_1658447164168144	sousse	0.101348918761
1008279892518211_1655437697802424	sousse	0.0981598749374
1008279892518211_1649322475080613	sousse	0.26311987039
1008279892518211_1644360922243435	sousse	0.105135236682
1008279892518211_1643325689013625	sousse	0.106408281129
1008279892518211_1640920725920788	sousse	0.166577659632
1008279892518211_1641050512574476	sousse	0.0960953202499
1008279892518211_1641021835910677	sousse	0.0942770643859
1008279892518211_1639243412755186	sousse	0.0940852107132
1008279892518211_1638783079467886	sousse	0.0986357727208
1008279892518211_1638806036132257	sousse	0.0957143954401
1008279892518211_1637914029554791	sousse	0.109217215025
1008279892518211_1635561296456731	sousse	0.142042067772
1008279892518211_1636278853051642	sousse	0.0990916774393
1008279892518211_1635049673174560	sousse	0.102755086338
1008279892518211_1630839123595615	sousse	0.0938534860956
1008279892518211_1630716093607918	sousse	0.100640902888
1008279892518211_1630671773612350	sousse	0.0999840957416
1008279892518211_1624655240880670	sousse	0.0976107143864
1008279892518211_1621518124527715	sousse	0.0925266321967
1008279892518211_1616942941651900	sousse	0.092333464706
1008279892518211_1616231941723000	sousse	0.101958088375
1008279892518211_1615076421838552	sousse	0.174039193086
1008279892518211_1587339444612250	sousse	0.0925297868227
1008279892518211_1584673634878831	sousse	0.12409674441
1008279892518211_1580650301947831	sousse	0.0961663519454
1008279892518211_1576554339024094	sousse	0.107234314191
1008279892518211_1576635365682658	sousse	0.0951466403858
1008279892518211_1559969544015907	sousse	0.110320305132
1008279892518211_1554069474605914	sousse	0.124019602967
1008279892518211_1555240334488828	sousse	0.0885986224034
1008279892518211_1553030371376491	sousse	0.0924099038705
1008279892518211_1551196688226526	sousse	0.0984696305763
1008279892518211_1550795581599970	sousse	0.0949787732622
1008279892518211_1547523331927195	sousse	0.193961239971
1008279892518211_1543265859019609	sousse	0.144864704333
1008279892518211_1546560202023508	sousse	0.0929715307876
1008279892518211_1544336605579201	sousse	0.0965153331051
1008279892518211_1544247755588086	sousse	0.0864902959083
1008279892518211_1540912789254916	sousse	0.107913330802
1008279892518211_1536220563057472	sousse	0.24212955341
1008279892518211_1537038249642370	sousse	0.0872125565606
1008279892518211_1527217400624455	sousse	0.0950608982233
1008279892518211_1522334217779440	sousse	0.0928980739307
1008279892518211_1508735199139342	sousse	0.0841368761157
1008279892518211_1508763415803187	sousse	0.117705976722
1008279892518211_1508897809123081	sousse	0.0908197418646
1008279892518211_1508522115827317	sousse	0.0837832089113
1008279892518211_1506622619350600	sousse	0.111450188605
1008279892518211_1506482942697901	sousse	0.0982745904168
1008279892518211_1507836505895878	sousse	0.0812923775772
1008279892518211_1506065689406293	sousse	0.0992007026853
1008279892518211_1497324410280421	sousse	0.0796868307778
1008279892518211_1496350330377829	sousse	0.0873871604084
1008279892518211_1492915410721321	sousse	0.0996431093119
1008279892518211_1490196884326507	sousse	0.0934866961409
1008279892518211_1480230651989797	sousse	0.079032181077
1008279892518211_1448489025163960	sousse	0.0757622369225
1008279892518211_1443939782285551	sousse	0.0798478002043
1008279892518211_1437373706275492	sousse	0.0750403134289
1008279892518211_1423068931039303	sousse	0.122592781318
1008279892518211_1423531400993056	sousse	0.0779900814836
1008279892518211_1419003044779225	sousse	0.0927199477708
1008279892518211_1419482118064651	sousse	0.0740412066496
1008279892518211_1417455238267339	sousse	0.202092304011
1008279892518211_1413450358667827	sousse	0.0726183226651
1008279892518211_1411054822240714	sousse	0.0719879338049
1008279892518211_1409096892436507	sousse	0.0699737552946
1008279892518211_1408329535846576	sousse	0.0736602430447
1008279892518211_1298898880122976	sousse	0.0660777933002
1008279892518211_1299468126732718	sousse	0.0578932642992
1008279892518211_1299071993438998	sousse	0.0672119036912
1008279892518211_1295190773827120	sousse	0.0840712512802
1008279892518211_1277350175611180	sousse	0.0564659896839
1008279892518211_1222501721096026	sousse	0.0461761698523
1008279892518211_1222430561103142	sousse	0.0461626364637
1008279892518211_1219963691349829	sousse	0.0494822044378
1008279892518211_1219941294685402	sousse	0.0474327608088
1008279892518211_1185533804792818	sousse	0.0451440317691
1008279892518211_1177288935617305	sousse	0.114316543991
1008279892518211_1178466938832838	sousse	0.0395282887082
1008279892518211_1177335128946019	sousse	0.0426382452156
1008279892518211_1173546312658234	sousse	0.0384423250947
1008279892518211_1173052412707624	sousse	0.0600319341933
1008279892518211_1155885574424308	sousse	0.03617020851
1008279892518211_1148863561793176	sousse	0.0425237773132
1008279892518211_1147520495260816	sousse	0.0345234893658
