post_id	post_published_unix	comments_count_fb	shares_count_fb	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place	post_published_sql
1008279892518211_1496633617016167	1489937624	0	1	0	0	0	3	0	1	0	1	3	0	kef	2017-03-19 16:33:44
1008279892518211_1496350330377829	1489917188	8	0	6	3	0	8	4	0	0	0	0	0	sousse	2017-03-19 10:53:08
1008279892518211_1494469283899267	1489770287	13	1	5	11	0	22	0	0	3	0	0	0	tunis	2017-03-17 18:04:47
1008279892518211_1496130237066505	1489896274	0	0	0	0	0	1	0	0	0	0	0	0	tunis	2017-03-19 05:04:34
1008279892518211_1493597427319786	1489696280	38	60	13	32	0	253	23	0	2	1	0	0	tunis	2017-03-16 21:31:20
1008279892518211_1491954650817397	1489580560	3	3	0	2	0	9	0	0	1	0	0	0	tunis	2017-03-15 13:22:40
1008279892518211_1493454397334089	1489686605	0	11	0	0	0	13	0	0	0	0	0	0	tunis	2017-03-16 18:50:05
1008279892518211_1492915410721321	1489644959	6	0	3	3	0	75	10	0	0	0	0	0	sousse	2017-03-16 07:15:59
1008279892518211_1492579630754899	1489614534	3	7	0	0	0	9	1	0	0	0	1	0	tunis	2017-03-15 22:48:54
1008279892518211_1492563584089837	1489613424	0	0	0	0	0	3	0	0	0	0	0	0	bizert	2017-03-15 22:30:24
1008279892518211_1492279840784878	1489598451	8	8	0	3	0	9	4	0	7	0	0	0	tunis	2017-03-15 18:20:51
1008279892518211_1491722827507246	1489562098	2	1	0	1	0	3	0	0	0	2	0	0	tunis	2017-03-15 08:14:58
1008279892518211_1492017727477756	1489584586	0	1	0	0	0	1	0	0	0	0	0	0	tunis	2017-03-15 14:29:46
1008279892518211_1491363680876494	1489534862	15	3	6	10	0	14	1	1	0	0	7	0	tunis	2017-03-15 00:41:02
1008279892518211_1491056104240585	1489510243	15	32	4	10	0	13	0	4	0	5	9	0	tunis	2017-03-14 17:50:43
1008279892518211_1490196884326507	1489435969	2	0	1	2	0	37	8	0	0	0	0	0	sousse	2017-03-13 21:12:49
1008279892518211_1489772301035632	1489401059	11	12	2	14	0	20	0	9	0	1	17	0	tunis	2017-03-13 11:30:59
1008279892518211_1488640347815494	1489310468	10	3	7	2	0	6	1	0	0	0	2	0	tunis	2017-03-12 10:21:08
1008279892518211_1488668041146058	1489312863	2	0	0	0	0	5	0	0	0	0	0	0	tunis	2017-03-12 11:01:03
1008279892518211_1488575434488652	1489304022	27	36	7	48	0	36	0	1	0	5	16	0	tunis	2017-03-12 08:33:42
1008279892518211_1489174391095423	1489350389	0	2	0	0	0	1	0	0	0	0	0	0	bizert	2017-03-12 21:26:29
1008279892518211_1488042887875240	1489269223	10	0											tunis	2017-03-11 22:53:43
1008279892518211_1484383064907889	1489088589	16	0	2	16	0	50	1	1	0	6	14	0	tunis	2017-03-09 20:43:09
1008279892518211_1488806424465553	1489324932	2	1	0	0	0	2	2	0	0	0	0	0	tunis	2017-03-12 14:22:12
1008279892518211_1487672444578951	1489249475	2	9	0	7	0	40	0	0	0	1	0	0	gafsa	2017-03-11 17:24:35
1008279892518211_1488707024475493	1489316316	1	0	0	1	0	3	0	0	0	0	0	0	tunis	2017-03-12 11:58:36
1008279892518211_1487120204634175	1489216432	32	3	11	34	0	28	2	0	0	6	0	0	tunis	2017-03-11 08:13:52
1008279892518211_1487473137932215	1489238692	17	9	12	10	0	10	0	3	0	1	2	0	manouba	2017-03-11 14:24:52
1008279892518211_1480660298613499	1488873460	16	9	8	6	0	12	0	0	0	2	7	0	tunis	2017-03-07 08:57:40
1008279892518211_1480781111934751	1488884908	0	0	0	0	0	3	0	0	0	0	0	0	tunis	2017-03-07 12:08:28
1008279892518211_1479108288768700	1488750879	3	5	0	0	0	8	0	0	0	0	0	0	tunis	2017-03-05 22:54:39
1008279892518211_1480230651989797	1488840130	0	0	0	0	0	1	0	0	0	1	0	0	sousse	2017-03-06 23:42:10
1008279892518211_1479608385385357	1488793547	3	4	2	1	0	16	6	0	0	0	0	0	tunis	2017-03-06 10:45:47
1008279892518211_1479778615368334	1488808258	3	0	0	0	0	0	0	1	0	0	1	0	ariana	2017-03-06 14:50:58
1008279892518211_1479706008708928	1488802761	3	0	0	1	0	4	0	1	0	2	9	0	tunis	2017-03-06 13:19:21
1008279892518211_1477610532251809	1488641694	93	72	32	44	0	52	3	9	1	27	28	0	tunis	2017-03-04 16:34:54
1008279892518211_1477397322273130	1488628545	25	48	4	23	0	55	1	1	0	1	1	0	gafsa	2017-03-04 12:55:45
1008279892518211_1477407982272064	1488629353	16	24	4	14	0	15	0	2	0	2	16	0	benArous	2017-03-04 13:09:13
1008279892518211_1478513518828177	1488708622	0	0	0	0	0	4	0	0	0	0	0	0	tunis	2017-03-05 11:10:22
1008279892518211_1477737088905820	1488649976	24	6	12	31	0	27	1	1	0	0	0	0	tunis	2017-03-04 18:52:56
1008279892518211_1478391618840367	1488697638	1	1	0	0	0	6	1	0	0	0	0	0	tunis	2017-03-05 08:07:18
1008279892518211_1477843435561852	1488657327	1	8	0	1	0	9	2	0	0	0	0	0	tunis	2017-03-04 20:55:27
1008279892518211_1477891382223724	1488659154	1	15	0	1	0	54	0	0	0	0	0	0	tunis	2017-03-04 21:25:54
1008279892518211_1477840842228778	1488657112	0	0	0	0	0	3	0	0	0	0	9	0	tunis	2017-03-04 20:51:52
1008279892518211_1477567565589439	1488639825	0	0	0	0	0	16	3	0	0	0	0	0	tunis	2017-03-04 16:03:45
post_id	post_published_unix	comments_count_fb	shares_count_fb	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place	post_published_sql
1008279892518211_1477891382223724	1488659154	1	15	0	1	0	54	0	0	0	0	0	0	tunis	2017-03-04 21:25:54
1008279892518211_1477840842228778	1488657112	0	0	0	0	0	3	0	0	0	0	9	0	tunis	2017-03-04 20:51:52
1008279892518211_1476569255689270	1488567016	38	91	2	32	0	127	4	4	2	3	0	0	gafsa	2017-03-03 19:50:16
1008279892518211_1476408965705299	1488555609	2	0	0	0	0	0	0	0	0	1	1	0	tunis	2017-03-03 16:40:09
1008279892518211_1474520605894135	1488394189	13	3	1	3	0	5	0	0	0	7	7	0	tunis	2017-03-01 19:49:49
1008279892518211_1474983625847833	1488438167	0	0	0	0	0	1	0	0	0	0	0	0	tunis	2017-03-02 08:02:47
1008279892518211_1473978182615044	1488354349	2	1	1	1	0	8	0	0	0	0	0	0	tunis	2017-03-01 08:45:49
1008279892518211_1473970089282520	1488353629	13	1	6	13	0	13	0	0	0	0	3	0	tunis	2017-03-01 08:33:49
1008279892518211_1472060366140159	1488220177	183	218	91	425	0	276	16	3	3	1	25	0	tunis	2017-02-27 19:29:37
1008279892518211_1474240035922192	1488376149	0	0	0	0	0	1	0	0	0	0	0	0	tunis	2017-03-01 14:49:09
1008279892518211_1472111706135025	1488223835	6	3	0	2	0	6	0	0	0	1	2	0	beja	2017-02-27 20:30:35
1008279892518211_1472893762723486	1488266951	4	0	0	4	0	21	2	0	0	0	0	0	tunis	2017-02-28 08:29:11
1008279892518211_1471679586178237	1488189748	18	0	0	8	0	25	0	2	1	2	13	0	ariana	2017-02-27 11:02:28
1008279892518211_1471578949521634	1488180980	3	7	0	0	0	6	0	1	0	2	2	0	tunis	2017-02-27 08:36:20
1008279892518211_1471149436231252	1488143570	3	2	1	1	0	4	0	0	0	3	2	0	tunis	2017-02-26 22:12:50
1008279892518211_1471172396228956	1488145107	0	4	0	0	0	0	0	1	0	1	2	0	bizert	2017-02-26 22:38:27
1008279892518211_1470040043008858	1488061651	1	0	0	0	0	2	0	0	0	0	0	0	tunis	2017-02-25 23:27:31
1008279892518211_1470713049608224	1488112654	2	3	1	2	0	5	3	0	0	0	0	0	tunis	2017-02-26 13:37:34
1008279892518211_1470046639674865	1488062173	0	1	0	0	0	1	0	0	0	0	0	0	tunis	2017-02-25 23:36:13
1008279892518211_1466619146684281	1487799857	64	0	0	38	0	196	24	8	38	0	0	0	kairouan	2017-02-22 22:44:17
1008279892518211_1469337846412411	1488007297	11	0	1	3	0	15	0	1	0	0	4	0	beja	2017-02-25 08:21:37
1008279892518211_1468201519859377	1487920962	25	4	9	13	0	18	0	7	1	0	3	0	zaghouan	2017-02-24 08:22:42
1008279892518211_1468388596507336	1487940097	1	1	0	1	0	4	0	0	0	0	0	0	tunis	2017-02-24 13:41:37
1008279892518211_1467182846627911	1487848906	1	0	0	1	0	7	0	0	0	0	0	0	gabes	2017-02-23 12:21:46
1008279892518211_1467852259894303	1487891472	0	0	0	0	0	1	0	0	0	0	0	0	gafsa	2017-02-24 00:11:12
1008279892518211_1467560049923524	1487873845	11	1	2	1	0	28	5	0	1	0	0	0	tunis	2017-02-23 19:17:25
1008279892518211_1466627190016810	1487800882	4	2	1	1	0	2	0	1	0	2	0	0	bizert	2017-02-22 23:01:22
1008279892518211_1464821276864068	1487681113	29	20	2	5	0	28	0	6	0	3	11	0	kairouan	2017-02-21 13:45:13
1008279892518211_1467257546620441	1487854407	0	2	0	0	0	3	0	0	0	0	1	0	tunis	2017-02-23 13:53:27
1008279892518211_1466257466720449	1487777708	4	3	0	0	0	11	1	2	0	1	5	0	benArous	2017-02-22 16:35:08
1008279892518211_1466020336744162	1487755231	6	0	2	4	0	1	0	2	0	0	3	0	sfax	2017-02-22 10:20:31
1008279892518211_1466475893365273	1487793259	0	5	0	0	0	8	1	0	0	0	0	0	kef	2017-02-22 20:54:19
1008279892518211_1465223573490505	1487704533	19	13	2	16	0	56	1	0	1	8	6	0	tunis	2017-02-21 20:15:33
1008279892518211_1457581947588001	1487188744	2	17	1	0	0	7	0	4	0	0	2	0	ariana	2017-02-15 20:59:04
1008279892518211_1463778563635006	1487596588	3	13	0	2	0	10	0	3	21	0	0	0	sfax	2017-02-20 14:16:28
1008279892518211_1464627080216821	1487662961	0	0	0	0	0	0	0	1	0	0	0	0	tunis	2017-02-21 08:42:41
1008279892518211_1462454060434123	1487518818	16	32	1	26	0	55	1	15	67	0	3	0	sfax	2017-02-19 16:40:18
1008279892518211_1460880980591431	1487423885	26	34	5	24	0	24	1	7	2	2	16	0	nabeul	2017-02-18 14:18:05
1008279892518211_1462046960474833	1487495598	36	27	9	41	0	37	0	6	1	20	24	0	tunis	2017-02-19 10:13:18
1008279892518211_1461986100480919	1487492878	10	11	4	17	0	13	1	3	2	1	8	0	tunis	2017-02-19 09:27:58
1008279892518211_1460894843923378	1487425086	1	3	0	0	0	1	0	0	0	3	0	0	tunis	2017-02-18 14:38:06
1008279892518211_1460780227268173	1487415055	20	66	1	18	0	30	0	15	0	12	26	0	mahdia	2017-02-18 11:50:55
1008279892518211_1460625280617001	1487399873	3	4	0	3	0	11	0	0	0	1	1	0	tunis	2017-02-18 07:37:53
1008279892518211_1461038347242361	1487433991	0	1	0	0	0	2	0	0	0	0	1	0	tunis	2017-02-18 17:06:31
1008279892518211_1458679230811606	1487272568	5	10	0	1	0	34	11	0	0	0	0	0	kef	2017-02-16 20:16:08
1008279892518211_1459669920712537	1487337428	4	0	0	1	0	9	0	0	0	0	1	0	tunis	2017-02-17 14:17:08
1008279892518211_1459570984055764	1487330606	0	2	0	0	0	0	0	0	0	0	0	0	tunis	2017-02-17 12:23:26
1008279892518211_1459548494058013	1487328880	0	5	0	0	0	8	1	0	0	0	2	0	tunis	2017-02-17 11:54:40
1008279892518211_1458727610806768	1487275617	3	14	0	4	0	4	0	0	0	1	0	0	tunis	2017-02-16 21:06:57
1008279892518211_1459419377404258	1487318596	0	14	0	0	0	9	1	0	2	0	0	0	nabeul	2017-02-17 09:03:16
1008279892518211_1459391397407056	1487315857	1	0	0	1	0	4	0	0	0	0	0	0	tunis	2017-02-17 08:17:37
1008279892518211_1457772450902284	1487202519	8	43	2	7	0	32	1	3	1	1	1	0	tataouine	2017-02-16 00:48:39
1008279892518211_1458140460865483	1487233030	0	3	0	0	0	1	0	1	0	0	1	0	tunis	2017-02-16 09:17:10
1008279892518211_1455126177833578	1486992754	8	2	3	4	0	7	0	0	0	2	2	0	mahdia	2017-02-13 14:32:34
1008279892518211_1453088611370668	1486804815	11	29	0	5	0	20	1	5	0	3	9	0	tunis	2017-02-11 10:20:15
1008279892518211_1454948584518004	1486973810	0	3	0	0	0	4	0	0	0	0	0	0	tunis	2017-02-13 09:16:50
1008279892518211_1452365114776351	1486743997	2	1	0	0	0	2	0	0	0	0	0	0	nabeul	2017-02-10 17:26:37
1008279892518211_1449829941696535	1486511315	20	60	1	5	0	25	0	7	0	2	13	0	tozeur	2017-02-08 00:48:35
1008279892518211_1450196174993245	1486539520	12	0	8	9	0	24	0	0	0	2	15	0	tunis	2017-02-08 08:38:40
1008279892518211_1448032701876259	1486383153	5	4	2	4	0	17	2	0	0	0	0	0	tunis	2017-02-06 13:12:33
1008279892518211_1448489025163960	1486412425	2	0	0	1	0	4	0	0	0	0	3	0	sousse	2017-02-06 21:20:25
1008279892518211_1448626775150185	1486423825	3	5	0	0	0	4	0	3	1	0	4	0	tunis	2017-02-07 00:30:25
1008279892518211_1448033031876226	1486383202	5	8	0	0	0	3	0	1	0	0	1	0	tunis	2017-02-06 13:13:22
1008279892518211_1446974411982088	1486287723	2	16	0	0	0	15	3	2	0	0	0	0	tunis	2017-02-05 10:42:03
1008279892518211_1445168288829367	1486144618	18	3	1	10	0	18	0	0	1	0	0	0	tunis	2017-02-03 18:56:58
1008279892518211_1441799552499574	1485897062	5	8	0	2	0	20	5	3	0	0	0	0	tunis	2017-01-31 22:11:02
1008279892518211_1443516158994580	1486032278	11	8	3	12	0	6	0	0	0	0	2	0	tunis	2017-02-02 11:44:38
1008279892518211_1443939782285551	1486061147	12	0	4	6	0	5	0	2	0	0	0	0	sousse	2017-02-02 19:45:47
1008279892518211_1444987588847437	1486130066	1	5	0	1	0	1	0	0	0	2	2	0	ariana	2017-02-03 14:54:26
1008279892518211_1438432922836237	1485635057	1	3	0	0	0	2	0	0	0	0	2	0	zaghouan	2017-01-28 21:24:17
1008279892518211_1437974286215434	1485611781	0	4	0	0	0	5	0	0	0	0	0	0	tunis	2017-01-28 14:56:21
1008279892518211_1437939649552231	1485608558	0	0	0	0	0	6	0	0	0	0	0	0	kef	2017-01-28 14:02:38
1008279892518211_1437373706275492	1485556977	3	2	0	1	0	9	1	0	0	0	0	0	sousse	2017-01-27 23:42:57
1008279892518211_1436195489726647	1485463372	20	37	6	11	0	23	1	3	0	4	11	0	tunis	2017-01-26 21:42:52
1008279892518211_1435729873106542	1485422663	14	99	7	10	0	106	2	0	44	8	4	0	tunis	2017-01-26 10:24:23
1008279892518211_1436637239682472	1485497938	0	0	0	0	0	3	0	0	0	0	0	0	tunis	2017-01-27 07:18:58
1008279892518211_1435805463098983	1485431514	0	1	0	0	0	4	0	0	0	0	0	0	tunis	2017-01-26 12:51:54
1008279892518211_1435259723153557	1485386889	1	2	0	0	0	15	0	0	0	0	0	0	tunis	2017-01-26 00:28:09
1008279892518211_1425905714088958	1484688195	2	5	0	0	0	6	0	0	0	0	0	0	tunis	2017-01-17 22:23:15
1008279892518211_1433388783340651	1485270408	0	1	0	0	0	0	0	0	0	0	0	0	kef	2017-01-24 16:06:48
1008279892518211_1429417707071092	1485003081	43	77	4	30	0	361	16	0	4	1	0	0	jendouba	2017-01-21 13:51:21
1008279892518211_1430852606927602	1485119642	0	5	0	0	0	12	0	0	0	0	0	0	tunis	2017-01-22 22:14:02
1008279892518211_1430243933655136	1485072144	9	0	0	1	0	14	0	3	1	0	6	0	tunis	2017-01-22 09:02:24
1008279892518211_1430616360284560	1485100663	0	2	0	0	0	3	0	0	0	0	0	0	kef	2017-01-22 16:57:43
1008279892518211_1429407780405418	1485001960	7	13	3	3	0	22	3	0	0	0	0	0	kef	2017-01-21 13:32:40
1008279892518211_1429695627043300	1485025456	2	1	0	0	0	3	0	0	0	0	0	0	gafsa	2017-01-21 20:04:16
1008279892518211_1429616977051165	1485019126	0	13	0	0	0	16	0	2	1	0	1	0	tunis	2017-01-21 18:18:46
1008279892518211_1427829283896601	1484857882	12	33	2	9	0	24	0	0	0	3	9	0	tunis	2017-01-19 21:31:22
1008279892518211_1427475063932023	1484825395	4	1	2	2	0	10	0	0	3	1	0	0	tunis	2017-01-19 12:29:55
1008279892518211_1427898980556298	1484863998	3	1	2	0	0	10	0	1	1	0	0	0	tunis	2017-01-19 23:13:18
1008279892518211_1426523730693823	1484756014	20	0	10	15	0	6	0	0	0	0	2	0	tunis	2017-01-18 17:13:34
1008279892518211_1425437044135825	1484641628	0	8	0	0	0	35	3	0	0	0	0	0	kef	2017-01-17 09:27:08
1008279892518211_1424947774184752	1484596298	4	3	1	7	0	2	0	2	0	0	2	0	tunis	2017-01-16 20:51:38
1008279892518211_1424744354205094	1484578216	4	3	0	2	0	2	0	3	0	0	0	0	tunis	2017-01-16 15:50:16
1008279892518211_1424743694205160	1484578144	0	5	0	0	0	6	0	0	0	0	0	0	kef	2017-01-16 15:49:04
1008279892518211_1420671041279092	1484224017	1	6	0	0	0	4	0	1	0	0	2	0	tunis	2017-01-12 13:26:57
1008279892518211_1423068931039303	1484435018	42	13	25	40	0	24	0	2	0	13	8	0	sousse	2017-01-15 00:03:38
1008279892518211_1423969410949255	1484509831	0	8	0	0	0	1	0	0	0	0	0	0	sfax	2017-01-15 20:50:31
1008279892518211_1423531400993056	1484475413	7	1	2	6	0	11	0	1	2	0	3	0	sousse	2017-01-15 11:16:53
1008279892518211_1423821957630667	1484498824	0	1	0	0	0	4	0	1	0	0	2	0	sfax	2017-01-15 17:47:04
1008279892518211_1422470027765860	1484388663	5	7	0	4	0	13	0	2	0	0	2	0	monastir	2017-01-14 11:11:03
1008279892518211_1421062424573287	1484254532	30	69	0	10	0	369	46	1	0	0	0	0	nabeul	2017-01-12 21:55:32
1008279892518211_1422157201130476	1484357542	2	9	0	0	0	14	1	0	1	0	1	0	tunis	2017-01-14 02:32:22
1008279892518211_1422377591108437	1484377257	0	3	0	0	0	6	0	0	0	0	3	0	tunis	2017-01-14 08:00:57
1008279892518211_1421140931232103	1484261206	31	91	5	62	0	38	1	0	0	6	19	0	tunis	2017-01-12 23:46:46
1008279892518211_1421736717839191	1484320207	0	1	0	0	0	13	0	0	0	0	0	0	tunis	2017-01-13 16:10:07
1008279892518211_1420632037949659	1484220658	77	76	30	70	0	42	0	3	0	40	8	0	tunis	2017-01-12 12:30:58
1008279892518211_1419805644698965	1484154861	22	115	5	8	0	67	0	1	0	0	8	0	tunis	2017-01-11 18:14:21
1008279892518211_1419025521443644	1484073542	11	8	0	11	0	6	0	2	1	0	1	0	monastir	2017-01-10 19:39:02
1008279892518211_1419003044779225	1484071222	9	8	0	12	0	6	0	5	1	2	5	0	sousse	2017-01-10 19:00:22
1008279892518211_1419482118064651	1484122390	7	1	3	4	0	2	0	0	0	1	0	0	sousse	2017-01-11 09:13:10
1008279892518211_1419067818106081	1484077867	5	2	0	2	0	13	0	0	1	0	0	0	tunis	2017-01-10 20:51:07
1008279892518211_1419541428058720	1484129338	0	1	0	0	0	0	0	0	0	0	0	0	monastir	2017-01-11 11:08:58
1008279892518211_1419477581398438	1484121558	0	0	0	0	0	0	0	0	0	0	0	0	zaghouan	2017-01-11 08:59:18
1008279892518211_1417455238267339	1483913447	46	70	10	60	0	54	1	33	19	4	22	0	sousse	2017-01-08 23:10:47
1008279892518211_1417432691602927	1483911317	30	19	13	31	0	6	1	2	0	4	0	0	tunis	2017-01-08 22:35:17
1008279892518211_1417316898281173	1483899579	13	26	1	5	0	66	2	1	0	0	1	0	tunis	2017-01-08 19:19:39
1008279892518211_1416567961689400	1483822396	23	28	11	16	0	33	9	2	0	0	0	0	tunis	2017-01-07 21:53:16
1008279892518211_1417364518276411	1483904773	4	7	3	1	0	6	0	2	0	0	1	0	tunis	2017-01-08 20:46:13
1008279892518211_1417365191609677	1483904823	2	4	0	1	0	5	0	0	0	1	3	0	tunis	2017-01-08 20:47:03
1008279892518211_1416120665067463	1483780409	40	8	5	39	0	51	2	0	0	29	19	0	tunis	2017-01-07 10:13:29
1008279892518211_1415513781794818	1483725141	4	5	0	3	0	7	0	0	0	0	0	0	beja	2017-01-06 18:52:21
1008279892518211_1415130581833138	1483695738	22	19	1	7	0	18	1	10	3	14	5	0	tunis	2017-01-06 10:42:18
1008279892518211_1416138401732356	1483782003	0	4	0	0	0	3	0	2	0	0	1	0	kef	2017-01-07 10:40:03
1008279892518211_1414232871922909	1483620054	17	16	0	5	0	12	0	0	0	11	16	0	tunis	2017-01-05 13:40:54
1008279892518211_1414092171936979	1483605013	3	23	0	0	0	22	1	0	0	1	0	0	nabeul	2017-01-05 09:30:13
1008279892518211_1414115685267961	1483607980	1	4	0	0	0	8	2	0	0	0	2	0	beja	2017-01-05 10:19:40
post_id	post_published_unix	comments_count_fb	shares_count_fb	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place	post_published_sql
1008279892518211_1411159945563535	1483459840	8	46	0	10	0	53	4	0	1	0	0	0	tunis	2017-01-03 17:10:40
1008279892518211_1413077332038463	1483532554	4	3	1	5	0	3	0	0	0	1	3	0	sfax	2017-01-04 13:22:34
1008279892518211_1413450358667827	1483553023	0	4	0	0	0	3	0	0	0	0	4	0	sousse	2017-01-04 19:03:43
1008279892518211_1413410322005164	1483550065	0	0	0	0	0	3	0	0	0	0	0	0	zaghouan	2017-01-04 18:14:25
1008279892518211_1412670762079120	1483515712	1	6	0	0	0	4	1	0	0	0	0	0	tunis	2017-01-04 08:41:52
1008279892518211_1410383208974542	1483431068	16	8	4	7	0	22	0	1	1	1	8	0	beja	2017-01-03 09:11:08
1008279892518211_1413030235376506	1483530608	1	0	0	1	0	3	0	0	0	0	0	0	tunis	2017-01-04 12:50:08
1008279892518211_1411054822240714	1483455781	3	2	0	1	0	4	0	0	0	0	3	0	sousse	2017-01-03 16:03:01
1008279892518211_1411175725561957	1483460507	4	1	0	0	0	5	0	1	0	1	2	0	beja	2017-01-03 17:21:47
1008279892518211_1409096892436507	1483385526	0	5	0	0	0	1	0	0	0	0	0	0	sousse	2017-01-02 20:32:06
1008279892518211_1408329535846576	1483359756	1	2	0	0	0	3	0	1	0	0	3	0	sousse	2017-01-02 13:22:36
1008279892518211_1408045052541691	1483349399	6	1	0	1	0	2	0	0	0	0	2	0	benArous	2017-01-02 10:29:59
1008279892518211_1401231293223067	1483045931	7	6	3	12	0	6	0	1	0	0	0	0	tunis	2016-12-29 22:12:11
1008279892518211_1401942309818632	1483086513	7	1	4	8	0	5	0	0	0	0	1	0	kasserine	2016-12-30 09:28:33
1008279892518211_1401937766485753	1483086124	1	0	0	1	0	2	0	1	0	0	0	0	manouba	2016-12-30 09:22:04
1008279892518211_1401413429871520	1483055447	6	0	2	0	0	1	0	0	0	0	1	0	tunis	2016-12-30 00:50:47
1008279892518211_1401040499908813	1483035854	2	0	1	0	0	2	0	0	0	0	1	0	gafsa	2016-12-29 19:24:14
1008279892518211_1401079156571614	1483037761	0	1	0	0	0	4	0	0	0	0	0	0	tunis	2016-12-29 19:56:01
1008279892518211_1399896353356561	1482961743	14	2	3	5	0	10	0	0	0	2	0	0	tunis	2016-12-28 22:49:03
1008279892518211_1399254703420726	1482925938	62	42	32	48	0	36	0	18	1	5	28	0	tunis	2016-12-28 12:52:18
1008279892518211_1399687326710797	1482951915	10	25	0	0	0	26	1	0	2	1	0	0	beja	2016-12-28 20:05:15
1008279892518211_1390123397667190	1482530955	3	15	0	0	0	37	2	0	0	0	0	0	tunis	2016-12-23 23:09:15
1008279892518211_1399395726739957	1482935688	2	1	0	0	0	0	0	0	0	1	0	0	tunis	2016-12-28 15:34:48
1008279892518211_1398187516860778	1482859444	7	2	0	3	0	3	0	0	2	1	2	0	ariana	2016-12-27 18:24:04
1008279892518211_1396151887064341	1482781365	4	4	0	0	0	4	0	0	0	0	0	0	tunis	2016-12-26 20:42:45
1008279892518211_1396257640387099	1482786708	1	0	0	0	0	0	0	0	0	0	0	0	tunis	2016-12-26 22:11:48
1008279892518211_1396120290400834	1482780047	0	0	0	0	0	1	0	0	0	0	0	0	ariana	2016-12-26 20:20:47
1008279892518211_1393818617297668	1482689859	5	5	0	1	0	5	0	0	0	11	4	0	tunis	2016-12-25 19:17:39
1008279892518211_1388151761197687	1482421250	44	69	13	22	0	94	0	0	0	3	11	0	tunis	2016-12-22 16:40:50
1008279892518211_1389730081039855	1482510114	0	0	0	0	0	0	0	0	0	0	0	0	bizert	2016-12-23 17:21:54
1008279892518211_1389680171044846	1482508871	0	1	0	0	0	3	0	0	0	0	0	0	tunis	2016-12-23 17:01:11
1008279892518211_1387643407915189	1482392733	6	1	2	4	0	0	0	1	0	1	2	0	tunis	2016-12-22 08:45:33
1008279892518211_1387850047894525	1482407514	1	1	0	1	0	8	0	0	0	0	0	0	tunis	2016-12-22 12:51:54
1008279892518211_1385284738151056	1482257783	16	3	8	4	0	8	0	0	0	0	1	0	ariana	2016-12-20 19:16:23
1008279892518211_1387167654629431	1482349747	2	2	0	1	0	3	0	0	0	0	4	0	tunis	2016-12-21 20:49:07
1008279892518211_1384666211546242	1482242220	4	4	0	1	0	12	0	4	8	1	2	0	tunis	2016-12-20 14:57:00
1008279892518211_1385671491445714	1482269162	8	10	0	1	0	49	4	0	1	0	0	0	tunis	2016-12-20 22:26:02
1008279892518211_1382683081744555	1482179411	7	3	2	0	0	6	0	0	0	0	1	0	tunis	2016-12-19 21:30:11
1008279892518211_1382772418402288	1482183298	0	0	0	0	0	7	0	0	0	0	0	0	tunis	2016-12-19 22:34:58
1008279892518211_1380724345273762	1482076853	18	0	12	10	0	9	0	2	0	0	0	0	tunis	2016-12-18 17:00:53
1008279892518211_1380100402002823	1482051123	2	0	1	1	0	5	0	0	0	1	0	0	tunis	2016-12-18 09:52:03
1008279892518211_1380263525319844	1482055341	6	5	0	1	0	36	0	0	1	0	0	0	tunis	2016-12-18 11:02:21
1008279892518211_1380642565281940	1482071136	0	1	0	0	0	5	0	0	0	0	0	0	kairouan	2016-12-18 15:25:36
1008279892518211_1380381028641427	1482060427	14	0	11	14	0	2	0	0	0	0	1	0	tunis	2016-12-18 12:27:07
1008279892518211_1380445255301671	1482062794	0	2	0	0	0	4	1	0	0	0	0	0	tunis	2016-12-18 13:06:34
1008279892518211_1379111875435009	1482002001	11	8	4	2	0	10	0	0	0	0	2	0	tunis	2016-12-17 20:13:21
1008279892518211_1378656262147237	1481981916	2	4	0	0	0	5	0	1	0	0	2	0	kairouan	2016-12-17 14:38:36
1008279892518211_1378293352183528	1481959956	24	43	12	14	0	42	1	2	0	2	9	0	ariana	2016-12-17 08:32:36
1008279892518211_1368134816532715	1481297309	9	15	0	4	0	10	1	8	3	0	0	0	tunis	2016-12-09 16:28:29
1008279892518211_1366461423366721	1481203680	8	20	0	4	0	41	0	0	8	0	6	0	ariana	2016-12-08 14:28:00
1008279892518211_1367964876549709	1481288402	4	4	0	2	0	14	0	2	12	0	0	0	tunis	2016-12-09 14:00:02
1008279892518211_1367974639882066	1481289142	2	1	1	2	0	4	0	1	0	0	0	0	tunis	2016-12-09 14:12:22
1008279892518211_1367626829916847	1481270763	2	0	0	3	0	1	0	0	0	0	0	0	tunis	2016-12-09 09:06:03
1008279892518211_1367962699883260	1481288274	0	0	0	0	0	0	0	0	0	0	0	0	tunis	2016-12-09 13:57:54
1008279892518211_1367890933223770	1481285818	0	2	0	0	0	0	0	1	1	0	0	0	tunis	2016-12-09 13:16:58
