post_id	post_published_unix	comments_count_fb	shares_count_fb	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place	post_published_sql
1008279892518211_1586243234721871	1497020293	3	1	2	2	0	2	0	0	0	0	0	0	bizert	2017-06-09 16:58:13
1008279892518211_1584926818186846	1496923702	2	4	0	1	0	16	1	0	0	0	0	0	nabeul	2017-06-08 14:08:22
1008279892518211_1584673634878831	1496903099	11	0	1	12	0	81	12	0	0	4	1	0	sousse	2017-06-08 08:24:59
1008279892518211_1584805078199020	1496914598	10	0	1	5	0	14	0	1	2	2	2	0	tunis	2017-06-08 11:36:38
1008279892518211_1584186021594259	1496865194	0	0	0	0	0	0	0	0	0	0	0	0	tunis	2017-06-07 21:53:14
1008279892518211_1584170554929139	1496864224	0	0	0	0	0	0	0	0	0	0	0	0	sfax	2017-06-07 21:37:04
1008279892518211_1583617634984431	1496825350	1	2	0	0	0	1	0	2	0	0	0	0	tataouine	2017-06-07 10:49:10
1008279892518211_1582470011765860	1496752253	4	0	0	3	0	16	0	4	0	5	0	0	kasserine	2017-06-06 14:30:53
1008279892518211_1583684538311074	1496830772	1	12	0	0	0	1	0	0	0	1	3	0	tunis	2017-06-07 12:19:32
1008279892518211_1581720248507503	1496711190	6	5	1	7	0	18	0	6	0	1	11	0	kairouan	2017-06-06 03:06:30
1008279892518211_1581215318557996	1496687413	13	22	6	22	0	22	0	2	0	2	0	0	tunis	2017-06-05 20:30:13
1008279892518211_1581695101843351	1496709593	0	7	0	0	0	13	0	0	0	0	0	0	tunis	2017-06-06 02:39:53
1008279892518211_1577218888957639	1496361872	38	0	18	30	0	11	0	1	0	15	7	0	monastir	2017-06-02 02:04:32
1008279892518211_1580650301947831	1496644353	2	0	0	1	0	24	4	0	0	0	0	0	sousse	2017-06-05 08:32:33
1008279892518211_1581355451877316	1496694542	0	0	0	0	0	2	0	0	0	0	0	0	tunis	2017-06-05 22:29:02
1008279892518211_1581185068561021	1496685254	4	3	0	0	0	2	0	3	1	1	1	0	ariana	2017-06-05 19:54:14
1008279892518211_1581092651903596	1496678828	4	8	1	4	0	28	0	2	0	0	0	0	tunis	2017-06-05 18:07:08
1008279892518211_1580745165271678	1496655802	0	3	0	0	0	6	0	0	0	0	0	0	ariana	2017-06-05 11:43:22
1008279892518211_1578240792188782	1496439688	3	7	0	0	0	10	1	0	0	0	0	0	tunis	2017-06-02 23:41:28
1008279892518211_1578846848794843	1496497230	11	0	4	6	0	6	0	0	0	0	0	0	ariana	2017-06-03 15:40:30
1008279892518211_1578625842150277	1496475747	19	4	10	25	0	31	3	0	2	0	0	0	tunis	2017-06-03 09:42:27
1008279892518211_1577625745583620	1496397414	29	0	5	35	0	30	0	11	5	5	26	0	sidiBouzid	2017-06-02 11:56:54
1008279892518211_1577894042223457	1496416554	14	8	11	11	0	15	0	0	0	0	0	0	tunis	2017-06-02 17:15:54
1008279892518211_1575711042441757	1496235658	22	31	0	5	0	145	25	3	1	0	0	0	tunis	2017-05-31 15:00:58
1008279892518211_1577329168946611	1496368865	3	0	0	0	0	0	0	0	0	0	0	0	tunis	2017-06-02 04:01:05
1008279892518211_1576554339024094	1496307596	15	0	6	6	0	11	0	2	0	3	9	0	sousse	2017-06-01 10:59:56
1008279892518211_1576635365682658	1496316186	12	0	1	3	0	19	3	0	0	0	0	0	sousse	2017-06-01 13:23:06
1008279892518211_1575957219083806	1496251288	24	6	7	13	0	9	0	1	0	0	8	0	monastir	2017-05-31 19:21:28
1008279892518211_1575618499117678	1496228417	2	0	0	0	0	11	0	0	0	0	0	0	tunis	2017-05-31 13:00:17
1008279892518211_1575692409110287	1496234408	0	1	0	0	0	2	0	0	0	0	0	0	tunis	2017-05-31 14:40:08
1008279892518211_1575600535786141	1496226476	0	1	0	0	0	2	0	0	0	0	0	0	tunis	2017-05-31 12:27:56
1008279892518211_1572893286056866	1495987540	14	0	1	4	0	28	1	10	0	4	25	0	tunis	2017-05-28 18:05:40
1008279892518211_1573100756036119	1496003017	4	2	0	2	0	12	1	6	1	2	9	0	tunis	2017-05-28 22:23:37
1008279892518211_1570897172923144	1495825129	9	27	0	0	0	23	0	1	0	0	8	0	tunis	2017-05-26 20:58:49
1008279892518211_1572052146140980	1495915056	3	1	1	3	0	23	0	0	0	0	0	0	ariana	2017-05-27 21:57:36
1008279892518211_1571631972849664	1495884582	1	8	0	0	0	14	0	0	0	0	0	0	tunis	2017-05-27 13:29:42
1008279892518211_1571725612840300	1495891926	0	3	0	0	0	4	0	0	0	0	0	0	tunis	2017-05-27 15:32:06
1008279892518211_1569459009733627	1495716323	41	22	20	24	0	19	1	0	20	5	1	0	tunis	2017-05-25 14:45:23
1008279892518211_1570955196250675	1495828831	0	0	0	0	0	4	0	0	0	0	1	0	tunis	2017-05-26 22:00:31
1008279892518211_1567077756638419	1495528321	2	1	1	0	0	9	3	0	0	0	0	0	tunis	2017-05-23 10:32:01
1008279892518211_1566694060010122	1495492797	1	1	0	1	0	3	0	0	0	0	0	0	tunis	2017-05-23 00:39:57
1008279892518211_1566001546746040	1495433545	6	2	2	3	0	10	1	0	5	0	0	0	tunis	2017-05-22 08:12:25
1008279892518211_1566121580067370	1495447693	3	3	0	1	0	2	0	0	0	0	0	0	tataouine	2017-05-22 12:08:13
1008279892518211_1564061063606755	1495271201	319	54	205	371	0	63	2	19	7	3	48	0	tunis	2017-05-20 11:06:41
1008279892518211_1565681576778037	1495405362	1	8	0	0	0	4	0	0	0	0	0	0	tunis	2017-05-22 00:22:42
1008279892518211_1564197430259785	1495285000	4	0	0	3	0	7	0	1	0	0	0	0	monastir	2017-05-20 14:56:40
1008279892518211_1561165960562932	1495035506	9	19	2	2	0	32	0	11	0	0	0	0	tunis	2017-05-17 17:38:26
1008279892518211_1561495537196641	1495065484	0	1	0	0	0	2	1	0	0	0	0	0	tunis	2017-05-18 01:58:04
1008279892518211_1561453757200819	1495060266	0	0	0	0	0	3	0	0	0	0	0	0	tunis	2017-05-18 00:31:06
1008279892518211_1561271407219054	1495043697	0	0	0	0	0	4	0	0	0	0	0	0	tunis	2017-05-17 19:54:57
1008279892518211_1560875370591991	1495012033	1	2	0	0	0	8	2	0	2	0	0	0	tunis	2017-05-17 11:07:13
1008279892518211_1560897103923151	1495014813	2	45	0	0	0	17	0	4	0	0	3	0	tunis	2017-05-17 11:53:33
1008279892518211_1559969544015907	1494936719	12	0	7	19	0	80	10	0	0	0	0	0	sousse	2017-05-16 14:11:59
1008279892518211_1560274687318726	1494963928	2	0	0	1	0	5	1	0	1	0	0	0	tunis	2017-05-16 21:45:28
1008279892518211_1559271134085748	1494873570	42	0	10	40	0	27	0	3	4	2	21	0	tunis	2017-05-15 20:39:30
1008279892518211_1559418374071024	1494886259	13	8	0	0	0	10	0	2	0	16	1	0	sfax	2017-05-16 00:10:59
1008279892518211_1559975167348678	1494937149	0	31	0	0	0	25	0	2	13	0	0	0	tunis	2017-05-16 14:19:09
1008279892518211_1559971594015702	1494936871	0	0	0	0	0	0	0	0	0	0	0	0	tunis	2017-05-16 14:14:31
1008279892518211_1559032804109581	1494855000	3	0	0	2	0	4	0	0	0	0	1	0	tunis	2017-05-15 15:30:00
1008279892518211_1556058961073632	1494615842	12	19	3	8	0	35	0	0	1	1	0	0	tunis	2017-05-12 21:04:02
1008279892518211_1557256774287184	1494702926	2	0	0	0	0	5	0	0	0	0	0	0	tunis	2017-05-13 21:15:26
1008279892518211_1557159634296898	1494695871	4	0	1	4	0	22	0	2	20	0	0	0	tunis	2017-05-13 19:17:51
1008279892518211_1556716747674520	1494671364	2	0	0	1	0	6	1	0	0	0	1	0	tunis	2017-05-13 12:29:24
1008279892518211_1556242861055242	1494628889	0	0	0	0	0	1	0	0	0	0	0	0	bizert	2017-05-13 00:41:29
1008279892518211_1554069474605914	1494483110	14	0	1	14	0	89	15	3	0	0	0	0	sousse	2017-05-11 08:11:50
1008279892518211_1551719191507609	1494274627	15	0	3	11	0	17	0	1	2	3	11	0	tunis	2017-05-08 22:17:07
1008279892518211_1555240334488828	1494561261	0	1	0	0	0	1	0	0	0	1	2	0	sousse	2017-05-12 05:54:21
1008279892518211_1553783287967866	1494456722	6	29	4	1	0	39	10	0	0	1	0	0	tunis	2017-05-11 00:52:02
1008279892518211_1553546607991534	1494437061	24	12	3	13	0	25	0	4	15	1	17	0	tunis	2017-05-10 19:24:21
1008279892518211_1553030371376491	1494396851	8	0	2	5	0	58	2	0	0	0	0	0	sousse	2017-05-10 08:14:11
1008279892518211_1551357598210435	1494244265	11	19	0	4	0	28	0	0	2	11	1	0	tunis	2017-05-08 13:51:05
1008279892518211_1553719861307542	1494451226	0	0	0	0	0	0	0	0	0	0	0	0	bizert	2017-05-10 23:20:26
1008279892518211_1553701397976055	1494450501	0	2	0	0	0	1	0	0	0	0	0	0	tunis	2017-05-10 23:08:21
1008279892518211_1551196688226526	1494223968	6	0	2	4	0	45	5	0	0	1	0	0	sousse	2017-05-08 08:12:48
1008279892518211_1551533894859472	1494257613	1	3	0	2	0	1	0	0	0	0	0	0	bizert	2017-05-08 17:33:33
1008279892518211_1551530401526488	1494257348	0	2	0	0	0	3	0	0	0	1	0	0	bizert	2017-05-08 17:29:08
1008279892518211_1551526684860193	1494257052	0	1	0	0	0	1	0	0	0	0	0	0	bizert	2017-05-08 17:24:12
1008279892518211_1551200661559462	1494224319	0	0	0	0	0	6	0	0	0	0	3	0	mahdia	2017-05-08 08:18:39
1008279892518211_1550444068301788	1494154475	4	33	1	11	0	56	9	0	0	0	0	0	tunis	2017-05-07 12:54:35
1008279892518211_1550795581599970	1494184212	2	0	0	0	0	10	0	2	0	2	2	0	sousse	2017-05-07 21:10:12
1008279892518211_1550797044933157	1494184332	0	1	0	0	0	4	0	0	0	0	0	0	bizert	2017-05-07 21:12:12
1008279892518211_1548694038476791	1493993383	24	43	8	18	0	112	9	1	5	2	2	0	tunis	2017-05-05 16:09:43
1008279892518211_1550498091629719	1494159474	1	2	0	1	0	4	0	0	0	0	2	0	ariana	2017-05-07 14:17:54
1008279892518211_1549543948391800	1494069257	1	1	0	1	0	2	0	5	0	0	4	0	tunis	2017-05-06 13:14:17
1008279892518211_1549629641716564	1494076176	0	0	0	0	0	3	0	3	0	0	0	0	ariana	2017-05-06 15:09:36
1008279892518211_1547523331927195	1493878529	32	0	14	20	0	211	55	0	0	0	0	0	sousse	2017-05-04 08:15:29
1008279892518211_1548507738495421	1493975693	11	25	1	5	0	20	0	0	0	0	0	0	ariana	2017-05-05 11:14:53
1008279892518211_1547531765259685	1493879758	11	0	2	4	0	63	0	6	10	3	15	0	tunis	2017-05-04 08:35:58
post_id	post_published_unix	comments_count_fb	shares_count_fb	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place	post_published_sql
1008279892518211_1546089798737215	1493754595	488	13	218	766	0	62	1	9	5	2	41	0	tunis	2017-05-02 21:49:55
1008279892518211_1543265859019609	1493546093	36	0	9	24	0	18	0	6	1	13	19	0	sousse	2017-04-30 11:54:53
1008279892518211_1546165342062994	1493757616	16	1	5	22	0	19	0	1	15	0	0	0	tunis	2017-05-02 22:40:16
1008279892518211_1547022485310613	1493832630	0	0	0	0	0	1	0	0	0	0	0	0	tunis	2017-05-03 19:30:30
1008279892518211_1546560202023508	1493792496	9	0	4	8	0	37	3	0	0	0	0	0	sousse	2017-05-03 08:21:36
1008279892518211_1546201652059363	1493759941	3	0	0	1	0	2	0	0	0	0	0	0	bizert	2017-05-02 23:19:01
1008279892518211_1544336605579201	1493632168	9	6	3	9	0	25	0	1	0	0	10	0	sousse	2017-05-01 11:49:28
1008279892518211_1545675342111994	1493725580	6	0	5	3	0	5	0	0	0	1	3	0	ariana	2017-05-02 13:46:20
1008279892518211_1545658662113662	1493723875	0	0	0	0	0	2	0	0	0	0	0	0	tunis	2017-05-02 13:17:55
1008279892518211_1544240295588832	1493621160	4	9	2	7	0	17	0	6	1	1	7	0	beja	2017-05-01 08:46:00
1008279892518211_1545465615466300	1493707323	0	0	0	0	0	1	0	0	0	0	0	0	sfax	2017-05-02 08:42:03
1008279892518211_1543750705637791	1493574924	3	0	0	2	0	6	0	0	0	0	3	0	kef	2017-04-30 19:55:24
1008279892518211_1544926455520216	1493671031	0	0	0	0	0	0	0	0	0	0	0	0	tunis	2017-05-01 22:37:11
1008279892518211_1542503009095894	1493485912	63	0	23	73	0	99	4	0	9	2	14	0	tunis	2017-04-29 19:11:52
1008279892518211_1544247755588086	1493621944	1	0	0	1	0	20	1	0	0	0	0	0	sousse	2017-05-01 08:59:04
1008279892518211_1542681982411330	1493499988	10	4	2	3	0	13	0	0	0	0	0	0	tunis	2017-04-29 23:06:28
1008279892518211_1544577755555086	1493650815	0	1	0	0	0	10	0	0	0	0	0	0	tunis	2017-05-01 17:00:15
1008279892518211_1544562512223277	1493650237	0	3	0	0	0	7	0	0	2	0	1	0	ariana	2017-05-01 16:50:37
1008279892518211_1544240282255500	1493621159	1	0	0	0	0	3	0	0	0	1	2	0	tunis	2017-05-01 08:45:59
1008279892518211_1544195295593332	1493615289	4	0	0	10	0	7	0	5	0	1	5	0	manouba	2017-05-01 07:08:09
1008279892518211_1543482242331304	1493559153	5	39	0	5	0	20	0	0	0	0	7	0	tunis	2017-04-30 15:32:33
1008279892518211_1542326095780252	1493475631	10	2	0	1	0	16	0	0	0	0	0	0	tunis	2017-04-29 16:20:31
1008279892518211_1543242905688571	1493545066	3	14	0	1	0	9	0	2	0	0	0	0	tunis	2017-04-30 11:37:46
1008279892518211_1539648732714655	1493243735	54	75	20	42	0	32	0	1	8	0	21	0	tunis	2017-04-26 23:55:35
1008279892518211_1543333349012860	1493549367	0	0	0	0	0	4	4	0	0	0	0	0	tunis	2017-04-30 12:49:27
1008279892518211_1542010169145178	1493456866	7	40	0	0	0	60	14	0	0	2	0	0	tunis	2017-04-29 11:07:46
1008279892518211_1542597372419791	1493493399	3	4	0	0	0	21	1	0	0	0	0	0	tunis	2017-04-29 21:16:39
1008279892518211_1540465965966265	1493321274	39	1	13	23	0	11	0	0	0	0	0	0	tataouine	2017-04-27 21:27:54
1008279892518211_1541572745855587	1493416895	0	0	0	0	0	2	0	0	0	0	0	0	tunis	2017-04-29 00:01:35
1008279892518211_1540469999299195	1493321612	12	7	4	11	0	11	0	0	0	3	4	0	tunis	2017-04-27 21:33:32
1008279892518211_1540912789254916	1493361597	13	0	4	12	0	62	11	0	0	0	0	0	sousse	2017-04-28 08:39:57
1008279892518211_1540168192662709	1493298539	0	0	0	0	0	0	0	0	0	0	0	0	kef	2017-04-27 15:08:59
1008279892518211_1540037182675810	1493286241	0	1	0	0	0	1	0	0	1	0	1	0	ariana	2017-04-27 11:44:01
1008279892518211_1538422976170564	1493138393	80	23	33	124	0	49	2	4	0	1	23	0	tunis	2017-04-25 18:39:53
1008279892518211_1537120662967462	1493024689	8	5	1	6	0	5	0	1	0	0	0	0	sfax	2017-04-24 11:04:49
1008279892518211_1536426276370234	1492958598	21	60	4	37	0	126	8	2	2	0	0	0	sfax	2017-04-23 16:43:18
1008279892518211_1537965389549656	1493097588	1	0	0	2	0	8	0	0	0	0	0	0	tunis	2017-04-25 07:19:48
1008279892518211_1536874969658698	1492997729	25	2	17	26	0	31	1	0	0	0	1	0	tunis	2017-04-24 03:35:29
1008279892518211_1537501516262710	1493058610	5	6	3	5	0	16	0	0	0	0	0	0	tunis	2017-04-24 20:30:10
1008279892518211_1536689903010538	1492980140	5	17	0	1	0	7	0	4	2	2	5	0	zaghouan	2017-04-23 22:42:20
1008279892518211_1536220563057472	1492940967	89	8	30	117	0	47	1	30	0	13	57	0	sousse	2017-04-23 11:49:27
1008279892518211_1537038249642370	1493015406	3	0	0	4	0	43	1	0	0	0	0	0	sousse	2017-04-24 08:30:06
1008279892518211_1536136549732540	1492932559	26	21	14	34	0	60	6	0	0	0	0	0	tunis	2017-04-23 09:29:19
1008279892518211_1534104339935761	1492760657	11	42	1	9	0	35	1	5	0	3	17	0	tunis	2017-04-21 09:44:17
1008279892518211_1534393323240196	1492780582	50	0	32	37	0	56	4	0	0	0	0	0	tunis	2017-04-21 15:16:22
1008279892518211_1534441806568681	1492784274	80	67	34	105	0	178	14	0	1	4	0	0	tunis	2017-04-21 16:17:54
1008279892518211_1535689796443882	1492889830	0	0	0	0	0	2	0	0	0	0	0	0	tunis	2017-04-22 21:37:10
1008279892518211_1531919843487544	1492586235	344	0	168	487	0	202	0	20	49	14	94	0	tunis	2017-04-19 09:17:15
1008279892518211_1534228533256675	1492771849	7	0	4	2	0	1	0	0	1	0	1	0	ariana	2017-04-21 12:50:49
1008279892518211_1534268389919356	1492774281	7	1	0	4	0	10	0	0	0	1	1	0	tunis	2017-04-21 13:31:21
1008279892518211_1534511673228361	1492788659	0	5	0	0	0	4	1	0	1	0	0	0	tunis	2017-04-21 17:30:59
1008279892518211_1531100666902795	1492523591	18	0	0	4	0	38	1	6	38	0	0	0	tunis	2017-04-18 15:53:11
1008279892518211_1533710476641814	1492726258	0	0	0	0	0	3	0	0	0	0	0	0	bizert	2017-04-21 00:10:58
1008279892518211_1533630833316445	1492719019	0	0	0	0	0	2	0	0	0	0	0	0	benArous	2017-04-20 22:10:19
1008279892518211_1532715063408022	1492640018	2	0	0	2	0	11	0	0	0	0	4	0	tunis	2017-04-20 00:13:38
1008279892518211_1532792293400299	1492646774	5	0	1	2	0	7	0	0	0	0	0	0	kef	2017-04-20 02:06:14
1008279892518211_1531116053567923	1492524647	2	0	0	1	0	4	0	0	0	2	6	0	tunis	2017-04-18 16:10:47
1008279892518211_1532143460131849	1492600249	6	3	4	10	0	7	0	0	0	0	0	0	tunis	2017-04-19 13:10:49
1008279892518211_1531478180198377	1492550324	4	2	1	3	0	3	0	0	0	0	0	0	bizert	2017-04-18 23:18:44
1008279892518211_1531470660199129	1492549672	2	0	1	0	0	1	0	0	0	0	0	0	tunis	2017-04-18 23:07:52
1008279892518211_1531335290212666	1492539971	0	0	0	0	0	1	0	0	0	0	0	0	tunis	2017-04-18 20:26:11
1008279892518211_1524660547546807	1492032728	4	1	3	3	0	2	0	0	0	0	0	0	tunis	2017-04-12 23:32:08
1008279892518211_1527970067215855	1492303832	20	3	7	21	0	23	1	0	0	0	2	0	tunis	2017-04-16 02:50:32
1008279892518211_1527217400624455	1492239775	5	0	1	5	0	44	6	0	0	0	0	0	sousse	2017-04-15 09:02:55
1008279892518211_1526102180735977	1492151554	30	49	13	34	0	46	1	1	4	0	2	0	tunis	2017-04-14 08:32:34
1008279892518211_1527489787263883	1492263442	1	4	0	0	0	11	3	0	0	0	0	0	tunis	2017-04-15 15:37:22
1008279892518211_1526556050690590	1492186825	10	14	0	5	0	10	0	1	0	0	4	0	tunis	2017-04-14 18:20:25
1008279892518211_1527364700609725	1492254603	3	4	2	1	0	13	0	0	0	0	0	0	tunis	2017-04-15 13:10:03
1008279892518211_1525385114141017	1492096163	45	0	12	34	0	35	0	4	2	9	23	0	tunis	2017-04-13 17:09:23
1008279892518211_1524693944210134	1492035784	5	33	0	2	0	37	0	4	6	5	11	0	tunis	2017-04-13 00:23:04
1008279892518211_1523457837667078	1491934287	6	11	0	7	0	18	1	0	1	1	6	0	tunis	2017-04-11 20:11:27
1008279892518211_1524668220879373	1492033409	0	2	0	0	0	1	0	0	0	0	0	0	tunis	2017-04-12 23:43:29
1008279892518211_1524593644220164	1492027486	1	0	0	0	0	2	0	0	0	0	3	0	ariana	2017-04-12 22:04:46
1008279892518211_1524473744232154	1492018630	0	6	0	0	0	7	0	0	0	0	1	0	tunis	2017-04-12 19:37:10
1008279892518211_1523140514365477	1491915365	0	0	0	0	0	0	0	0	0	0	0	0	manouba	2017-04-11 14:56:05
1008279892518211_1522257431120452	1491842973	9	24	5	1	0	7	0	2	0	3	2	0	tunis	2017-04-10 18:49:33
1008279892518211_1522105441135651	1491832378	7	0	4	0	0	7	0	2	0	5	5	0	manouba	2017-04-10 15:52:58
1008279892518211_1522990274380501	1491902845	0	1	0	0	0	4	0	0	0	0	0	0	tunis	2017-04-11 11:27:25
1008279892518211_1522882311057964	1491891976	10	0	5	7	0	87	15	0	0	0	0	0	tunis	2017-04-11 08:26:16
1008279892518211_1520754807937381	1491726152	19	0	7	25	0	21	0	0	0	4	10	0	tunis	2017-04-09 10:22:32
1008279892518211_1509444665735062	1490878504	41	42	6	34	0	48	1	13	11	7	7	0	kairouan	2017-03-30 14:55:04
1008279892518211_1522334217779440	1491849504	0	0	0	0	0	35	6	0	0	0	0	0	sousse	2017-04-10 20:38:24
1008279892518211_1522203327792529	1491839416	2	0	1	4	0	1	0	0	0	0	3	0	bizert	2017-04-10 17:50:16
1008279892518211_1520930811253114	1491737136	1	3	0	1	0	31	1	0	0	0	0	0	tozeur	2017-04-09 13:25:36
1008279892518211_1522171447795717	1491836915	2	0	0	3	0	1	0	0	1	1	0	0	tunis	2017-04-10 17:08:35
1008279892518211_1520769807935881	1491726976	6	0	4	5	0	8	1	0	0	0	0	0	tunis	2017-04-09 10:36:16
1008279892518211_1521882524491276	1491813335	0	0	0	0	0	2	0	0	0	0	0	0	tunis	2017-04-10 10:35:35
1008279892518211_1518675721478623	1491575343	75	3	45	92	0	22	0	6	4	0	5	0	tunis	2017-04-07 16:29:03
1008279892518211_1521424541203741	1491771440	2	0	0	2	0	1	0	1	0	0	1	0	bizert	2017-04-09 22:57:20
1008279892518211_1521419834537545	1491771031	0	2	0	0	0	1	0	0	0	1	0	0	bizert	2017-04-09 22:50:31
1008279892518211_1521408204538708	1491769943	0	0	0	0	0	0	0	0	0	0	0	0	tunis	2017-04-09 22:32:23
1008279892518211_1521405914538937	1491769766	0	0	0	0	0	2	0	0	0	0	0	0	tunis	2017-04-09 22:29:26
1008279892518211_1519487391397456	1491635901	43	112	15	36	0	67	0	2	0	20	28	0	zaghouan	2017-04-08 09:18:21
1008279892518211_1519633251382870	1491645586	12	0	5	11	0	7	0	1	0	2	10	0	benArous	2017-04-08 11:59:46
1008279892518211_1513969305282598	1491228446	62	99	5	112	0	291	59	1	1	0	0	0	tunis	2017-04-03 16:07:26
1008279892518211_1518644134815115	1491572914	32	0	23	15	0	24	2	0	0	0	0	0	tunis	2017-04-07 15:48:34
1008279892518211_1516008648411997	1491392730	67	0	24	54	0	398	38	2	2	4	13	0	tunis	2017-04-05 13:45:30
1008279892518211_1515024418510420	1491317507	5	5	2	4	0	10	1	0	0	0	0	0	tunis	2017-04-04 16:51:47
1008279892518211_1514697971876398	1491288657	0	0	0	0	0	9	0	0	0	0	0	0	tunis	2017-04-04 08:50:57
1008279892518211_1514420078570854	1491262203	0	0	0	0	0	5	0	0	0	0	1	0	tunis	2017-04-04 01:30:03
1008279892518211_1513158048697057	1491162952	32	0	4	41	0	6	0	2	5	0	0	0	tunis	2017-04-02 21:55:52
1008279892518211_1511423535537175	1491028169	50	52	14	58	0	74	15	1	1	0	0	0	tunis	2017-04-01 08:29:29
1008279892518211_1511038685575660	1490999065	4	0	3	2	0	3	0	0	0	0	0	0	bizert	2017-04-01 00:24:25
1008279892518211_1510932025586326	1490989918	4	1	0	0	0	5	0	0	0	0	0	0	tunis	2017-03-31 21:51:58
1008279892518211_1510918532254342	1490988688	0	3	0	0	0	5	0	0	0	0	2	0	tunis	2017-03-31 21:31:28
1008279892518211_1510692628943599	1490973828	0	0	0	0	0	0	0	0	0	0	0	0	tunis	2017-03-31 17:23:48
1008279892518211_1510427175636811	1490956176	4	1	3	9	0	9	0	1	0	0	0	0	ariana	2017-03-31 12:29:36
1008279892518211_1510411252305070	1490955136	0	2	0	0	0	10	4	1	0	0	0	0	tunis	2017-03-31 12:12:16
1008279892518211_1507566165922912	1490707964	59	15	24	192	0	18	0	1	9	2	13	0	tunis	2017-03-28 15:32:44
1008279892518211_1508735199139342	1490811114	8	0	1	6	0	8	0	0	0	0	4	0	sousse	2017-03-29 20:11:54
1008279892518211_1508763415803187	1490813534	3	0	0	1	0	88	16	3	0	0	0	0	sousse	2017-03-29 20:52:14
1008279892518211_1508897809123081	1490823639	7	9	1	4	0	8	0	0	1	0	12	0	sousse	2017-03-29 23:40:39
1008279892518211_1508522115827317	1490793074	15	1	6	4	0	1	0	0	0	0	2	0	sousse	2017-03-29 15:11:14
1008279892518211_1509391455740383	1490873259	6	2	0	1	0	5	0	1	0	0	0	0	tunis	2017-03-30 13:27:39
1008279892518211_1508421265837402	1490782883	15	8	2	11	0	9	0	0	0	4	10	0	tunis	2017-03-29 12:21:23
1008279892518211_1506622619350600	1490640146	12	0	3	10	0	86	15	0	0	0	0	0	sousse	2017-03-27 20:42:26
1008279892518211_1507892075890321	1490732453	108	0	47	224	0	80	1	46	44	3	9	0	tunis	2017-03-28 22:20:53
1008279892518211_1507976529215209	1490739233	1	0	0	1	0	8	0	1	0	7	4	0	bizert	2017-03-29 00:13:53
1008279892518211_1507715789241283	1490718368	3	0	0	0	0	10	0	0	0	1	0	0	tunis	2017-03-28 18:26:08
1008279892518211_1507954515884077	1490737023	0	0	0	0	0	0	0	0	0	0	1	0	bizert	2017-03-28 23:37:03
1008279892518211_1506482942697901	1490631381	18	5	5	10	0	19	3	0	0	4	0	0	sousse	2017-03-27 18:16:21
1008279892518211_1507870732559122	1490730667	0	0	0	0	0	0	0	0	0	0	0	0	tunis	2017-03-28 21:51:07
1008279892518211_1507836505895878	1490727682	2	0	0	1	0	4	0	0	0	0	2	0	sousse	2017-03-28 21:01:22
1008279892518211_1506634682682727	1490640859	0	0	0	0	0	6	0	2	0	0	1	0	tunis	2017-03-27 20:54:19
1008279892518211_1506159639396898	1490605277	4	1	1	2	0	3	0	0	0	0	0	0	tunis	2017-03-27 11:01:17
1008279892518211_1506065689406293	1490596242	8	0	4	6	0	58	9	0	0	0	0	0	sousse	2017-03-27 08:30:42
1008279892518211_1496245500388312	1489907515	26	46	6	52	0	38	0	5	2	2	19	0	manouba	2017-03-19 08:11:55
1008279892518211_1505394072806788	1490545446	1	0	0	0	0	6	0	2	0	0	3	0	tunis	2017-03-26 18:24:06
1008279892518211_1505022302843965	1490518848	32	1	16	19	0	71	3	0	0	0	0	0	tunis	2017-03-26 11:00:48
1008279892518211_1505431152803080	1490548072	1	1	0	0	0	24	0	0	0	0	0	0	tunis	2017-03-26 19:07:52
1008279892518211_1503881236291405	1490434101	84	97	25	171	0	150	3	2	11	5	88	0	benArous	2017-03-25 10:28:21
1008279892518211_1501709829841879	1490279669	74	81	16	85	0	97	0	5	0	47	61	0	tunis	2017-03-23 15:34:29
1008279892518211_1501626676516861	1490274218	3	2	0	0	0	18	0	2	1	1	3	0	tunis	2017-03-23 14:03:38
1008279892518211_1503253719687490	1490390660	0	0	0	0	0	0	0	0	0	0	2	0	bizert	2017-03-24 22:24:20
1008279892518211_1503246529688209	1490390271	0	1	0	0	0	1	0	0	0	0	0	0	bizert	2017-03-24 22:17:51
1008279892518211_1502455189767343	1490336978	4	20	0	1	0	9	0	10	1	0	5	0	tunis	2017-03-24 07:29:38
1008279892518211_1495658787113650	1489861583	94	23	35	146	0	44	0	3	1	2	13	0	tunis	2017-03-18 19:26:23
1008279892518211_1497324410280421	1489993284	0	3	0	0	0	15	0	0	0	0	0	0	sousse	2017-03-20 08:01:24
1008279892518211_1497245593621636	1489984294	0	1	0	0	0	1	0	0	0	0	0	0	tunis	2017-03-20 05:31:34
1008279892518211_1496930783653117	1489959222	0	3	0	0	0	0	0	0	0	1	3	0	tunis	2017-03-19 22:33:42
1008279892518211_1496819906997538	1489951067	0	0	0	0	0	0	0	0	0	0	3	0	zaghouan	2017-03-19 20:17:47
