place	hour	score
beja	2016-02-20 18	0.0825932639395
beja	2016-12-28 20	0.0714824963298
beja	2017-01-03 09	0.0751723473522
beja	2017-01-03 17	0.0841720272052
beja	2017-01-05 10	0.0755391127221
beja	2017-01-06 18	0.0797245875426
beja	2017-02-25 08	0.0331460860581
beja	2017-02-27 20	0.029029196106
beja	2017-05-01 08	0.0369976407308
benArous	2015-08-19 21	0.132315730598
benArous	2015-08-19 21	0.109624815829
benArous	2015-09-10 12	0.116584304803
benArous	2015-09-20 01	0.116501822648
benArous	2016-03-16 20	0.0991765863217
benArous	2016-05-04 08	0.105043518895
benArous	2017-01-02 10	0.102941958967
benArous	2017-02-22 16	0.152681051853
benArous	2017-03-04 13	0.094228154393
benArous	2017-03-25 10	0.0938499482479
benArous	2017-04-08 11	0.0824788781154
benArous	2017-04-20 22	0.0968791489133
benArous	2017-07-14 20	0.213682269988
benArous	2017-07-17 08	0.103534486624
benArous	2017-07-23 18	0.0880339207936
benArous	2017-07-30 16	0.0712633771301
benArous	2017-08-13 11	0.0390887510756
benArous	2017-08-27 10	0.0364765204086
benArous	2017-08-30 00	0.0111867575282
benArous	2017-09-06 12	0.0303915621582
benArous	2017-09-06 22	0.00890352626899
benArous	2017-09-10 17	0.00791481467592
bizert	2015-08-08 00	0.102095011362
bizert	2015-08-18 17	0.0976717924625
bizert	2015-08-29 12	0.0979992291878
bizert	2015-09-15 20	0.0967774512152
bizert	2015-10-14 17	0.0997733710209
bizert	2016-01-05 23	0.10945086867
bizert	2016-01-08 20	0.0967616029942
bizert	2016-02-02 10	0.0928359552171
bizert	2016-04-03 23	0.278853494929
bizert	2016-04-10 13	0.188673369558
bizert	2016-04-19 17	0.0933693343821
bizert	2016-04-24 09	0.0940711978761
bizert	2016-05-31 10	0.100406139484
bizert	2016-06-20 13	0.0914655737916
bizert	2016-07-13 22	0.0904607588972
bizert	2016-08-22 17	0.0904150067632
bizert	2016-09-04 17	0.0907178564685
bizert	2016-10-24 11	0.0903843717509
bizert	2016-11-01 12	0.091936441219
bizert	2016-11-03 18	0.097160297079
bizert	2016-11-12 12	0.0895452160348
bizert	2016-12-23 17	0.0851562094022
bizert	2017-02-22 23	0.0848578302135
bizert	2017-02-26 22	0.0854655410969
bizert	2017-03-12 21	0.0871823398965
bizert	2017-03-15 22	0.0847950867572
bizert	2017-03-24 22	0.084826805821
bizert	2017-03-24 22	0.0843847345591
bizert	2017-03-28 23	0.0825343234286
bizert	2017-03-29 00	0.0834899247267
bizert	2017-04-01 00	0.0838215728256
bizert	2017-04-09 22	0.0843123155672
bizert	2017-04-09 22	0.0835479230765
bizert	2017-04-10 17	0.081055496478
bizert	2017-04-18 23	0.0996966556408
bizert	2017-04-21 00	0.0801844725098
bizert	2017-05-02 23	0.0803118613178
bizert	2017-05-07 21	0.0792831160588
bizert	2017-05-08 17	0.0780970796857
bizert	2017-05-08 17	0.0779697169685
bizert	2017-05-08 17	0.0820881467594
bizert	2017-05-10 23	0.0828744974876
bizert	2017-05-13 00	0.067836162979
bizert	2017-06-09 16	0.0628642826529
bizert	2017-06-17 17	0.0694625445508
bizert	2017-06-19 01	0.146948343344
bizert	2017-06-19 01	0.0648693986848
bizert	2017-06-25 01	0.0643618152605
bizert	2017-06-25 02	0.0562079605119
bizert	2017-06-25 02	0.0504665006385
bizert	2017-06-25 02	0.0505148990648
bizert	2017-07-04 02	0.0533117831588
bizert	2017-07-04 18	0.0486958339212
bizert	2017-07-04 23	0.0377428997475
bizert	2017-07-06 23	0.0363301232155
bizert	2017-07-07 00	0.0354847183137
bizert	2017-07-14 18	0.0279554491259
bizert	2017-07-23 13	0.024789491919
bizert	2017-07-24 13	0.0264889605915
bizert	2017-07-28 00	0.014690021168
bizert	2017-08-14 00	0.0116375397038
bizert	2017-08-19 21	0.00984632334453
bizert	2017-08-23 00	0.00720223514046
bizert	2017-08-31 15	0.00592877981105
gabes	2016-02-19 13	0.0759794599299
gabes	2016-04-02 07	0.0939601929773
gabes	2016-04-17 23	0.0690522370098
gabes	2016-04-17 23	0.0562853580583
gabes	2016-11-02 14	0.0372433589564
gabes	2016-11-12 07	0.0364763040786
gabes	2017-02-23 12	0.187129567205
gafsa	2015-08-29 14	0.0955722048715
gafsa	2015-09-19 19	0.0971653057451
gafsa	2015-09-20 07	0.125785577968
gafsa	2015-11-10 17	0.0893649966462
gafsa	2016-04-01 16	0.0909794496254
gafsa	2016-04-10 13	0.0839035574709
gafsa	2016-05-08 14	0.0994232567411
gafsa	2016-09-21 09	0.1282387941
gafsa	2016-10-25 21	0.0755522403419
gafsa	2016-10-30 20	0.0719309172991
gafsa	2016-12-29 19	0.0696165559216
gafsa	2017-01-21 20	0.063766821456
gafsa	2017-02-24 00	0.067011857602
gafsa	2017-03-03 19	0.0579540087311
gafsa	2017-03-04 12	0.0419196941482
gafsa	2017-03-11 17	0.0370371747689
gafsa	2017-06-13 03	0.035109255215
gafsa	2017-06-15 20	0.018776358869
gafsa	2017-06-21 17	0.0111289085482
gafsa	2017-06-29 21	0.0112464539142
gafsa	2017-07-04 17	0.00935846647704
jendouba	2016-04-18 02	0.140268757694
jendouba	2017-01-21 13	0.037180166195
kairouan	2015-08-04 08	0.0994513795804
kairouan	2015-09-22 18	0.0982487342734
kairouan	2015-10-02 10	0.139425395289
kairouan	2015-10-18 12	0.0952746260394
kairouan	2016-01-15 12	0.117303889032
kairouan	2016-03-03 11	0.0908829308214
kairouan	2016-03-06 08	0.113271825704
kairouan	2016-03-09 10	0.152594650552
kairouan	2016-04-02 22	0.17249507089
kairouan	2016-04-02 22	0.109881989242
kairouan	2016-04-09 21	0.0676049647886
kairouan	2016-09-26 20	0.0716056084349
kairouan	2016-09-30 20	0.0586895844635
kairouan	2016-12-17 14	0.0615225512078
kairouan	2016-12-18 15	0.0365421572177
kairouan	2017-02-21 13	0.0356923682035
kairouan	2017-02-22 22	0.035263734555
kairouan	2017-03-30 14	0.0323423877915
kairouan	2017-06-06 03	0.0348651266328
kairouan	2017-06-23 11	0.0348034779558
kairouan	2017-07-16 16	0.0329568450414
kairouan	2017-07-24 11	0.0151899291848
kairouan	2017-08-15 15	0.0127546965723
kairouan	2017-08-24 14	0.0219457524525
kairouan	2017-09-05 15	0.00556973798749
kasserine	2015-08-19 07	0.10894771392
kasserine	2016-12-30 09	0.0717668296325
kasserine	2017-06-06 14	0.0399986219038
kebeli	2016-04-05 15	0.0543384661746
kef	2015-09-05 00	0.157310815236
kef	2015-10-18 22	0.150974705693
kef	2015-11-15 17	0.371183325037
kef	2016-01-13 16	0.154211750524
kef	2016-01-16 21	0.0919292405831
kef	2016-02-17 16	0.17295192702
kef	2016-02-28 20	0.0907188058299
kef	2016-03-03 20	0.0900269948347
kef	2016-03-11 14	0.0862795371876
kef	2016-04-06 09	0.0832147123414
kef	2016-04-17 11	0.0834578587631
kef	2016-05-30 08	0.0848930618278
kef	2016-06-22 11	0.0782676352263
kef	2016-08-30 19	0.0971194134376
kef	2016-09-20 14	0.072523652367
kef	2016-09-22 09	0.0719397913234
kef	2016-09-26 00	0.0720021233206
kef	2017-01-07 10	0.0810669665027
kef	2017-01-16 15	0.0788900864379
kef	2017-01-17 09	0.0718994252789
kef	2017-01-21 13	0.0754291982661
kef	2017-01-22 16	0.0701394308553
kef	2017-01-24 16	0.122595295644
kef	2017-01-28 14	0.0604041484988
kef	2017-02-16 20	0.0538459187853
kef	2017-02-22 20	0.045499905035
kef	2017-03-19 16	0.0564571017718
kef	2017-04-20 02	0.0547955420394
kef	2017-04-27 15	0.0356439520271
kef	2017-04-30 19	0.032900241935
kef	2017-06-21 13	0.0315175129446
kef	2017-06-25 02	0.0394317192111
kef	2017-07-03 19	0.0297856849389
kef	2017-07-06 00	0.0268456193338
kef	2017-08-19 12	0.0318685523734
kef	2017-08-21 21	0.0183075873986
kef	2017-08-29 16	0.0148771912739
kef	2017-08-30 21	0.0194909004622
mahdia	2015-08-01 14	0.0973727068568
mahdia	2016-10-31 11	0.0940760477728
mahdia	2017-02-13 14	0.105429694068
mahdia	2017-02-18 11	0.118261584431
mahdia	2017-05-08 08	0.0866684938164
mahdia	2017-06-30 00	0.165848194573
mahdia	2017-07-03 07	0.0819997225879
mahdia	2017-07-07 04	0.0612790195429
mahdia	2017-08-17 17	0.00598478567509
manouba	2015-08-08 00	0.0987836314649
manouba	2015-08-19 18	0.107067931342
manouba	2015-09-26 18	0.109092155335
manouba	2015-11-11 14	0.101641553563
manouba	2016-04-07 12	0.0812430427385
manouba	2016-04-10 20	0.100708274675
manouba	2016-04-10 20	0.125122655107
manouba	2016-08-15 08	0.0935554399284
manouba	2016-10-08 09	0.0711385501882
manouba	2016-10-27 15	0.061117635848
manouba	2016-12-30 09	0.0589076598034
manouba	2017-03-11 14	0.0581983850809
manouba	2017-03-19 08	0.0373812879273
manouba	2017-04-10 15	0.0374594505036
manouba	2017-04-11 14	0.0404867739499
manouba	2017-05-01 07	0.0177958630923
manouba	2017-08-08 20	0.0130897662743
manouba	2017-08-17 20	0.00870605806103
manouba	2017-09-01 01	0.00665524946827
monastir	2015-08-28 07	0.0953696676406
monastir	2015-09-04 17	0.105357869532
monastir	2015-10-16 11	0.0932118413509
monastir	2015-10-16 11	0.116871269908
monastir	2016-01-10 00	0.135912446435
monastir	2016-03-02 19	0.100738862333
monastir	2016-07-11 15	0.0892900182472
monastir	2016-08-25 17	0.0788441213734
monastir	2017-01-10 19	0.0795519636601
monastir	2017-01-11 11	0.0703132331075
monastir	2017-01-14 11	0.0591669036813
monastir	2017-05-20 14	0.054728144277
monastir	2017-05-31 19	0.0340366973475
monastir	2017-06-02 02	0.0272067756308
monastir	2017-06-09 20	0.0145766642344
monastir	2017-07-17 10	0.0146668912835
monastir	2017-07-27 21	0.00934236112099
monastir	2017-08-01 13	0.0102426613945
nabeul	2015-07-29 02	0.103133847169
nabeul	2015-08-20 00	0.102431427087
nabeul	2015-08-20 19	0.0990123201567
nabeul	2015-08-29 09	0.0983235268455
nabeul	2015-08-29 20	0.103759113314
nabeul	2015-09-11 13	0.0953764745595
nabeul	2016-04-08 09	0.0950658238114
nabeul	2016-05-08 19	0.0917944739526
nabeul	2016-06-28 19	0.119777224476
nabeul	2016-06-30 13	0.0801716435903
nabeul	2017-01-05 09	0.074335515312
nabeul	2017-01-12 21	0.182990378344
nabeul	2017-02-10 17	0.0784047727308
nabeul	2017-02-17 09	0.048642538179
nabeul	2017-02-18 14	0.0566740201342
nabeul	2017-06-08 14	0.0800901722792
nabeul	2017-07-03 20	0.0360397412263
nabeul	2017-07-09 15	0.0113562019062
nabeul	2017-08-05 16	0.0117878892272
nabeul	2017-08-26 21	0.00966447365386
nabeul	2017-08-27 12	0.00782176733362
nabeul	2017-08-27 13	0.012941704088
nabeul	2017-08-31 17	0.00562073822944
sfax	2015-07-08 19	0.117180788722
sfax	2015-08-10 02	0.141316444837
sfax	2015-08-19 02	0.235216030731
sfax	2015-08-19 17	0.0996149434355
sfax	2015-08-28 18	0.0943185475046
sfax	2015-09-15 13	0.0963164159442
sfax	2015-09-28 12	0.0971455883768
sfax	2015-09-28 12	0.246894953978
sfax	2015-10-01 15	0.0926160903365
sfax	2015-10-04 15	0.116089643606
sfax	2015-11-15 18	0.0882974804733
sfax	2015-11-16 19	0.127624035016
sfax	2015-11-18 00	0.0838425470074
sfax	2015-11-22 16	0.0876909118945
sfax	2016-01-08 21	0.124327043956
sfax	2016-02-11 13	0.0828720408394
sfax	2016-02-11 17	0.0954523483645
sfax	2016-03-02 16	0.157776054447
sfax	2016-04-08 15	0.0720831723044
sfax	2016-04-21 10	0.0744365778808
sfax	2016-05-13 21	0.0750246768737
sfax	2016-06-04 13	0.0635061461139
sfax	2016-07-01 01	0.0648507069634
sfax	2016-07-06 20	0.0623285626691
sfax	2016-08-13 12	0.063554607324
sfax	2016-09-05 12	0.0581305943008
sfax	2016-09-05 16	0.0625006073654
sfax	2016-09-05 16	0.0608329255026
sfax	2016-09-19 12	0.0586457119618
sfax	2016-09-24 14	0.0555250651646
sfax	2016-09-30 08	0.0554866715058
sfax	2016-10-03 11	0.057421901549
sfax	2016-10-07 14	0.0573651845534
sfax	2016-10-09 17	0.0471684736758
sfax	2016-10-11 19	0.0461940780007
sfax	2016-11-03 21	0.0429305756125
sfax	2017-01-04 13	0.0661703475975
sfax	2017-01-15 17	0.0576888914293
sfax	2017-01-15 20	0.0609950514321
sfax	2017-02-19 16	0.0349690673895
sfax	2017-02-20 14	0.0309300745573
sfax	2017-02-22 10	0.0303517119933
sfax	2017-04-23 16	0.0248410485568
sfax	2017-04-24 11	0.0213253360015
sfax	2017-05-02 08	0.0183623664716
sfax	2017-05-16 00	0.0183505146954
sfax	2017-06-07 21	0.0181321566478
sfax	2017-06-10 16	0.0131396048797
sfax	2017-06-24 12	0.0129935100329
sfax	2017-06-24 12	0.0121355751319
sfax	2017-06-24 17	0.0121355494735
sfax	2017-06-27 10	0.0106298658582
sfax	2017-07-22 15	0.00834829896039
sfax	2017-08-01 10	0.00870559817295
sfax	2017-08-16 04	0.00716110261794
sfax	2017-08-24 15	0.00632320596697
sfax	2017-09-03 11	0.00282269328361
sidiBouzid	2015-11-30 10	0.149782796775
sidiBouzid	2016-01-31 04	0.0459026197855
sidiBouzid	2016-06-25 18	0.0465292826453
sidiBouzid	2016-06-28 16	0.0288469349101
sidiBouzid	2017-06-02 11	0.0366447276703
siliana	2015-08-20 12	0.0181117161542
siliana	2015-10-19 19	0.0102669760497
sousse	2015-08-07 22	0.10176557743
sousse	2015-08-20 17	0.101341133471
sousse	2015-08-28 10	0.100217493523
sousse	2015-09-02 18	0.112042472711
sousse	2015-09-04 18	0.105232591216
sousse	2015-10-15 20	0.159352153896
sousse	2015-11-10 07	0.100638367003
sousse	2015-11-20 06	0.0983607275999
sousse	2015-11-23 00	0.105595926253
sousse	2015-11-27 11	0.109803499502
sousse	2016-01-07 09	0.099082114765
sousse	2016-01-19 15	0.124011278552
sousse	2016-01-25 23	0.0972136856111
sousse	2016-03-13 13	0.106540031562
sousse	2016-03-15 10	0.105304030263
sousse	2016-03-23 23	0.101348918761
sousse	2016-04-13 15	0.0981598749374
sousse	2016-04-14 08	0.26311987039
sousse	2016-04-20 10	0.105135236682
sousse	2016-04-20 13	0.106408281129
sousse	2016-04-22 09	0.166577659632
sousse	2016-05-03 16	0.0960953202499
sousse	2016-06-26 23	0.0942770643859
sousse	2016-06-27 00	0.0940852107132
sousse	2016-06-30 18	0.0986357727208
sousse	2016-06-30 21	0.0957143954401
sousse	2016-09-05 23	0.109217215025
sousse	2016-09-26 00	0.142042067772
sousse	2016-09-30 06	0.0990916774393
sousse	2016-09-30 12	0.102755086338
sousse	2016-09-30 22	0.0938534860956
sousse	2017-01-02 13	0.100640902888
sousse	2017-01-02 20	0.0999840957416
sousse	2017-01-03 16	0.0976107143864
sousse	2017-01-04 19	0.0925266321967
sousse	2017-01-08 23	0.092333464706
sousse	2017-01-10 19	0.101958088375
sousse	2017-01-11 09	0.174039193086
sousse	2017-01-15 00	0.0925297868227
sousse	2017-01-15 11	0.12409674441
sousse	2017-01-27 23	0.0961663519454
sousse	2017-02-02 19	0.107234314191
sousse	2017-02-06 21	0.0951466403858
sousse	2017-03-06 23	0.110320305132
sousse	2017-03-13 21	0.124019602967
sousse	2017-03-16 07	0.0885986224034
sousse	2017-03-19 10	0.0924099038705
sousse	2017-03-20 08	0.0984696305763
sousse	2017-03-27 08	0.0949787732622
sousse	2017-03-27 18	0.193961239971
sousse	2017-03-27 20	0.144864704333
sousse	2017-03-28 21	0.0929715307876
sousse	2017-03-29 15	0.0965153331051
sousse	2017-03-29 20	0.0864902959083
sousse	2017-03-29 20	0.107913330802
sousse	2017-03-29 23	0.24212955341
sousse	2017-04-10 20	0.0872125565606
sousse	2017-04-15 09	0.0950608982233
sousse	2017-04-23 11	0.0928980739307
sousse	2017-04-24 08	0.0841368761157
sousse	2017-04-28 08	0.117705976722
sousse	2017-04-30 11	0.0908197418646
sousse	2017-05-01 08	0.0837832089113
sousse	2017-05-01 11	0.111450188605
sousse	2017-05-03 08	0.0982745904168
sousse	2017-05-04 08	0.0812923775772
sousse	2017-05-07 21	0.0992007026853
sousse	2017-05-08 08	0.0796868307778
sousse	2017-05-10 08	0.0873871604084
sousse	2017-05-11 08	0.0996431093119
sousse	2017-05-12 05	0.0934866961409
sousse	2017-05-16 14	0.079032181077
sousse	2017-06-01 10	0.0757622369225
sousse	2017-06-01 13	0.0798478002043
sousse	2017-06-05 08	0.0750403134289
sousse	2017-06-08 08	0.122592781318
sousse	2017-06-10 15	0.0779900814836
sousse	2017-07-04 08	0.0927199477708
sousse	2017-07-05 08	0.0740412066496
sousse	2017-07-05 22	0.202092304011
sousse	2017-07-09 18	0.0726183226651
sousse	2017-07-12 12	0.0719879338049
sousse	2017-07-17 10	0.0699737552946
sousse	2017-07-17 11	0.0736602430447
sousse	2017-07-17 14	0.0660777933002
sousse	2017-07-21 08	0.0578932642992
sousse	2017-07-21 19	0.0672119036912
sousse	2017-07-22 11	0.0840712512802
sousse	2017-07-23 18	0.0564659896839
sousse	2017-07-24 12	0.0461761698523
sousse	2017-07-24 13	0.0461626364637
sousse	2017-07-24 21	0.0494822044378
sousse	2017-07-26 08	0.0474327608088
sousse	2017-07-26 10	0.0451440317691
sousse	2017-07-26 11	0.114316543991
sousse	2017-07-28 08	0.0395282887082
sousse	2017-07-29 09	0.0426382452156
sousse	2017-08-03 08	0.0384423250947
sousse	2017-08-08 18	0.0600319341933
sousse	2017-08-11 20	0.03617020851
sousse	2017-08-14 08	0.0425237773132
sousse	2017-08-14 21	0.0345234893658
sousse	2017-08-17 17	0.027461698383
sousse	2017-08-19 08	0.0265735431426
sousse	2017-08-22 14	0.0275084517544
sousse	2017-08-23 08	0.0209724354542
sousse	2017-08-25 00	0.0190225079333
sousse	2017-08-25 08	0.0217714045286
sousse	2017-08-27 12	0.018215632419
sousse	2017-08-27 17	0.0157102359995
sousse	2017-08-28 08	0.0132572320675
sousse	2017-08-28 14	0.00946229973632
sousse	2017-08-31 15	0.00901357302953
sousse	2017-09-01 12	0.00807419160064
sousse	2017-09-06 08	0.00592021987863
tataouine	2016-09-05 12	0.0930753161442
tataouine	2016-09-30 22	0.0872973269632
tataouine	2017-02-16 00	0.0920367711623
tataouine	2017-04-27 21	0.0965574191105
tataouine	2017-05-22 12	0.0597370424083
tataouine	2017-06-07 10	0.0575883579417
tozeur	2017-02-08 00	0.0991035397574
tozeur	2017-04-09 13	0.0985208765382
tozeur	2017-07-24 20	0.103834237924
tozeur	2017-07-26 16	0.107526288725
tozeur	2017-07-30 17	0.084806709983
tozeur	2017-07-30 17	0.115087537338
tunis	2015-06-28 16	0.109574026729
tunis	2015-07-14 08	0.100090252708
tunis	2015-07-16 14	0.198948633735
tunis	2015-07-21 17	0.103168591419
tunis	2015-07-23 17	0.112257337074
tunis	2015-07-24 16	0.134362142939
tunis	2015-07-27 22	0.10004440397
tunis	2015-07-29 13	0.102660944224
tunis	2015-07-29 23	0.106951910453
tunis	2015-07-30 18	0.104327113578
tunis	2015-07-30 19	0.110569794535
tunis	2015-08-01 22	0.106273505124
tunis	2015-08-02 07	0.0998670566233
tunis	2015-08-04 16	0.0998999396366
tunis	2015-08-05 11	0.102602513216
tunis	2015-08-08 14	0.329127309086
tunis	2015-08-08 16	0.103880577026
tunis	2015-08-10 14	0.110989444275
tunis	2015-08-10 16	0.16887856134
tunis	2015-08-10 23	0.144883327283
tunis	2015-08-11 14	0.109763135165
tunis	2015-08-11 23	0.100637309777
tunis	2015-08-12 20	0.112214155655
tunis	2015-08-12 23	0.153665621284
tunis	2015-08-12 23	0.0996755851939
tunis	2015-08-13 08	0.109698748371
tunis	2015-08-13 13	0.0999532508034
tunis	2015-08-14 01	0.10077884722
tunis	2015-08-14 14	0.104907028291
tunis	2015-08-14 16	0.101566002872
tunis	2015-08-16 20	0.099814389826
tunis	2015-08-18 13	0.100921320745
tunis	2015-08-18 22	0.144513620989
tunis	2015-08-19 01	0.105111096229
tunis	2015-08-19 16	0.119119592205
tunis	2015-08-19 21	0.11606702015
tunis	2015-08-20 09	0.127670032041
tunis	2015-08-20 11	0.181081692733
tunis	2015-08-20 18	0.15458669271
tunis	2015-08-20 19	0.111975863422
tunis	2015-08-20 19	0.101096839849
tunis	2015-08-20 22	0.116934322675
tunis	2015-08-20 23	0.0997610591549
tunis	2015-08-22 14	0.0991185661263
tunis	2015-08-22 17	0.118433254447
tunis	2015-08-23 00	0.10587113172
tunis	2015-08-23 00	0.139087436403
tunis	2015-08-23 04	0.107265893527
tunis	2015-08-24 20	0.100024144256
tunis	2015-08-25 19	0.102165983681
tunis	2015-08-25 21	0.0982070233431
tunis	2015-08-27 03	0.100417300065
tunis	2015-08-28 08	0.137275201507
tunis	2015-08-28 19	0.122443255775
tunis	2015-08-28 19	0.320389155083
tunis	2015-08-29 00	0.100830043722
tunis	2015-08-29 05	0.101068859048
tunis	2015-08-29 09	0.106646036332
tunis	2015-08-29 10	0.156936047744
tunis	2015-08-29 12	0.101865573895
tunis	2015-08-29 13	0.110180761166
tunis	2015-08-29 14	0.0995357335692
tunis	2015-08-29 14	0.0971015213544
tunis	2015-08-29 15	0.0977311240782
tunis	2015-08-29 15	0.11366582914
tunis	2015-08-29 18	0.0976039095943
tunis	2015-08-29 23	0.099187744581
tunis	2015-08-30 09	0.0979594682139
tunis	2015-08-30 10	0.0989457463571
tunis	2015-08-30 15	0.104161350429
tunis	2015-09-01 12	0.0978014621564
tunis	2015-09-01 19	0.112188959558
tunis	2015-09-02 20	0.131396685165
tunis	2015-09-04 16	0.158597335755
tunis	2015-09-04 18	0.104908293099
tunis	2015-09-05 14	0.106599438079
tunis	2015-09-06 16	0.109832336497
tunis	2015-09-09 09	0.13282826364
tunis	2015-09-09 15	0.0966108387027
tunis	2015-09-10 19	0.0968229809763
tunis	2015-09-10 19	0.0967752673474
tunis	2015-09-11 16	0.0965777913537
tunis	2015-09-11 16	0.0994720153908
tunis	2015-09-12 12	0.104064346098
tunis	2015-09-12 19	0.117903343513
tunis	2015-09-12 22	0.105273308785
tunis	2015-09-13 09	0.111987462113
tunis	2015-09-13 11	0.0960908566631
tunis	2015-09-13 12	0.105078376641
tunis	2015-09-13 13	0.0982601986618
tunis	2015-09-13 23	0.136579932038
tunis	2015-09-14 19	0.132214674959
tunis	2015-09-14 23	0.0999265619277
tunis	2015-09-15 04	0.0981807241477
tunis	2015-09-15 10	0.0991800506116
tunis	2015-09-15 12	0.0964239753247
tunis	2015-09-15 12	0.0960133514225
tunis	2015-09-15 12	0.16288054825
tunis	2015-09-15 14	0.0963207091727
tunis	2015-09-15 22	0.136457344437
tunis	2015-09-15 22	0.0999846522719
tunis	2015-09-15 22	0.101358785333
tunis	2015-09-16 08	0.101427089599
tunis	2015-09-16 15	0.175291499482
tunis	2015-09-16 17	0.13638705227
tunis	2015-09-16 23	0.0977838788049
tunis	2015-09-17 12	0.10575628731
