place	hour	score
tunis	2015-09-17 16	0.106018343634
tunis	2015-09-17 19	0.131377390917
tunis	2015-09-18 14	0.120767618648
tunis	2015-09-18 17	0.110454349184
tunis	2015-09-19 09	0.138034759077
tunis	2015-09-19 12	0.113115112296
tunis	2015-09-20 16	0.094809097328
tunis	2015-09-20 18	0.110894293027
tunis	2015-09-21 15	0.11249715976
tunis	2015-09-21 21	0.0952453171716
tunis	2015-09-21 23	0.0959203923213
tunis	2015-09-23 13	0.132343210411
tunis	2015-09-23 22	0.102474914028
tunis	2015-09-25 15	0.111152881459
tunis	2015-09-26 13	0.10196490532
tunis	2015-09-26 16	0.121748431622
tunis	2015-09-26 18	0.108048662707
tunis	2015-09-28 10	0.0941014752976
tunis	2015-09-28 12	0.0962916196124
tunis	2015-09-28 13	0.135136754071
tunis	2015-09-28 17	0.104063892095
tunis	2015-09-29 13	0.094059354158
tunis	2015-09-29 18	0.0997232566337
tunis	2015-09-30 07	0.0940499617526
tunis	2015-10-01 10	0.0967189500797
tunis	2015-10-01 12	0.0959017923601
tunis	2015-10-01 14	0.13657382751
tunis	2015-10-01 15	0.1349504368
tunis	2015-10-01 16	0.127219332777
tunis	2015-10-04 14	0.113942556436
tunis	2015-10-04 16	0.114669743247
tunis	2015-10-04 17	0.096015855808
tunis	2015-10-09 19	0.0950822738578
tunis	2015-10-10 14	0.0937268531141
tunis	2015-10-11 21	0.131115700886
tunis	2015-10-12 10	0.100794914545
tunis	2015-10-12 17	0.0936909180508
tunis	2015-10-12 21	0.0948397778399
tunis	2015-10-13 16	0.0932626852549
tunis	2015-10-14 19	0.127978514465
tunis	2015-10-16 00	0.0931870325143
tunis	2015-10-17 14	0.0938901310803
tunis	2015-10-18 11	0.0958042045279
tunis	2015-10-18 23	0.476627208063
tunis	2015-10-20 11	0.0952220490218
tunis	2015-10-20 19	0.0953610463965
tunis	2015-11-07 10	0.0993219478508
tunis	2015-11-07 18	0.0927677529559
tunis	2015-11-08 13	0.105569738131
tunis	2015-11-10 10	0.104346746889
tunis	2015-11-11 15	0.0948036238311
tunis	2015-11-12 13	0.128665385743
tunis	2015-11-12 17	0.136089283234
tunis	2015-11-12 21	0.0922936915364
tunis	2015-11-13 15	0.0919942729314
tunis	2015-11-13 20	0.0936143882605
tunis	2015-11-19 11	0.0919310146003
tunis	2015-11-20 20	0.0918727753709
tunis	2015-11-21 04	0.0960298540349
tunis	2015-11-21 09	0.125609490271
tunis	2015-11-21 21	0.0989818571801
tunis	2015-11-22 01	0.158789980631
tunis	2015-11-25 15	0.157536921262
tunis	2015-11-26 09	0.0924344821887
tunis	2015-11-27 10	0.0935406796096
tunis	2015-11-27 19	0.21515281248
tunis	2015-11-28 13	0.128226997323
tunis	2015-11-28 14	0.196478433559
tunis	2015-11-29 21	0.11616174646
tunis	2015-11-30 19	0.190536174082
tunis	2015-12-02 15	0.0953486009951
tunis	2015-12-02 20	0.0987810501504
tunis	2016-01-04 15	0.135867493654
tunis	2016-01-05 20	0.0911037095036
tunis	2016-01-05 22	0.0927951135719
tunis	2016-01-06 10	0.0904591010785
tunis	2016-01-06 11	0.0912729864406
tunis	2016-01-06 18	0.108947385098
tunis	2016-01-06 18	0.141185331351
tunis	2016-01-07 01	0.114551886505
tunis	2016-01-11 11	0.092385884052
tunis	2016-01-11 22	0.101091702537
tunis	2016-01-12 17	0.0911707475547
tunis	2016-01-14 00	0.0904813407051
tunis	2016-01-15 10	0.0924165996076
tunis	2016-01-15 22	0.103814710815
tunis	2016-01-16 15	0.115143101268
tunis	2016-01-16 19	0.0948644343975
tunis	2016-01-16 21	0.0899301442954
tunis	2016-01-17 13	0.0900975069325
tunis	2016-01-19 21	0.109150482766
tunis	2016-01-20 15	0.0994903201868
tunis	2016-01-20 17	0.0943380933964
tunis	2016-01-21 12	0.0944510006036
tunis	2016-01-21 19	0.0896863318925
tunis	2016-01-21 19	0.115891363866
tunis	2016-01-22 20	0.180800340892
tunis	2016-01-23 23	0.0891450694876
tunis	2016-01-24 07	0.0892069329129
tunis	2016-01-24 11	0.166095032098
tunis	2016-01-24 12	0.0913543618991
tunis	2016-01-26 09	0.0903900419176
tunis	2016-01-26 21	0.0890477476958
tunis	2016-01-28 09	0.0888402710099
tunis	2016-01-29 14	0.0921292266021
tunis	2016-01-29 19	0.098468635954
tunis	2016-01-29 20	0.115346360659
tunis	2016-01-29 22	0.099400416129
tunis	2016-01-30 12	0.0882988631768
tunis	2016-01-30 13	0.094415421743
tunis	2016-02-01 22	0.10590055976
tunis	2016-02-05 08	0.0898461340379
tunis	2016-02-05 08	0.0881458570022
tunis	2016-02-05 11	0.0959791504036
tunis	2016-02-09 23	0.0913283064707
tunis	2016-02-11 11	0.101878768742
tunis	2016-02-11 12	0.093644950099
tunis	2016-02-11 13	0.151411015402
tunis	2016-02-11 13	0.0878987393604
tunis	2016-02-11 15	0.0880924661743
tunis	2016-02-12 12	0.0876588698522
tunis	2016-02-13 17	0.0876475630439
tunis	2016-02-15 09	0.13779178884
tunis	2016-02-15 22	0.113679794808
tunis	2016-02-19 11	0.100479989545
tunis	2016-02-19 19	0.088986611948
tunis	2016-02-21 22	0.0875987634325
tunis	2016-02-22 21	0.123588108462
tunis	2016-02-23 17	0.0876231848154
tunis	2016-02-23 20	0.0923725929429
tunis	2016-02-24 15	0.0868639917331
tunis	2016-02-25 08	0.0924683303259
tunis	2016-02-25 13	0.281174853096
tunis	2016-02-25 14	0.0878522358681
tunis	2016-02-29 15	0.115638095375
tunis	2016-03-01 01	0.0876875219183
tunis	2016-03-02 07	0.0858613760095
tunis	2016-03-03 09	0.085882883792
tunis	2016-03-03 15	0.0908636089929
tunis	2016-03-08 08	0.104793628783
tunis	2016-03-08 10	0.088336428427
tunis	2016-03-08 19	0.122566496453
tunis	2016-03-08 19	0.102861953854
tunis	2016-03-08 21	0.0855501013842
tunis	2016-03-09 12	0.0867717552083
tunis	2016-03-09 13	0.0950076166902
tunis	2016-03-09 17	0.0856471701885
tunis	2016-03-09 18	0.101682684409
tunis	2016-03-11 19	0.0880780181023
tunis	2016-03-13 11	0.104920050253
tunis	2016-03-13 15	0.11178920174
tunis	2016-03-16 11	0.121283234274
tunis	2016-03-16 13	0.115662177932
tunis	2016-03-17 12	0.0852397609412
tunis	2016-03-17 16	0.109576441583
tunis	2016-03-18 17	0.12742729937
tunis	2016-03-21 17	0.0981436926218
tunis	2016-03-21 19	0.122520673311
tunis	2016-03-22 12	0.305221983302
tunis	2016-03-22 15	0.0994192321112
tunis	2016-03-22 21	0.0840211680651
tunis	2016-03-22 23	0.0839112676995
tunis	2016-03-23 00	0.0837456875866
tunis	2016-03-23 08	0.129712568094
tunis	2016-03-23 14	0.0863621742809
tunis	2016-03-24 01	0.0843370527922
tunis	2016-03-25 20	0.0872823303478
tunis	2016-03-26 16	0.0965100897101
tunis	2016-03-26 18	0.0856662797959
tunis	2016-03-27 10	0.0911070126554
tunis	2016-03-27 13	0.129170736898
tunis	2016-03-29 16	0.0905324259391
tunis	2016-03-29 17	0.121606086144
tunis	2016-04-01 08	0.0871181003499
tunis	2016-04-01 11	0.0834736776821
tunis	2016-04-03 16	0.0967435669336
tunis	2016-04-04 17	0.143782920902
tunis	2016-04-04 21	0.083621090864
tunis	2016-04-06 15	0.094331373601
tunis	2016-04-07 22	0.0860379627951
tunis	2016-04-08 13	0.107285911373
tunis	2016-04-08 20	0.122902299579
tunis	2016-04-11 01	0.10481891315
tunis	2016-04-11 13	0.158715857187
tunis	2016-04-11 18	0.0827223636469
tunis	2016-04-11 21	0.35819913466
tunis	2016-04-12 15	0.0870122883484
tunis	2016-04-13 17	0.0857155244427
tunis	2016-04-14 13	0.120155562095
tunis	2016-04-15 11	0.0856911498211
tunis	2016-04-19 19	0.0905936840068
tunis	2016-04-19 19	0.08526222255
tunis	2016-04-19 21	0.0825119500465
tunis	2016-04-23 11	0.0821785246542
tunis	2016-04-23 19	0.0827674209689
tunis	2016-04-24 19	0.0915387935024
tunis	2016-04-27 13	0.107537761711
tunis	2016-04-27 18	0.0880984855408
tunis	2016-04-27 23	0.0907024983051
tunis	2016-04-28 17	0.0836403475083
tunis	2016-04-28 22	0.136111602948
tunis	2016-04-30 22	0.118612281868
tunis	2016-05-03 08	0.0934148014195
tunis	2016-05-03 19	0.0817942748173
tunis	2016-05-03 20	0.0833407596438
tunis	2016-05-05 14	0.0990930342021
tunis	2016-05-06 09	0.0815746202193
tunis	2016-05-06 16	0.112960161025
tunis	2016-05-06 21	0.102259243688
tunis	2016-05-07 14	0.0843605696836
tunis	2016-05-07 22	0.0846772906137
tunis	2016-05-08 10	0.0811878549957
tunis	2016-05-08 12	0.123832849543
tunis	2016-05-10 01	0.0810357484017
tunis	2016-05-10 10	0.0811257488016
tunis	2016-05-11 10	0.232570021411
tunis	2016-05-11 12	0.0928642396521
tunis	2016-05-11 14	0.200623047194
tunis	2016-05-11 15	0.0845819574449
tunis	2016-05-11 20	0.080755828028
tunis	2016-05-11 21	0.0811587313077
tunis	2016-05-11 22	0.0957663967091
tunis	2016-05-12 12	0.13358659525
tunis	2016-05-13 09	0.0807282348577
tunis	2016-05-14 08	0.0818967193298
tunis	2016-05-14 09	0.079900912332
tunis	2016-05-15 18	0.0896169429294
tunis	2016-05-17 14	0.132756008431
tunis	2016-05-18 21	0.0832243701373
tunis	2016-05-24 23	0.0991357443291
tunis	2016-05-25 16	0.261313485306
tunis	2016-05-25 22	0.0824230625625
tunis	2016-05-27 15	0.0795542942259
tunis	2016-05-27 17	0.0846659780615
tunis	2016-05-29 01	0.0804337255974
tunis	2016-06-01 21	0.0858746649709
tunis	2016-06-02 07	0.0950024389158
tunis	2016-06-02 19	0.0806484214115
tunis	2016-06-02 20	0.264893399974
tunis	2016-06-04 23	0.0892075841718
tunis	2016-06-06 23	0.108654468583
tunis	2016-06-07 11	0.133933372848
tunis	2016-06-07 14	0.0787044090339
tunis	2016-06-07 18	0.0829523948082
tunis	2016-06-07 18	0.0840366746753
tunis	2016-06-10 01	0.0784100204644
tunis	2016-06-11 17	0.150811843735
tunis	2016-06-11 18	0.0798720970614
tunis	2016-06-17 01	0.0805107684699
tunis	2016-06-20 14	0.0821752628257
tunis	2016-06-21 16	0.0911945149725
tunis	2016-06-21 19	0.0827677511399
tunis	2016-06-21 20	0.0781346382649
tunis	2016-06-23 13	0.0905766407713
tunis	2016-06-23 16	0.111873069457
tunis	2016-06-23 21	0.115802330061
tunis	2016-06-25 15	0.0833012131025
tunis	2016-06-25 19	0.0779638104847
tunis	2016-06-25 21	0.117050119949
tunis	2016-06-27 02	0.0784956434446
tunis	2016-06-27 02	0.108503885436
tunis	2016-06-27 05	0.0814043848181
tunis	2016-06-27 11	0.0778906997991
tunis	2016-06-27 16	0.103761123027
tunis	2016-06-28 00	0.0908166865821
tunis	2016-06-30 20	0.0770586037945
tunis	2016-06-30 20	0.0782451532218
tunis	2016-07-01 03	0.0890115952037
tunis	2016-07-02 13	0.0894279825209
tunis	2016-07-02 17	0.209325238717
tunis	2016-07-02 19	0.0768524401821
tunis	2016-07-02 20	0.0900792992167
tunis	2016-07-03 02	0.0788933287441
tunis	2016-07-03 03	0.0819632723703
tunis	2016-07-03 06	0.0817891645439
tunis	2016-07-03 12	0.0823239501085
tunis	2016-07-04 11	0.0823806343018
tunis	2016-07-05 02	0.0817891645439
tunis	2016-07-06 16	0.0823239501085
tunis	2016-07-07 01	0.0794075153259
tunis	2016-07-07 13	0.0979882351836
tunis	2016-07-08 20	0.0763315363043
tunis	2016-07-09 19	0.0771311356946
tunis	2016-07-09 19	0.082295685629
tunis	2016-07-10 20	0.255998017907
tunis	2016-07-12 04	0.07624313166
tunis	2016-07-12 12	0.0812483827047
tunis	2016-07-13 03	0.0853518340587
tunis	2016-07-13 12	0.084546764346
tunis	2016-07-13 13	0.0759424103481
tunis	2016-07-13 22	0.0821884907622
tunis	2016-07-14 18	0.0759644879908
tunis	2016-07-14 19	0.0761429895955
tunis	2016-07-14 21	0.0873677204592
tunis	2016-07-15 07	0.0765486139463
tunis	2016-07-15 21	0.106925115907
tunis	2016-07-16 14	0.0773552920245
tunis	2016-07-16 16	0.161606880168
tunis	2016-07-17 12	0.0971450154268
tunis	2016-07-19 10	0.0818796167465
tunis	2016-07-19 12	0.0793786124844
tunis	2016-07-19 14	0.0757352793233
tunis	2016-08-02 01	0.0762691124261
tunis	2016-08-03 07	0.0750454555633
tunis	2016-08-03 18	0.0788479140726
tunis	2016-08-13 15	0.0800683551924
tunis	2016-08-13 19	0.0750842368358
tunis	2016-08-13 22	0.0779154404738
tunis	2016-08-14 11	0.105997260443
tunis	2016-08-14 13	0.0748862787903
tunis	2016-08-14 17	0.0914141216392
tunis	2016-08-15 21	0.0793900769282
tunis	2016-08-17 04	0.0842613333201
tunis	2016-08-18 11	0.0781511806516
tunis	2016-08-19 07	0.0862381097803
tunis	2016-08-21 17	0.0779494058829
tunis	2016-08-23 12	0.0906559940328
tunis	2016-08-23 14	0.0785684715047
tunis	2016-08-26 17	0.0731587959707
tunis	2016-08-29 21	0.106892154886
tunis	2016-08-30 09	0.142108845484
tunis	2016-08-30 18	0.0722305880893
tunis	2016-08-30 19	0.0723499481079
tunis	2016-08-30 22	0.0730541044471
tunis	2016-08-31 23	0.072261217437
tunis	2016-09-01 17	0.0729420712094
tunis	2016-09-04 12	0.0839128939312
tunis	2016-09-04 12	0.0798072039959
tunis	2016-09-04 13	0.09230420373
tunis	2016-09-04 22	0.0762757571626
tunis	2016-09-04 22	0.0750299927131
tunis	2016-09-04 23	0.0774667674207
tunis	2016-09-04 23	0.0783242893332
tunis	2016-09-05 17	0.0785421176537
tunis	2016-09-06 13	0.0749919030407
tunis	2016-09-06 15	0.075650216313
tunis	2016-09-06 15	0.0731385835859
tunis	2016-09-06 17	0.124540541488
tunis	2016-09-06 17	0.0711719532656
tunis	2016-09-07 12	0.200961932958
tunis	2016-09-07 12	0.103517618967
tunis	2016-09-07 14	0.0722446914806
tunis	2016-09-07 16	0.0959867716084
tunis	2016-09-16 23	0.0853919336121
tunis	2016-09-17 15	0.100980628771
tunis	2016-09-18 16	0.0771148903928
tunis	2016-09-20 09	0.0750361933379
tunis	2016-09-20 21	0.159337155249
tunis	2016-09-20 22	0.134569207289
tunis	2016-09-20 23	0.108319906631
tunis	2016-09-20 23	0.0886056699123
tunis	2016-09-21 05	0.0722610034592
tunis	2016-09-21 12	0.0696433610009
tunis	2016-09-21 17	0.0744955339866
tunis	2016-09-22 17	0.0701238737174
tunis	2016-09-22 17	0.0689377309703
tunis	2016-09-23 19	0.0758762233936
tunis	2016-09-24 02	0.160342472072
tunis	2016-09-24 14	0.0757665375791
tunis	2016-09-24 15	0.0709443014169
tunis	2016-09-24 17	0.069488839624
tunis	2016-09-24 17	0.0683328977569
tunis	2016-09-24 19	0.0956783113507
tunis	2016-09-25 08	0.105344007945
tunis	2016-09-25 10	0.0681386891032
tunis	2016-09-26 10	0.0746843952313
tunis	2016-09-27 20	0.0684369776768
tunis	2016-09-28 12	0.070884850911
tunis	2016-09-29 00	0.0853224571495
tunis	2016-09-30 00	0.0796147005159
tunis	2016-09-30 02	0.0697099604006
tunis	2016-09-30 09	0.0676861818646
tunis	2016-09-30 09	0.0763397248445
tunis	2016-09-30 11	0.0699694533938
tunis	2016-09-30 15	0.0708940893831
tunis	2016-09-30 21	0.0722079181957
tunis	2016-10-01 16	0.069411781358
tunis	2016-10-01 18	0.0719718378931
tunis	2016-10-01 18	0.0910823051582
tunis	2016-10-02 00	0.0784804873496
tunis	2016-10-02 20	0.0691679991654
tunis	2016-10-03 07	0.0666635894741
tunis	2016-10-03 07	0.066094469752
tunis	2016-10-03 14	0.0691103338983
tunis	2016-10-05 19	0.0983552823784
tunis	2016-10-06 13	0.0778408608932
tunis	2016-10-06 17	0.0807549778265
tunis	2016-10-06 21	0.0631275118651
tunis	2016-10-07 21	0.0666020571399
tunis	2016-10-08 00	0.0631450765082
tunis	2016-10-08 00	0.0825042266301
tunis	2016-10-08 07	0.0686124074749
tunis	2016-10-08 12	0.0935800818147
tunis	2016-10-09 09	0.0654952040282
tunis	2016-10-10 01	0.0650206344702
tunis	2016-10-10 11	0.0628854824444
tunis	2016-10-10 21	0.0620611890266
tunis	2016-10-11 14	0.159794307663
tunis	2016-10-11 16	0.0619036026749
tunis	2016-10-11 19	0.0623925463107
tunis	2016-10-12 11	0.062089786085
tunis	2016-10-12 18	0.0618776335077
tunis	2016-10-13 11	0.0675156814637
tunis	2016-10-14 10	0.064260591715
tunis	2016-10-14 11	0.0617465217104
tunis	2016-10-14 11	0.0622800696073
tunis	2016-10-14 11	0.110970780063
tunis	2016-10-15 20	0.0631890646294
tunis	2016-10-16 10	0.0613983324766
tunis	2016-10-16 22	0.0698492693565
tunis	2016-10-17 01	0.0697012481844
tunis	2016-10-17 08	0.063041977256
tunis	2016-10-21 08	0.0613164605921
tunis	2016-10-21 21	0.0724995457964
tunis	2016-10-24 09	0.0640674232466
tunis	2016-10-24 14	0.0626692219086
tunis	2016-10-25 23	0.0658616267494
tunis	2016-10-26 22	0.0610214609523
tunis	2016-10-27 11	0.0697492087491
tunis	2016-10-28 10	0.0600800321559
tunis	2016-10-28 14	0.0686696431312
tunis	2016-10-30 11	0.0626631093
tunis	2016-10-31 12	0.0636502186068
tunis	2016-10-31 16	0.0620946272448
tunis	2016-10-31 17	0.065182776958
tunis	2016-11-01 12	0.0642717865279
tunis	2016-11-02 11	0.0670679840091
tunis	2016-11-02 13	0.0608614281881
tunis	2016-11-02 14	0.0609729192934
tunis	2016-11-02 16	0.0820226302178
tunis	2016-11-03 21	0.0589159457275
tunis	2016-11-03 21	0.0875384792425
tunis	2016-11-03 22	0.0915912125629
tunis	2016-11-11 21	0.0605134086928
tunis	2016-11-12 13	0.059258134012
tunis	2016-11-12 13	0.0632045862527
tunis	2016-11-12 18	0.0859932100497
tunis	2016-11-12 21	0.0658368026804
tunis	2016-11-13 12	0.154681926086
tunis	2016-11-13 14	0.0597464625137
tunis	2016-11-13 15	0.0815638367004
tunis	2016-12-08 09	0.065368804856
tunis	2016-12-09 09	0.0600223849482
tunis	2016-12-09 11	0.0606406322801
tunis	2016-12-09 13	0.0593518411202
tunis	2016-12-09 13	0.0599995299272
tunis	2016-12-09 14	0.0774194937356
tunis	2016-12-09 14	0.0586287329805
tunis	2016-12-09 16	0.0748901286636
tunis	2016-12-17 20	0.0588021206975
tunis	2016-12-18 09	0.0576164803317
tunis	2016-12-18 11	0.0609730556632
tunis	2016-12-18 12	0.0688148802501
tunis	2016-12-18 13	0.0598507006519
tunis	2016-12-18 17	0.057737441479
tunis	2016-12-19 21	0.0575368116098
tunis	2016-12-19 22	0.0586052761279
tunis	2016-12-20 14	0.0638884212698
tunis	2016-12-20 22	0.0673542152146
tunis	2016-12-21 20	0.0671329740607
tunis	2016-12-22 08	0.0675944729833
tunis	2016-12-22 12	0.164347774815
tunis	2016-12-22 16	0.101839055434
tunis	2016-12-23 17	0.0604812040037
tunis	2016-12-23 23	0.161238694894
tunis	2016-12-25 19	0.132033340086
tunis	2016-12-26 20	0.0590272799058
tunis	2016-12-26 22	0.0615937382756
tunis	2016-12-28 12	0.0579999197558
tunis	2016-12-28 15	0.0570047041365
tunis	2016-12-28 22	0.0651823776416
tunis	2016-12-29 19	0.165343410052
tunis	2016-12-29 22	0.0623429285368
tunis	2016-12-30 00	0.0616503501505
tunis	2017-01-03 17	0.0683865251347
tunis	2017-01-04 08	0.0565438658388
tunis	2017-01-04 12	0.073116530299
tunis	2017-01-05 13	0.0720098596823
tunis	2017-01-06 10	0.059882345588
tunis	2017-01-07 10	0.0568337631056
tunis	2017-01-07 21	0.0634335507654
tunis	2017-01-08 19	0.070732088162
tunis	2017-01-08 20	0.0585372628644
tunis	2017-01-08 20	0.0569783695159
tunis	2017-01-08 22	0.0564473126269
tunis	2017-01-10 20	0.0728943520404
tunis	2017-01-11 18	0.060225186957
tunis	2017-01-12 12	0.0916629427828
tunis	2017-01-12 13	0.0547987882251
tunis	2017-01-12 23	0.0604391496582
tunis	2017-01-13 16	0.0575478215735
tunis	2017-01-14 02	0.0564933743876
tunis	2017-01-14 08	0.0547712488501
tunis	2017-01-16 15	0.0575427687285
tunis	2017-01-16 20	0.0786165941173
tunis	2017-01-17 22	0.085717144311
tunis	2017-01-18 17	0.0546299286258
tunis	2017-01-19 12	0.0640306707386
tunis	2017-01-19 21	0.0623937666236
tunis	2017-01-19 23	0.0546299286258
tunis	2017-01-21 18	0.0640306707386
tunis	2017-01-22 09	0.0644260904881
tunis	2017-01-22 22	0.0589822919044
tunis	2017-01-26 00	0.149707796679
tunis	2017-01-26 10	0.0643221753947
tunis	2017-01-26 12	0.0563090636735
tunis	2017-01-26 21	0.0595234046916
tunis	2017-01-27 07	0.0536774061247
tunis	2017-01-28 14	0.0541441941654
tunis	2017-01-31 22	0.0799120166152
tunis	2017-02-02 11	0.0529627749599
tunis	2017-02-03 18	0.0602879432303
tunis	2017-02-05 10	0.0569208345817
tunis	2017-02-06 13	0.0985439413346
tunis	2017-02-06 13	0.0594271732645
tunis	2017-02-07 00	0.0541523133462
tunis	2017-02-08 08	0.0550375971694
tunis	2017-02-11 10	0.0523636148568
tunis	2017-02-13 09	0.0616659889113
tunis	2017-02-16 09	0.0553704942163
tunis	2017-02-16 21	0.0578566549448
tunis	2017-02-17 08	0.0542648792691
tunis	2017-02-17 11	0.0562041134621
tunis	2017-02-17 12	0.0548718619971
tunis	2017-02-17 14	0.0504833420961
tunis	2017-02-18 07	0.151934456941
tunis	2017-02-18 14	0.0535225091119
tunis	2017-02-18 17	0.0537808148863
tunis	2017-02-19 09	0.126879457564
tunis	2017-02-19 10	0.0522438582993
tunis	2017-02-21 08	0.0888835541579
tunis	2017-02-21 20	0.0500972065963
tunis	2017-02-23 13	0.0699306847151
tunis	2017-02-23 19	0.0482466082345
tunis	2017-02-24 13	0.0509487296055
tunis	2017-02-25 23	0.153182132333
tunis	2017-02-25 23	0.066477627253
tunis	2017-02-26 13	0.0479670661901
tunis	2017-02-26 22	0.0498825239351
tunis	2017-02-27 08	0.157227632813
tunis	2017-02-27 19	0.0563039497706
tunis	2017-02-28 08	0.136441530278
tunis	2017-03-01 08	0.0640373866825
tunis	2017-03-01 08	0.0516680978215
tunis	2017-03-01 14	0.0517020504165
tunis	2017-03-01 19	0.0843291744193
tunis	2017-03-02 08	0.0665118632156
tunis	2017-03-03 16	0.0576634949029
tunis	2017-03-04 16	0.0470712090611
tunis	2017-03-04 16	0.0632581321186
tunis	2017-03-04 18	0.0703473770478
tunis	2017-03-04 20	0.142905797199
tunis	2017-03-04 20	0.0588385399185
tunis	2017-03-04 20	0.0963638630865
tunis	2017-03-04 21	0.0500863789447
tunis	2017-03-04 21	0.0497530408025
tunis	2017-03-05 08	0.0468100519611
tunis	2017-03-05 11	0.0486095989175
tunis	2017-03-05 22	0.0464481721901
tunis	2017-03-06 10	0.0655861686248
tunis	2017-03-06 13	0.0494965588435
tunis	2017-03-07 08	0.0461698407766
tunis	2017-03-07 12	0.153276503688
tunis	2017-03-09 20	0.0599238555574
tunis	2017-03-11 08	0.0790832051326
tunis	2017-03-11 22	0.0689542336695
tunis	2017-03-12 08	0.0661101442199
tunis	2017-03-12 10	0.0513364270196
tunis	2017-03-12 11	0.183935061667
tunis	2017-03-12 11	0.0611671329812
tunis	2017-03-12 14	0.0556997046967
tunis	2017-03-13 11	0.0630338060466
tunis	2017-03-14 17	0.0546253597105
tunis	2017-03-15 00	0.0453774611052
tunis	2017-03-15 08	0.0864112468439
tunis	2017-03-15 13	0.082425202915
tunis	2017-03-15 14	0.0479335157049
tunis	2017-03-15 18	0.0493747345051
tunis	2017-03-15 22	0.084403881067
tunis	2017-03-16 18	0.075747763724
tunis	2017-03-16 21	0.0439523887746
tunis	2017-03-17 18	0.0965127229663
tunis	2017-03-18 19	0.0433292475158
tunis	2017-03-19 05	0.0433271720351
tunis	2017-03-19 22	0.0466536441931
tunis	2017-03-20 05	0.0461611486879
tunis	2017-03-23 14	0.133118070307
tunis	2017-03-23 15	0.0470843813771
tunis	2017-03-24 07	0.0431539148889
tunis	2017-03-26 11	0.0427217987895
tunis	2017-03-26 18	0.0428551993019
tunis	2017-03-26 19	0.0495431840525
tunis	2017-03-27 11	0.0434300446495
tunis	2017-03-27 20	0.0613873591515
tunis	2017-03-28 15	0.0420582657012
tunis	2017-03-28 18	0.0431175378302
tunis	2017-03-28 21	0.0451579086346
tunis	2017-03-28 22	0.0485061900475
tunis	2017-03-29 12	0.0419025213365
tunis	2017-03-30 13	0.0469928179832
tunis	2017-03-31 12	0.0636161463498
tunis	2017-03-31 17	0.0417229848684
tunis	2017-03-31 21	0.0434428852307
tunis	2017-03-31 21	0.0415864722802
tunis	2017-04-01 08	0.0456145981451
tunis	2017-04-02 21	0.0701651006605
tunis	2017-04-03 16	0.0412068008598
tunis	2017-04-04 01	0.0642397956286
tunis	2017-04-04 08	0.0417015297731
tunis	2017-04-04 16	0.0653234664383
tunis	2017-04-05 13	0.0568003633062
tunis	2017-04-07 15	0.0404097174057
tunis	2017-04-07 16	0.0524679713245
tunis	2017-04-09 10	0.0449435972883
tunis	2017-04-09 10	0.057551124805
tunis	2017-04-09 22	0.0440686797797
tunis	2017-04-09 22	0.0749654231396
tunis	2017-04-10 10	0.0428727534484
tunis	2017-04-10 17	0.0422751107835
tunis	2017-04-10 18	0.0471568466169
tunis	2017-04-11 08	0.0441521588701
tunis	2017-04-11 11	0.0443435944867
tunis	2017-04-11 20	0.0465287542203
tunis	2017-04-12 19	0.0390253705136
tunis	2017-04-12 23	0.0391126668015
tunis	2017-04-12 23	0.0419849206107
tunis	2017-04-13 00	0.048283635636
tunis	2017-04-13 17	0.0399127254479
tunis	2017-04-14 08	0.0561950791338
tunis	2017-04-14 18	0.0466930580745
tunis	2017-04-15 13	0.0382974259215
tunis	2017-04-15 15	0.0714661308569
tunis	2017-04-16 02	0.0388312760212
tunis	2017-04-18 15	0.0614618605989
tunis	2017-04-18 16	0.0556585829018
tunis	2017-04-18 20	0.037955465383
tunis	2017-04-18 23	0.0376065171265
tunis	2017-04-19 09	0.0371365089787
tunis	2017-04-19 13	0.0390018567013
tunis	2017-04-20 00	0.0702890983552
tunis	2017-04-21 09	0.049952170286
tunis	2017-04-21 13	0.0369854405595
tunis	2017-04-21 15	0.0474322342624
tunis	2017-04-21 16	0.0384693197164
tunis	2017-04-21 17	0.0413712180804
tunis	2017-04-22 21	0.0392854566506
tunis	2017-04-23 09	0.0389173782262
tunis	2017-04-24 03	0.0365132648649
tunis	2017-04-24 20	0.0356788816831
tunis	2017-04-25 07	0.0363383633168
tunis	2017-04-25 18	0.0426382624657
tunis	2017-04-26 23	0.0476968157958
tunis	2017-04-27 21	0.0431492831059
tunis	2017-04-29 00	0.0353443358493
tunis	2017-04-29 11	0.036167141926
tunis	2017-04-29 16	0.0348677318167
tunis	2017-04-29 19	0.0377153012689
tunis	2017-04-29 21	0.0362535362771
tunis	2017-04-29 23	0.0401677202077
tunis	2017-04-30 11	0.034658628449
tunis	2017-04-30 12	0.0349403538016
tunis	2017-04-30 15	0.0562709033386
tunis	2017-05-01 08	0.0349110788951
tunis	2017-05-01 17	0.0430777835822
tunis	2017-05-01 22	0.0353189895509
tunis	2017-05-02 13	0.0350428208532
tunis	2017-05-02 21	0.038396231349
tunis	2017-05-02 22	0.0365359738374
tunis	2017-05-03 19	0.0342629514033
tunis	2017-05-04 08	0.0358823269682
tunis	2017-05-05 16	0.0383569325699
tunis	2017-05-06 13	0.0917784905632
tunis	2017-05-07 12	0.0334879034638
tunis	2017-05-08 13	0.0471396285166
tunis	2017-05-08 22	0.0334304634823
