post_id	place	score	time
1008279892518211_1655526137793580	manouba	0.109092155335	2017-08-08 20:46:13
1008279892518211_1655354071144120	tunis	0.0981807241477	2017-08-08 17:11:59
1008279892518211_1655247674488093	tunis	0.0991800506116	2017-08-08 15:11:33
1008279892518211_1654192261260301	tunis	0.0964239753247	2017-08-07 13:49:15
1008279892518211_1653601861319341	tunis	0.0960133514225	2017-08-07 03:40:25
1008279892518211_1652471944765666	tunis	0.16288054825	2017-08-06 03:09:39
1008279892518211_1651901938156000	nabeul	0.103759113314	2017-08-05 16:21:58
1008279892518211_1653437158002478	tunis	0.0963207091727	2017-08-07 00:03:04
1008279892518211_1651688114844049	tunis	0.136457344437	2017-08-05 11:32:33
1008279892518211_1651782431501284	tunis	0.0999846522719	2017-08-05 13:55:05
1008279892518211_1651161361563391	tunis	0.101358785333	2017-08-04 23:24:38
1008279892518211_1649322475080613	sousse	0.26311987039	2017-08-03 08:41:29
1008279892518211_1648618661817661	tunis	0.101427089599	2017-08-02 17:43:25
1008279892518211_1648354568510737	ariana	0.11190877016	2017-08-02 12:58:49
1008279892518211_1647435265269334	tunis	0.175291499482	2017-08-01 14:17:46
1008279892518211_1647401091939418	monastir	0.0953696676406	2017-08-01 13:26:48
1008279892518211_1647288198617374	sfax	0.0996149434355	2017-08-01 10:00:45
1008279892518211_1645655185447342	tunis	0.13638705227	2017-07-30 17:05:01
1008279892518211_1646438842035643	tunis	0.0977838788049	2017-07-31 12:40:08
1008279892518211_1646392242040303	tunis	0.10575628731	2017-07-31 11:14:57
1008279892518211_1646397062039821	tunis	0.106018343634	2017-07-31 11:24:01
1008279892518211_1644685445544316	tunis	0.131377390917	2017-07-29 17:33:06
1008279892518211_1644749512204576	tunis	0.120767618648	2017-07-29 18:51:15
1008279892518211_1645616715451189	benArous	0.102941958967	2017-07-30 16:23:02
1008279892518211_1645519902127537	tunis	0.110454349184	2017-07-30 14:16:30
1008279892518211_1644473908898803	tunis	0.138034759077	2017-07-29 12:54:41
1008279892518211_1645526652126862	tunis	0.113115112296	2017-07-30 14:27:11
1008279892518211_1645729172106610	tunis	0.094809097328	2017-07-30 18:31:21
1008279892518211_1645657558780438	tozeur	0.0991035397574	2017-07-30 17:07:59
1008279892518211_1645653658780828	tozeur	0.0985208765382	2017-07-30 17:03:11
1008279892518211_1644570618889132	tunis	0.110894293027	2017-07-29 15:12:42
1008279892518211_1643531362326391	tunis	0.11249715976	2017-07-28 13:50:02
1008279892518211_1644581268888067	tunis	0.0952453171716	2017-07-29 15:28:04
1008279892518211_1644360922243435	sousse	0.105135236682	2017-07-29 09:28:41
1008279892518211_1643804805632380	tunis	0.0959203923213	2017-07-28 19:21:10
1008279892518211_1641106315902229	tunis	0.132343210411	2017-07-26 12:54:17
1008279892518211_1643161089030085	tunis	0.102474914028	2017-07-28 05:18:10
1008279892518211_1643325689013625	sousse	0.106408281129	2017-07-28 08:13:34
1008279892518211_1642915209054673	bizert	0.0997733710209	2017-07-28 00:00:47
1008279892518211_1640920725920788	sousse	0.166577659632	2017-07-26 08:34:39
1008279892518211_1641300725882788	tozeur	0.103834237924	2017-07-26 16:50:38
1008279892518211_1642825399063654	monastir	0.105357869532	2017-07-27 21:52:17
1008279892518211_1639835449362649	tunis	0.111152881459	2017-07-25 10:46:53
1008279892518211_1641123445900516	tunis	0.10196490532	2017-07-26 13:19:32
1008279892518211_1641050512574476	sousse	0.0960953202499	2017-07-26 11:27:15
1008279892518211_1641021835910677	sousse	0.0942770643859	2017-07-26 10:50:47
1008279892518211_1639494159396778	tunis	0.121748431622	2017-07-25 02:38:07
1008279892518211_1635267596486101	tunis	0.108048662707	2017-07-21 13:51:23
1008279892518211_1639400976072763	tunis	0.0941014752976	2017-07-25 00:37:47
1008279892518211_1637630129583181	bizert	0.10945086867	2017-07-23 13:34:55
1008279892518211_1636469093032618	sfax	0.0943185475046	2017-07-22 15:06:01
1008279892518211_1639317179414476	tunis	0.0962916196124	2017-07-24 22:54:11
1008279892518211_1639157142763813	tozeur	0.107526288725	2017-07-24 20:04:02
1008279892518211_1639110696101791	tunis	0.135136754071	2017-07-24 19:20:03
1008279892518211_1639243412755186	sousse	0.0940852107132	2017-07-24 21:27:37
1008279892518211_1635168383162689	tunis	0.104063892095	2017-07-21 11:28:17
1008279892518211_1638959299450264	tunis	0.094059354158	2017-07-24 16:25:18
1008279892518211_1638784952801032	tunis	0.0997232566337	2017-07-24 12:53:42
1008279892518211_1637905916222269	benArous	0.152681051853	2017-07-23 18:25:26
1008279892518211_1638790732800454	bizert	0.0967616029942	2017-07-24 13:02:54
1008279892518211_1638862092793318	tunis	0.0940499617526	2017-07-24 14:35:29
1008279892518211_1638783079467886	sousse	0.0986357727208	2017-07-24 12:50:58
1008279892518211_1638806036132257	sousse	0.0957143954401	2017-07-24 13:26:35
1008279892518211_1637914029554791	sousse	0.109217215025	2017-07-23 18:36:04
1008279892518211_1638715136141347	kairouan	0.0952746260394	2017-07-24 11:10:02
1008279892518211_1638255682853959	tunis	0.0967189500797	2017-07-24 00:12:31
1008279892518211_1638673096145551	tunis	0.0959017923601	2017-07-24 09:59:40
1008279892518211_1635561296456731	sousse	0.142042067772	2017-07-21 19:26:33
1008279892518211_1637016632977864	tunis	0.13657382751	2017-07-23 01:06:08
1008279892518211_1637126669633527	tunis	0.1349504368	2017-07-23 03:14:11
1008279892518211_1636519189694275	tunis	0.127219332777	2017-07-22 16:02:03
1008279892518211_1635508193128708	tunis	0.113942556436	2017-07-21 18:19:40
1008279892518211_1634726253206902	tunis	0.114669743247	2017-07-21 01:10:00
1008279892518211_1636278853051642	sousse	0.0990916774393	2017-07-22 11:22:40
1008279892518211_1633388543340673	tunis	0.096015855808	2017-07-19 20:11:45
1008279892518211_1635049673174560	sousse	0.102755086338	2017-07-21 08:24:23
1008279892518211_1634723416540519	tunis	0.0950822738578	2017-07-21 01:04:50
1008279892518211_1634941723185355	tunis	0.0937268531141	2017-07-21 06:02:26
1008279892518211_1634190876593773	tunis	0.131115700886	2017-07-20 14:16:08
1008279892518211_1630060857006775	tunis	0.100794914545	2017-07-16 20:44:15
1008279892518211_1629810117031849	kairouan	0.117303889032	2017-07-16 16:15:00
1008279892518211_1630839123595615	sousse	0.0938534860956	2017-07-17 14:28:30
1008279892518211_1630813196931541	tunis	0.0936909180508	2017-07-17 13:52:29
1008279892518211_1630812970264897	tunis	0.0948397778399	2017-07-17 13:52:06
1008279892518211_1630599413619586	benArous	0.094228154393	2017-07-17 08:13:19
1008279892518211_1630716093607918	sousse	0.100640902888	2017-07-17 11:34:44
1008279892518211_1630716433607884	tunis	0.0932626852549	2017-07-17 11:35:21
1008279892518211_1630679353611592	monastir	0.0932118413509	2017-07-17 10:28:30
1008279892518211_1630671773612350	sousse	0.0999840957416	2017-07-17 10:15:40
1008279892518211_1630328603646667	tunis	0.127978514465	2017-07-17 02:05:47
1008279892518211_1630497030296491	tunis	0.0931870325143	2017-07-17 05:38:26
1008279892518211_1627526877260173	benArous	0.0938499482479	2017-07-14 20:08:03
1008279892518211_1627499860596208	ariana	0.0929799669097	2017-07-14 19:42:10
1008279892518211_1627465767266284	tunis	0.0938901310803	2017-07-14 19:10:15
1008279892518211_1626329704046557	tunis	0.0958042045279	2017-07-13 21:38:23
1008279892518211_1627403413939186	bizert	0.0928359552171	2017-07-14 18:01:14
1008279892518211_1623660357646825	tunis	0.476627208063	2017-07-11 16:38:56
1008279892518211_1627385187274342	tunis	0.0952220490218	2017-07-14 17:39:26
1008279892518211_1624655240880670	sousse	0.0976107143864	2017-07-12 12:52:30
1008279892518211_1625782807434580	tunis	0.0953610463965	2017-07-13 11:45:21
1008279892518211_1625756910770503	tunis	0.0993219478508	2017-07-13 11:24:46
1008279892518211_1625746290771565	tunis	0.0927677529559	2017-07-13 11:08:34
1008279892518211_1622505934428934	tunis	0.105569738131	2017-07-10 16:22:57
1008279892518211_1621526444526883	ariana	0.0932816240969	2017-07-09 18:34:20
1008279892518211_1621518124527715	sousse	0.0925266321967	2017-07-09 18:26:44
1008279892518211_1621483747864486	ariana	0.0937667829717	2017-07-09 17:55:05
1008279892518211_1620168177996043	tunis	0.104346746889	2017-07-08 15:24:15
1008279892518211_1619939014685626	tunis	0.0948036238311	2017-07-08 09:41:36
1008279892518211_1620253434654184	tunis	0.128665385743	2017-07-08 16:55:13
1008279892518211_1619010328111828	tunis	0.136089283234	2017-07-07 15:57:31
1008279892518211_1621349911211203	nabeul	0.0953764745595	2017-07-09 15:41:47
1008279892518211_1618288921517302	tunis	0.0922936915364	2017-07-07 01:05:13
1008279892518211_1618445268168334	mahdia	0.0940760477728	2017-07-07 04:16:07
1008279892518211_1618333601512834	tunis	0.0919942729314	2017-07-07 02:02:16
1008279892518211_1618322184847309	tunis	0.0936143882605	2017-07-07 01:45:44
1008279892518211_1615584625121065	bizert	0.278853494929	2017-07-04 18:55:43
1008279892518211_1614792791866915	bizert	0.188673369558	2017-07-04 02:45:52
1008279892518211_1618280434851484	tunis	0.0919310146003	2017-07-07 00:52:59
1008279892518211_1618250601521134	bizert	0.0933693343821	2017-07-07 00:14:35
1008279892518211_1615531565126371	gafsa	0.0955722048715	2017-07-04 17:58:12
1008279892518211_1618211774858350	bizert	0.0940711978761	2017-07-06 23:42:53
1008279892518211_1618137078199153	tunis	0.0918727753709	2017-07-06 22:19:40
1008279892518211_1617029911643203	tunis	0.0960298540349	2017-07-06 00:36:00
1008279892518211_1617021991643995	kef	0.0919292405831	2017-07-06 00:24:51
1008279892518211_1616991334980394	ariana	0.101425379983	2017-07-05 23:45:46
1008279892518211_1616942941651900	sousse	0.092333464706	2017-07-05 22:42:55
1008279892518211_1615389008473960	tunis	0.125609490271	2017-07-04 15:31:18
1008279892518211_1616231941723000	sousse	0.101958088375	2017-07-05 08:18:29
1008279892518211_1616635878349273	tunis	0.0989818571801	2017-07-05 16:53:51
1008279892518211_1614820421864152	tunis	0.158789980631	2017-07-04 03:14:15
1008279892518211_1610387215640806	tunis	0.157536921262	2017-06-30 16:32:09
1008279892518211_1615076421838552	sousse	0.174039193086	2017-07-04 08:42:33
1008279892518211_1614468071899387	nabeul	0.0950658238114	2017-07-03 20:19:00
1008279892518211_1614425335236994	kef	0.17295192702	2017-07-03 19:34:51
1008279892518211_1615837061762488	tunis	0.0924344821887	2017-07-04 23:45:29
1008279892518211_1615823671763827	tunis	0.0935406796096	2017-07-04 23:26:50
1008279892518211_1613843131961881	mahdia	0.105429694068	2017-07-03 07:57:41
1008279892518211_1615809351765259	bizert	0.100406139484	2017-07-04 23:06:56
1008279892518211_1613061585373369	tunis	0.21515281248	2017-07-02 16:44:33
1008279892518211_1613245275355000	tunis	0.128226997323	2017-07-02 19:50:38
1008279892518211_1610767752269419	tunis	0.196478433559	2017-06-30 23:12:54
1008279892518211_1609511622395032	mahdia	0.118261584431	2017-06-30 00:22:49
1008279892518211_1609602759052585	tunis	0.11616174646	2017-06-30 01:56:28
1008279892518211_1608223445857183	tunis	0.190536174082	2017-06-29 05:10:04
1008279892518211_1609376855741842	gafsa	0.0971653057451	2017-06-29 21:57:08
1008279892518211_1609149925764535	tunis	0.0953486009951	2017-06-29 18:08:25
1008279892518211_1608271209185740	tunis	0.0987810501504	2017-06-29 05:49:58
1008279892518211_1603627359650125	tunis	0.135867493654	2017-06-25 18:39:07
1008279892518211_1605670552779139	tunis	0.0911037095036	2017-06-27 13:50:03
1008279892518211_1605523392793855	sfax	0.0963164159442	2017-06-27 10:43:30
1008279892518211_1603127743033420	tunis	0.0927951135719	2017-06-25 07:15:41
1008279892518211_1602449249767936	sfax	0.0971455883768	2017-06-24 17:09:39
1008279892518211_1602920183054176	bizert	0.0914655737916	2017-06-25 02:31:13
1008279892518211_1602914496388078	bizert	0.0904607588972	2017-06-25 02:22:39
1008279892518211_1602908909721970	bizert	0.0904150067632	2017-06-25 02:15:20
1008279892518211_1602905079722353	kef	0.0907188058299	2017-06-25 02:09:30
1008279892518211_1602900736389454	tunis	0.0904591010785	2017-06-25 02:03:16
1008279892518211_1602896999723161	bizert	0.0907178564685	2017-06-25 01:58:24
1008279892518211_1602579703088224	tunis	0.0912729864406	2017-06-24 19:31:46
1008279892518211_1602211816458346	sfax	0.246894953978	2017-06-24 12:00:08
1008279892518211_1602836293062565	ariana	0.0905768553633	2017-06-25 00:52:40
1008279892518211_1602219049790956	sfax	0.0926160903365	2017-06-24 12:12:06
1008279892518211_1601474613198733	tunis	0.108947385098	2017-06-23 18:49:38
1008279892518211_1601155846563943	kairouan	0.0908829308214	2017-06-23 11:40:15
1008279892518211_1598635626815965	tunis	0.141185331351	2017-06-21 02:39:42
1008279892518211_1600347703311424	tunis	0.114551886505	2017-06-22 17:24:53
1008279892518211_1600770793269115	tunis	0.092385884052	2017-06-23 01:49:02
1008279892518211_1600397426639785	tunis	0.101091702537	2017-06-22 18:22:14
1008279892518211_1599843020028559	tunis	0.0911707475547	2017-06-22 04:59:37
1008279892518211_1600036856675842	tunis	0.0904813407051	2017-06-22 10:17:48
1008279892518211_1599292126750315	gafsa	0.125785577968	2017-06-21 17:18:21
1008279892518211_1598204440192417	tunis	0.0924165996076	2017-06-20 18:05:20
1008279892518211_1597345686944959	tunis	0.103814710815	2017-06-19 23:59:56
1008279892518211_1598287763517418	tunis	0.115143101268	2017-06-20 19:28:16
1008279892518211_1599085573437637	kef	0.0900269948347	2017-06-21 13:51:03
1008279892518211_1598403363505858	tunis	0.0948644343975	2017-06-20 21:41:59
1008279892518211_1598258516853676	tunis	0.0899301442954	2017-06-20 18:58:40
1008279892518211_1596980086981519	ariana	0.103995888057	2017-06-19 16:16:09
1008279892518211_1597851550227706	ariana	0.0916801078217	2017-06-20 11:40:12
1008279892518211_1597783646901163	tunis	0.0900975069325	2017-06-20 09:52:51
1008279892518211_1596406720372189	bizert	0.0903843717509	2017-06-19 01:39:45
1008279892518211_1596401437039384	bizert	0.091936441219	2017-06-19 01:31:16
1008279892518211_1596221453724049	tunis	0.109150482766	2017-06-18 21:17:24
1008279892518211_1595516800461181	tunis	0.0994903201868	2017-06-18 05:36:36
1008279892518211_1594197650593096	tunis	0.0943380933964	2017-06-17 00:14:10
1008279892518211_1594766910536170	tunis	0.0944510006036	2017-06-17 13:25:46
1008279892518211_1594979123848282	bizert	0.097160297079	2017-06-17 17:34:03
1008279892518211_1594953597184168	tunis	0.0896863318925	2017-06-17 17:05:08
1008279892518211_1592849657394562	gafsa	0.0893649966462	2017-06-15 20:03:18
1008279892518211_1590431137636414	tunis	0.115891363866	2017-06-13 15:17:47
1008279892518211_1590273954318799	tunis	0.180800340892	2017-06-13 12:11:38
1008279892518211_1589961934350001	gafsa	0.0909794496254	2017-06-13 03:12:07
1008279892518211_1591291780883683	tunis	0.0891450694876	2017-06-14 09:59:31
1008279892518211_1590678874278307	tunis	0.0892069329129	2017-06-13 19:39:58
1008279892518211_1587759514570243	tunis	0.166095032098	2017-06-10 23:40:31
1008279892518211_1590514410961420	tunis	0.0913543618991	2017-06-13 16:45:47
1008279892518211_1585150721497789	tunis	0.0903900419176	2017-06-08 18:11:20
1008279892518211_1588119831200878	tunis	0.0890477476958	2017-06-11 07:53:11
1008279892518211_1587891937890334	tunis	0.0888402710099	2017-06-11 02:37:50
1008279892518211_1587412701271591	sfax	0.116089643606	2017-06-10 16:14:05
1008279892518211_1587372104608984	tunis	0.0921292266021	2017-06-10 15:41:35
1008279892518211_1586582464687948	tunis	0.098468635954	2017-06-09 22:29:29
1008279892518211_1587115067968021	tunis	0.115346360659	2017-06-10 09:54:25
1008279892518211_1586658914680303	ariana	0.105283470302	2017-06-09 23:59:50
1008279892518211_1587339444612250	sousse	0.0925297868227	2017-06-10 15:04:23
1008279892518211_1586424524703742	monastir	0.116871269908	2017-06-09 20:11:50
1008279892518211_1586243234721871	bizert	0.0895452160348	2017-06-09 16:58:13
1008279892518211_1584926818186846	nabeul	0.0917944739526	2017-06-08 14:08:22
1008279892518211_1584673634878831	sousse	0.12409674441	2017-06-08 08:24:59
1008279892518211_1584805078199020	tunis	0.099400416129	2017-06-08 11:36:38
1008279892518211_1584186021594259	tunis	0.0882988631768	2017-06-07 21:53:14
1008279892518211_1584170554929139	sfax	0.0882974804733	2017-06-07 21:37:04
1008279892518211_1583617634984431	tataouine	0.0930753161442	2017-06-07 10:49:10
1008279892518211_1582470011765860	kasserine	0.10894771392	2017-06-06 14:30:53
1008279892518211_1583684538311074	tunis	0.094415421743	2017-06-07 12:19:32
1008279892518211_1581720248507503	kairouan	0.113271825704	2017-06-06 03:06:30
