hour	count
2017-07-24T22	1
2017-07-25T00	1
2017-07-25T08	1
2017-07-26T06	1
2017-07-26T08	1
2017-07-26T09	1
2017-07-26T10	1
2017-07-26T11	1
2017-07-26T14	1
2017-07-27T19	1
2017-07-27T22	1
2017-07-28T03	1
2017-07-28T06	1
2017-07-28T11	1
2017-07-28T17	1
2017-07-29T07	1
2017-07-29T10	1
2017-07-29T13	2
2017-07-29T15	1
2017-07-29T16	1
2017-07-30T12	2
2017-07-30T14	1
2017-07-30T15	3
2017-07-30T16	1
2017-07-31T09	2
2017-07-31T10	1
2017-08-01T08	1
2017-08-01T11	1
2017-08-01T12	1
2017-08-02T10	1
2017-08-02T15	1
2017-08-03T06	1
2017-08-04T21	1
2017-08-05T09	1
2017-08-05T11	1
2017-08-05T14	1
2017-08-06T01	1
2017-08-06T22	1
2017-08-07T01	1
2017-08-07T11	1
2017-08-07T13	1
2017-08-08T12	1
2017-08-08T13	1
2017-08-08T15	1
2017-08-08T16	1
2017-08-08T18	1
2017-08-08T20	1
2017-08-08T22	1
2017-08-08T23	1
2017-08-09T09	1
2017-08-09T16	1
2017-08-09T17	1
2017-08-11T13	1
2017-08-11T18	1
2017-08-12T10	1
2017-08-12T14	1
2017-08-12T15	1
2017-08-12T16	3
2017-08-13T08	1
2017-08-13T09	1
2017-08-13T13	1
2017-08-13T22	3
2017-08-14T06	1
2017-08-14T08	1
2017-08-14T12	1
2017-08-14T15	1
2017-08-14T18	1
2017-08-14T19	1
2017-08-14T20	1
2017-08-15T09	1
2017-08-15T12	1
2017-08-15T13	2
2017-08-15T21	1
2017-08-16T02	1
2017-08-16T14	2
2017-08-16T17	1
2017-08-16T18	1
2017-08-16T19	1
2017-08-16T20	2
2017-08-17T00	1
2017-08-17T01	1
2017-08-17T15	2
2017-08-17T18	1
2017-08-18T00	1
2017-08-18T07	2
2017-08-19T06	1
2017-08-19T10	1
2017-08-19T12	1
2017-08-19T19	1
2017-08-19T20	1
2017-08-20T07	1
2017-08-21T13	1
2017-08-21T19	1
2017-08-22T07	1
2017-08-22T12	1
2017-08-22T16	1
2017-08-22T22	1
2017-08-23T06	1
2017-08-23T13	1
2017-08-23T17	1
2017-08-24T01	1
2017-08-24T09	1
2017-08-24T11	1
2017-08-24T12	2
2017-08-24T13	1
2017-08-24T16	1
2017-08-24T22	1
2017-08-25T06	1
2017-08-26T12	1
2017-08-26T19	1
2017-08-27T08	1
2017-08-27T10	2
2017-08-27T11	1
2017-08-27T15	1
2017-08-27T17	1
2017-08-27T20	1
2017-08-28T06	1
2017-08-28T10	1
2017-08-28T12	1
2017-08-28T13	1
2017-08-28T14	1
2017-08-28T19	1
2017-08-28T22	1
2017-08-29T00	1
2017-08-29T14	1
2017-08-29T22	1
2017-08-30T08	1
2017-08-30T13	1
2017-08-30T18	1
2017-08-30T19	1
2017-08-31T10	1
2017-08-31T13	2
2017-08-31T14	1
2017-08-31T15	1
2017-08-31T23	1
2017-09-01T10	1
2017-09-01T12	1
2017-09-02T10	1
2017-09-02T11	1
2017-09-02T12	1
2017-09-02T13	1
2017-09-02T15	1
2017-09-02T17	1
2017-09-02T19	1
2017-09-02T22	1
2017-09-03T09	1
2017-09-04T10	1
2017-09-05T13	1
2017-09-06T06	1
2017-09-06T08	1
2017-09-06T10	1
2017-09-06T11	1
2017-09-06T16	1
2017-09-06T17	1
2017-09-06T20	1
2017-09-07T09	1
2017-09-07T11	1
2017-09-07T12	1
2017-09-07T22	1
2017-09-08T18	1
2017-09-09T08	1
2017-09-09T09	1
2017-09-09T10	1
2017-09-09T15	2
2017-09-09T16	2
2017-09-09T18	1
2017-09-09T20	1
2017-09-09T22	1
2017-09-10T02	1
2017-09-10T08	1
2017-09-10T09	1
2017-09-10T11	1
2017-09-10T14	1
2017-09-10T15	1
2017-09-10T20	1
