type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place
photo	post_user_1008279892518211	1008279892518211_1610767752269419	https://www.facebook.com/1008279892518211/posts/1610767752269419	Le mois dernier la dame avec la fille en salopette jean présentait une carte d handicapés de son mari avec un langage tunisien à l intérieur du hall de la mosquée je lui ai proposé un travail elle disait qu elle est malade et ne pouvait pas travaillé Aujourd hui accompagnée d une deuxième dame  elles se présentent comme deux syriennes avec un langage du machrek et demande de l argent A tres haute voix en les prenant en photo elles ont pris la fuite  Ce groupe de mendiants l homme blanc derrière avec se déplace chaque vendredi ou presque de la mosquée El Qods prière à 13h puis celle du fallah Alain Savary prière à 13h20 puis celle de mutuelleville prière à14h aussi les promoteurs des nouvelles mosquées  J appelle les autorités compétentes à plus de vigilance on peut gagner 1000 dinars par jours et c est suffisant pour soutenir une Armée	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19510386_1567926656574559_3839929672619587342_n.jpg?oh=d77553d7f175ee227eab6e2ea5ac4532&oe=5A571BAC	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/19510386_1567926656574559_3839929672619587342_n.jpg?oh=9a8ae737c0ead63c84ccc69f9f9a0d07&oe=5A1469D0	https://www.facebook.com/photo.php?fbid=1567926656574559&set=gm.1610767752269419&type=3	facebook.com	2017-06-30T21:12:54+0000	1498857174	2017-06-30 23:12:54	69	47	141	115	303	45	39	6	29	0	69	0	16	1	3	52	0	tunis
video	post_user_1008279892518211	1008279892518211_1609511622395032	https://www.facebook.com/1008279892518211/posts/1609511622395032	Elhem Ben Hafsa shared ‎راديو مهدية Radio Mahdia‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19647275_1970393406525349_2970677627074904064_n.jpg?oh=835ff1d875f7e96b290217638e8df599&oe=5A4DAFCB	https://scontent.xx.fbcdn.net/v/t15.0-10/19647275_1970393406525349_2970677627074904064_n.jpg?oh=024be7b0273cb82dfbddc323322ce8ae&oe=5A4F66B0	https://www.facebook.com/RMahdia/videos/1970390323192324/	facebook.com	2017-06-29T22:22:49+0000	1498774969	2017-06-30 00:22:49	69	41	77	28	146	27	19	8	25	0	69	6	0	0	0	2	0	mahdia
video	post_user_1008279892518211	1008279892518211_1609602759052585	https://www.facebook.com/1008279892518211/posts/1609602759052585	تحت اشراف والي تونس : حملة ضد الانتصاب الفوضوي و لارجاع الصورة الحقيقية للعاصمة ♥	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19647267_607350876131896_4980636924768157696_n.jpg?oh=0fee99adb22709908304d96489c29a76&oe=5A48FCB6	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19647267_607350876131896_4980636924768157696_n.jpg?oh=38cc4d678aafc720f13e152a19369f59&oe=5A495D0C	https://www.facebook.com/CarthageFm/videos/607340016132982/	facebook.com	2017-06-29T23:56:28+0000	1498780588	2017-06-30 01:56:28	41	3	53	4	60	3	3	0	2	0	41	8	0	0	4	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1608223445857183	https://www.facebook.com/1008279892518211/posts/1608223445857183	David Pawlo shared ‎تونسي مطبوع‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19437235_1923395817875642_4744943162793460430_n.jpg?oh=85e1d62799adb8c7d112b27ae994c999&oe=5A586498	https://scontent.xx.fbcdn.net/v/t1.0-9/19437235_1923395817875642_4744943162793460430_n.jpg?oh=ee746a53b75283743160b2dd64473062&oe=5A16E1F3	https://www.facebook.com/1420201754861720/photos/a.1700302663518293.1073745195.1420201754861720/1923395817875642/?type=3	facebook.com	2017-06-29T03:10:04+0000	1498705804	2017-06-29 05:10:04	203	42	251	16	309	42	37	5	65	0	203	43	0	5	0	0	0	tunis
video	post_user_1008279892518211	1008279892518211_1609376855741842	https://www.facebook.com/1008279892518211/posts/1609376855741842	Hassen Dkhil shared ‎الصفحة الرسمية لولاية قفصة‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19621935_1608277449185072_8408965612407095296_n.jpg?oh=91c9f4c9c6ccf1309a8631e1f29bfe34&oe=5A4A9DE8	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19621935_1608277449185072_8408965612407095296_n.jpg?oh=bca9e5fa3147d2c8e3cfd781d35a3aaf&oe=5A4762CA	https://www.facebook.com/Gouvernorat.De.Gafsa/videos/1608274799185337/	facebook.com	2017-06-29T19:57:08+0000	1498766228	2017-06-29 21:57:08	39	12	40	6	58	12	11	1	3	0	39	1	0	0	0	0	0	gafsa
photo	post_user_1008279892518211	1008279892518211_1609149925764535	https://www.facebook.com/1008279892518211/posts/1609149925764535	David Pawlo shared ‎Delta tunisie دلتا تونس‎ s photo to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/19437746_1621047837946641_168783625821029495_n.jpg?oh=fa5fab0a0ee2aa14022a3ca1601b4ad1&oe=5A1C0E97	https://scontent.xx.fbcdn.net/v/t1.0-9/19437746_1621047837946641_168783625821029495_n.jpg?oh=c9103ebd2d3d9bb1cd2d2970f9600eb6&oe=5A5D7019	https://www.facebook.com/630521226999312/photos/a.727600157291418.1073741854.630521226999312/1621047837946641/?type=3	facebook.com	2017-06-29T16:08:25+0000	1498752505	2017-06-29 18:08:25	14	0	16	2	18	0	0	0	0	0	14	2	0	0	0	0	0	tunis
video	post_user_1008279892518211	1008279892518211_1608271209185740	https://www.facebook.com/1008279892518211/posts/1608271209185740	David Pawlo shared ‎Delta tunisie دلتا تونس‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19621986_1620120581372700_3868334416233234432_n.jpg?oh=73cb7c2ee680308409be4960808d87b3&oe=5A1263AC	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19621986_1620120581372700_3868334416233234432_n.jpg?oh=3ea1c867adff07ecc648d5da7b9a3e1c&oe=5A485D8E	https://www.facebook.com/630521226999312/videos/1620112508040174/	facebook.com	2017-06-29T03:49:58+0000	1498708198	2017-06-29 05:49:58	23	21	24	9	54	21	10	11	12	0	23	0	0	1	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1603627359650125	https://www.facebook.com/1008279892518211/posts/1603627359650125	David Pawlo shared ‎Delta tunisie دلتا تونس‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19399630_1615724231812335_7218204696665533245_n.jpg?oh=e0a22172c31b1aff533a7238b6258909&oe=5A5C4B17	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19399630_1615724231812335_7218204696665533245_n.jpg?oh=b6ee9432df0c4d0e54b15b1a1fd5426b&oe=5A561F02	https://www.facebook.com/630521226999312/photos/a.1104390809612349.1073741887.630521226999312/1615724231812335/?type=3	facebook.com	2017-06-25T16:39:07+0000	1498408747	2017-06-25 18:39:07	65	41	90	6	137	41	21	20	39	0	64	15	0	10	0	0	0	tunis
video	post_user_1008279892518211	1008279892518211_1605670552779139	https://www.facebook.com/1008279892518211/posts/1605670552779139	Nour Ayed shared ‎انتبه أنت في تونس‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19574191_1591677630892504_4258424563194396672_n.jpg?oh=43b43edfcf11d697aba531b57c44a44c&oe=5A13D67A	https://scontent.xx.fbcdn.net/v/t15.0-10/19574191_1591677630892504_4258424563194396672_n.jpg?oh=82d0333fd255d6dd9b943a9fa156b10c&oe=5A1D8501	https://www.facebook.com/326120170781596/videos/1591677367559197/	facebook.com	2017-06-27T11:50:03+0000	1498564203	2017-06-27 13:50:03	1	0	1	2	3	0	0	0	0	0	1	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1605523392793855	https://www.facebook.com/1008279892518211/posts/1605523392793855	يا جماعة بالله الماء مقصوص في ساقية الدائر صفاقس مالثﻻثة متاع الصباح والسوناد تقول المقاول تلفونو مسكر  ..اللي يعرفو يدق عليه دارو... واللي ميعرفوش يبرتاجي وينشر هالفضايح واللي يحب يسمع هالحكاية يجرب يطلب سوناد صفاقس 74 293342					2017-06-27T08:43:30+0000	1498553010	2017-06-27 10:43:30	2	4	5	8	17	4	3	1	2	0	2	0	1	0	0	2	0	sfax
video	post_user_1008279892518211	1008279892518211_1603127743033420	https://www.facebook.com/1008279892518211/posts/1603127743033420	David Pawlo shared ‎Delta tunisie دلتا تونس‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19524413_1615087641875994_5298277849688440832_n.jpg?oh=dd3dcefd6d8d348507092b738ea85a11&oe=5A4C71A6	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19524413_1615087641875994_5298277849688440832_n.jpg?oh=e5f403d53c6263d86a941ff74071d0cd&oe=5A1A1884	https://www.facebook.com/630521226999312/videos/1615072771877481/	facebook.com	2017-06-25T05:15:41+0000	1498367741	2017-06-25 07:15:41	4	0	5	0	5	0	0	0	0	0	4	0	1	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1602449249767936	https://www.facebook.com/1008279892518211/posts/1602449249767936	بلاغ الى أصحاب المشربات   كافيتتريا   بولاية صفاقس.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19420427_668902816644306_5032986157859022021_n.jpg?oh=15e26d28c8e8cab5ba3cdae42f2a5f65&oe=5A17A441	https://scontent.xx.fbcdn.net/v/t31.0-8/q84/s720x720/19250537_668902816644306_5032986157859022021_o.jpg?oh=c3309b4a687f8e3e887dd9dd3353eb64&oe=5A1AA127	https://www.facebook.com/photo.php?fbid=668902816644306&set=gm.1602449249767936&type=3	facebook.com	2017-06-24T15:09:39+0000	1498316979	2017-06-24 17:09:39	8	6	12	0	18	6	5	1	7	0	8	1	1	2	0	0	0	sfax
photo	post_user_1008279892518211	1008279892518211_1602920183054176	https://www.facebook.com/1008279892518211/posts/1602920183054176	هذه حالة محيط سوق الأسماك ببنزرت و الأسواق المجاورة بفضاء البياصة في آخر أيّام رمضان لهذه السنة!!! سؤال يطرح نفسه! هل هذه نفايات سوق أم مصب بن نافع إنتقل إلى هنا؟؟؟ أكياس و نفايات بمختلف أنواعها من أين أتت؟! بإختصار ضرورة توفير فضاء لإستعاب نفايات أسواق البياصة هو أولويّة الأولويّات ببنزرت. #normalhakka	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19247877_450299065337261_1468345443889004015_n.jpg?oh=be1601fcc591f8ef32b8087d4eba2e50&oe=5A1B0C25	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19247877_450299065337261_1468345443889004015_n.jpg?oh=cee632b1836ffe43b079974c130337f7&oe=5A5187DA	https://www.facebook.com/442871176080050/photos/a.444549329245568.1073741828.442871176080050/450299065337261/?type=3	facebook.com	2017-06-25T00:31:13+0000	1498350673	2017-06-25 02:31:13	2	0	3	2	5	0	0	0	0	0	2	0	0	0	0	1	0	bizert
video	post_user_1008279892518211	1008279892518211_1602914496388078	https://www.facebook.com/1008279892518211/posts/1602914496388078	حذار من هذه النقطة السوداء في مطلع المسرح  نقطة سوداء جديدة بدأت في التشكّل منذ مدّة و هي في مطلع مدخل مسرح الهواء الطلق ببنزرت و نقصد هنا مدخل الفنانين الّذي سيتمّ إستقبالهم بالنفايات!!! العد التنازلي لمهرجان بنزرت الدولي أشرف على الإنتهاء و اللوم بعد القضاء بدعة... #normalhakka	https://external.xx.fbcdn.net/safe_image.php?d=AQDgH9BBnPsFHyMy&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2F8JaBROXH0Uo%2Fhqdefault.jpg&cfs=1&_nc_hash=AQBSGROSsLhvfxnq	https://external.xx.fbcdn.net/safe_image.php?d=AQD8sQ3rzeMybeOd&w=480&h=360&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2F8JaBROXH0Uo%2Fhqdefault.jpg&crop&_nc_hash=AQBhob8O464cBWzF	https://youtu.be/8JaBROXH0Uo	youtu.be	2017-06-25T00:22:39+0000	1498350159	2017-06-25 02:22:39	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	bizert
