type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place
photo	post_user_1008279892518211	1008279892518211_1260302180649313	https://www.facebook.com/1008279892518211/posts/1260302180649313	ILS SONT TOUS DES MAFIEUX!!! Il s agit d un complot dans ce pays à asservir chaque homme  femme et enfant.... Peuple de Tunisie: Si  vraiment  vous aimez  la Tunisie. Sauver-la des mains de tous les mafieux alliés avec les obscurantistes  qui sont déjà installés et des étrangers qui veulent venir s installer. Réveillez-vous  Agissez  cassez vos chaines et sauver la Tunisie de tous.. les hypocrites  opportunistes  voleurs et menteurs. Sachez que partout dans le monde  c est le peuple qui aura le dernier mot pour déterminer son future.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14089237_10209192602125016_1025026991512063546_n.jpg?oh=9440daf6d078bb7696a0d1f2bd6401ed&oe=5A5B47E9	https://scontent.xx.fbcdn.net/v/t1.0-9/14089237_10209192602125016_1025026991512063546_n.jpg?oh=d62cf272a7935f1b4fb8935d8d294788&oe=5A15840F	https://www.facebook.com/photo.php?fbid=10209192602125016&set=gm.1260302180649313&type=3	facebook.com	2016-08-19T05:57:26+0000	1471586246	2016-08-19 07:57:26	31	8	31	9	48	8	7	1	7	0	31	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1259498324063032	https://www.facebook.com/1008279892518211/posts/1259498324063032	متسول يلقى سائح فقاله: لله قاله السائح: what ؟ قال المتسول : لله قاله السائح: what ؟؟؟ المهم المتسول ما صور منه شي.. السائح روح بلاده وجاب مترجم وقاله ايش معنى (لله) المترجم قاله: ( هذا رجل فقير يريد منك مالا ليأكل ) السائح ارسل للمتسول مليون دولار.. وصلت المليون للسفارة التونسية فقالوا مليون ياسر عليه .. 20000 دولار يكفوه.. وصلت الفلوس للولاية فقالوا 20000 دولار ياسر عليه.. 2000 دولار يكفوه.. وصلت الفلوس للمعتمدية فقالوا 2000 دولار كثيرة عليه .. 200 دولار يزوه.. وصلت الفلوس للعمدة فقال 200 دولار ياسر عليه.. 20 دولار يعشوه ..نادى العمدة للهادوڨ متاعه باش يوصل 20 دولار للمتسول.. مشى الهادوڨ للمتسول و قال له: تتذكر السائح الي قلت له ( لله ) قاله : ايه نتذكره قاله: قالك ربي ينوب....					2016-08-18T09:02:44+0000	1471510964	2016-08-18 11:02:44	78	11	106	46	163	11	11	0	12	0	77	0	0	14	12	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1259119350767596	https://www.facebook.com/1008279892518211/posts/1259119350767596	Mabrouki Samy shared ‎الصفحة الرسمية لأعوان الشرطة البيئية ببلدية أريانة‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13921182_838530119611026_4114093186577024459_n.jpg?oh=fe89c24d5ee628f64ba29378dcb58ed6&oe=5A58BA48	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13921182_838530119611026_4114093186577024459_n.jpg?oh=5a84855f2e0e526ca04f89e80b389114&oe=5A4ABCB7	https://www.facebook.com/790501897747182/photos/a.790505681080137.1073741828.790501897747182/838530119611026/?type=3	facebook.com	2016-08-17T20:46:43+0000	1471466803	2016-08-17 22:46:43	16	2	16	0	18	2	2	0	0	0	16	0	0	0	0	0	0	ariana
video	post_user_1008279892518211	1008279892518211_1258490157497182	https://www.facebook.com/1008279892518211/posts/1258490157497182	زعمة يجي نهار كيف هذا في تونس؟	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13670345_522415257942474_139915909_n.jpg?oh=16a38fe63475e083a6c096fde9adce52&oe=5A58EA25	https://scontent.xx.fbcdn.net/v/t15.0-10/13670345_522415257942474_139915909_n.jpg?oh=528adcafe42091c838c7c2bf272386de&oe=5A5A8631	https://www.facebook.com/258032381047431/videos/522414594609207/	facebook.com	2016-08-17T02:49:18+0000	1471402158	2016-08-17 04:49:18	47	20	49	0	69	18	17	1	4	0	47	0	1	1	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1256999160979615	https://www.facebook.com/1008279892518211/posts/1256999160979615	il n y a plus de place à Tunis et l état s en fout complètement  pensez à vous installer un peu ailleurs.ils déboisent tout même les 2 ou 3 forêts qui restaient.ennasr et jardins d el menzah étaient des forêts de pin elles ont été détruites idem pour nahli rades  et la route vers manouba Que reste-t-il à grignoter?pour s entasser les uns sur les autres? kén 7ata jé 3andna logistique mta3 Singapour.					2016-08-15T06:30:17+0000	1471242617	2016-08-15 08:30:17	23	10	27	5	42	10	8	2	7	0	23	0	0	0	0	4	0	manouba
photo	post_user_1008279892518211	1008279892518211_1257551200924411	https://www.facebook.com/1008279892518211/posts/1257551200924411	Med Yazid Ben Abdessalem shared ‎بلدية أريانة‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13906668_1220725317960366_6559365290221710804_n.jpg?oh=27971c502af14a39942377680c3b1d64&oe=5A5E3FC6	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13906668_1220725317960366_6559365290221710804_n.jpg?oh=c18e567da9f9d92c1e5bea82c9e466ff&oe=5A4BF5D3	https://www.facebook.com/CommuneAriana/photos/a.965763540123213.1073741839.188515211181387/1220725317960366/?type=3	facebook.com	2016-08-15T22:43:04+0000	1471300984	2016-08-16 00:43:04	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	ariana
photo	post_user_1008279892518211	1008279892518211_1257400034272861	https://www.facebook.com/1008279892518211/posts/1257400034272861	Erfes ya baba erfes...  Voiture de fonction thez toute la famille w ken lzem ejjiren 3leh lé...  W 3bed fi tounes el b6ar mata3rfouch..  Sa7a lik wakahaw	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13962480_787341671402974_7477038295453656833_n.jpg?oh=eadc89e078a327ecc10b3f00199f0ad1&oe=5A570848	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13962480_787341671402974_7477038295453656833_n.jpg?oh=a795bf9bb7bad7d8cdf71a8c95d8986a&oe=5A4698B7	https://www.facebook.com/photo.php?fbid=787341671402974&set=gm.1257400034272861&type=3	facebook.com	2016-08-15T19:01:52+0000	1471287712	2016-08-15 21:01:52	5	0	8	2	10	0	0	0	0	0	5	0	0	1	0	2	0	tunis
photo	post_user_1008279892518211	1008279892518211_1256502547695943	https://www.facebook.com/1008279892518211/posts/1256502547695943	Franchement ce genre de poste n as rien a faire sur cette page  je pense que Lamia Bahri devraient aller déverser sa haine d autrui ailleurs  le groupe s appelle  Winou trottoir    Mouch  Wini l extrême droite  et sachez que les tunisiens vivant a l étranger ou même comme moi née à l étranger  aime tout autant si ce n est plus la Tunisie que vous........à bon entendeur!!!!	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/13924893_1268169656535400_5103912719368534526_n.jpg?oh=2e57cf6a32a3450ee4a01287bc29bd1d&oe=5A4884CA	https://scontent.xx.fbcdn.net/v/t1.0-9/13924893_1268169656535400_5103912719368534526_n.jpg?oh=36dd71c25ad8ab78d81c71d1eb7f9cf1&oe=5A49E271	https://www.facebook.com/photo.php?fbid=1268169656535400&set=gm.1256502547695943&type=3	facebook.com	2016-08-14T15:41:11+0000	1471189271	2016-08-14 17:41:11	9	8	10	0	18	8	7	1	13	0	9	0	0	1	0	0	0	tunis
video	post_user_1008279892518211	1008279892518211_1256347527711445	https://www.facebook.com/1008279892518211/posts/1256347527711445	Fi tounes lezma	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14016121_1067167760018960_378300531_n.jpg?oh=951ab566a2a2cccbbcfaf81ab040c34e&oe=5A455AD8	https://scontent.xx.fbcdn.net/v/t15.0-10/14016121_1067167760018960_378300531_n.jpg?oh=a646921e3395143a9faf57dbbbee57ca&oe=5A1636ED	https://www.facebook.com/fhamatooor/videos/1067164853352584/	facebook.com	2016-08-14T11:10:14+0000	1471173014	2016-08-14 13:10:14	4	0	5	0	5	0	0	0	0	0	4	0	0	1	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1256297881049743	https://www.facebook.com/1008279892518211/posts/1256297881049743	النصب التذكاري هذا موجود منذ أشهر في الكياس اللي يربط بين مصحتي الياسمين و باستور في المركز العمراني الشمالي اللي هو عقاريا من أغلى الأحياء في تونس و فيه مقرات  أقوى شركات تونسية و أجنبية ..  و بما أنو الحفرة هاذي مازالت مطوّلة معانا مديدة أخرى، أدعو المتطوعين فالقروب أنّا نعملوا حركة استباقية قبل عيد الشجرة و نزرعوا فيها أي شجرة متاع زينة، لعل المسهولين كيف يتعداو يحشموا شوية على رواحهم..	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13939567_1065634133514065_4276964225934672511_n.jpg?oh=111efe6d134c4129a62d5bf7e8afec10&oe=5A1381CF	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13939567_1065634133514065_4276964225934672511_n.jpg?oh=9a0a8422b41cb236481ac5d3fae15fd0&oe=5A515FDA	https://www.facebook.com/photo.php?fbid=1065634133514065&set=gm.1256297881049743&type=3	facebook.com	2016-08-14T09:12:25+0000	1471165945	2016-08-14 11:12:25	29	7	37	13	57	7	4	3	10	0	29	0	0	6	0	2	0	tunis
photo	post_user_1008279892518211	1008279892518211_1255615944451270	https://www.facebook.com/1008279892518211/posts/1255615944451270	Le comble de la bêtise tunisienne!!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13921005_1176796019059609_273708843851688855_n.jpg?oh=25bcc3a796eb0e7da6a4f293169ced9b&oe=5A5BAD1C	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/13921005_1176796019059609_273708843851688855_n.jpg?oh=aa3558418c426225e452aa4ddcbc5e34&oe=5A5796DD	https://www.facebook.com/ASSOCIATIONRIVERAINSCARTHAGE/photos/a.451667768239108.1073741827.385120801560472/1176796019059609/?type=3	facebook.com	2016-08-13T13:45:22+0000	1471095922	2016-08-13 15:45:22	12	5	14	0	19	5	5	0	1	0	11	0	1	1	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1255481864464678	https://www.facebook.com/1008279892518211/posts/1255481864464678	sfax 11h du matin  rocade n11  la lumière n est tjrs pas éteinte !!!!! Qui est responsable?? Citoyens ??	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13912706_1188635034544995_8156377952305995540_n.jpg?oh=d7a6ad339cc103fe69e599fb5fba94da&oe=5A5BFC16	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/13912706_1188635034544995_8156377952305995540_n.jpg?oh=1d328b5ecff0817320b0fb4b1b8e89f0&oe=5A4BE26A	https://www.facebook.com/photo.php?fbid=1188635034544995&set=gm.1255481864464678&type=3	facebook.com	2016-08-13T10:21:29+0000	1471083689	2016-08-13 12:21:29	15	4	20	0	24	4	4	0	3	0	14	0	1	2	0	2	0	sfax
photo	post_user_1008279892518211	1008279892518211_1255884007757797	https://www.facebook.com/1008279892518211/posts/1255884007757797	لكم التعليق تقعد تونس بلد العوج  المكان المنطقة السياحيّة الجديدة بقصر بورڨيبة ولاية المنستير	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13900139_10202195430084077_2009803168072463036_n.jpg?oh=73ca9a4ab403403fc3c9e99d5cf787c6&oe=5A477777	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13900139_10202195430084077_2009803168072463036_n.jpg?oh=90e35fc418345a2d6b34788bf4e5a61b&oe=5A59447A	https://www.facebook.com/photo.php?fbid=10202195430084077&set=gm.1255884007757797&type=3	facebook.com	2016-08-13T20:22:27+0000	1471119747	2016-08-13 22:22:27	6	3	12	1	16	3	3	0	3	0	6	0	1	1	0	4	0	tunis
photo	post_user_1008279892518211	1008279892518211_1255774574435407	https://www.facebook.com/1008279892518211/posts/1255774574435407	تونسنا العزيزة للأسف الشديد من وسط الخربة سيدي بومنديل 13-8-2016	https://scontent.xx.fbcdn.net/v/t1.0-0/q81/s130x130/13892350_10207871266602832_5922342664272983619_n.jpg?oh=e6d507c90fae940adf22fa0c5c4c3e87&oe=5A522E14	https://scontent.xx.fbcdn.net/v/t1.0-9/q82/s720x720/13892350_10207871266602832_5922342664272983619_n.jpg?oh=f5abba56b5f479808296f69248544599&oe=5A4DBC9C	https://www.facebook.com/photo.php?fbid=10207871266602832&set=gm.1255774574435407&type=3	facebook.com	2016-08-13T17:26:04+0000	1471109164	2016-08-13 19:26:04	1	0	3	0	3	0	0	0	0	0	1	0	0	1	1	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1248025355210329	https://www.facebook.com/1008279892518211/posts/1248025355210329	Je pense que tous les responsables municipaux actuels(fonctionnaires ou non)  tous attendent ce que va donner les élections municipales à venir. La gestion au quotidien est ramenée à sa plus simple expression. Les dossiers chauds ou brûlants  sont  gelés   et on compte sur l égoïsme connu des tunisiens pour passer ces quelques mois sans encombres. Mot d ordre : pas bouger. Â mon humble avis ceci explique le spectacle écœurant de l état de la propreté ou des étalages sauvages ou de l occupation des trottoirs......sans parler des constructions illégales  permises  ou  occultées.					2016-08-03T05:40:24+0000	1470202824	2016-08-03 07:40:24	13	10	14	2	26	10	6	4	12	0	13	0	0	0	1	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1247150068631191	https://www.facebook.com/1008279892518211/posts/1247150068631191	ليوم حبيت نمشي نعمل دورة فالعاصمة. قلت موش خير نخلي الكرهبة فالقاراج وناخو المترو متاع حمام الشط بعد الي هو قريب مالدار. و نرتاح مالستراس متاع السياقة في طرقاتنا المهبولة. قصيت 4 تيكيات ليا و لعايلتي، قعدت ساعة كاملة نستنا، ما فما شيء، تقولشي قاعد فالصحراء، روحنا للدار من غير ما مشينا لتونس، قلت لعلا فيها خير، اما خسارة النقل في تونس ولا هكا، زعمة هذا الي باش يقدم بالبلاد؟ الحكاية صارت نهار الاثنين بين الستة و السبعة و نصف  متاع العشية	https://scontent.xx.fbcdn.net/v/t1.0-0/q81/s130x130/13912479_10209045711033977_3047028952970728078_n.jpg?oh=5253b5ca9d7f5fc1d15005a7e767847e&oe=5A44DB9E	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13912479_10209045711033977_3047028952970728078_n.jpg?oh=f746b958182931c7ddaf7f34a06af262&oe=5A5F3E8A	https://www.facebook.com/photo.php?fbid=10209045711033977&set=gm.1247150068631191&type=3	facebook.com	2016-08-01T23:54:56+0000	1470095696	2016-08-02 01:54:56	10	5	12	4	21	5	5	0	3	0	10	0	0	0	1	1	0	tunis
photo	post_user_1008279892518211	1008279892518211_1248318045181060	https://www.facebook.com/1008279892518211/posts/1248318045181060	Ham Za shared ‎اتحاد التونسيين بالخارج‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13892185_1572419616387295_2054058959459726309_n.jpg?oh=b09a4792b0eb050a3d833990c1e58ce8&oe=5A528541	https://scontent.xx.fbcdn.net/v/t1.0-9/q84/s720x720/13892185_1572419616387295_2054058959459726309_n.jpg?oh=9df4c1d9142cbc67f3640a5415b0f335&oe=5A4279BC	https://www.facebook.com/Eti7ad.fr.de.it.tn/photos/a.1426446500984608.1073741828.1426184971010761/1572419616387295/?type=3	facebook.com	2016-08-03T16:28:38+0000	1470241718	2016-08-03 18:28:38	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1237766216236243	https://www.facebook.com/1008279892518211/posts/1237766216236243	نهار الاحد مشات عايلتي للهواريه هالشخص هذا مع كمشه بانديه منعوهم من زياره الموقع الاثري المغاور في كل بلاصه يتعرضولك يطلبو فلوس و المصيبة اللي الشرطة تحمي فيهم حتى حد ما امنعهم من ابتزاز الناس  حاجة تاسف بلادنا مزيانه والبانديه يحكمو كيما يحبو باسم البلديه ma famille saretlha  mochkla fi bhar avec LE pêcheur w kallamou el police touristique khater deja dharbou wehed ala rassou b zollat khater ma habech yadfaa. Mchew ychoufou fel mghawer 9aloulhom ( on va juste decouvrir les lieux sans s arrêter ta7 yseb fihom w barraw jibou el beji w rih essedd w bech yadhreb mama w t7amew fi rajel ma cousine  hetha lkol  bech yaamlou demi tour) c est honteux !!!!!!!!!!! haka walett tounes	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13690593_1615444535452795_3856815304332256396_n.jpg?oh=c67d68725ad1de4553b7c8053b0ae2c1&oe=5A147241	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13690593_1615444535452795_3856815304332256396_n.jpg?oh=5973f11102c540cf497da2a155274576&oe=5A53AD54	https://www.facebook.com/photo.php?fbid=1615444535452795&set=gm.1237766216236243&type=3	facebook.com	2016-07-19T12:22:28+0000	1468930948	2016-07-19 14:22:28	86	79	115	296	490	75	48	27	103	0	84	0	5	0	1	22	0	tunis
photo	post_user_1008279892518211	1008279892518211_1237702402909291	https://www.facebook.com/1008279892518211/posts/1237702402909291	Rue Hedi nouira tunis	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13726555_1789518777946257_7518785824000614963_n.jpg?oh=abc93cd4384c73662792e4ca5321c39d&oe=5A59B0DC	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13726555_1789518777946257_7518785824000614963_n.jpg?oh=fe0ef6224f7de041e6c383b3825dd894&oe=5A601AC9	https://www.facebook.com/photo.php?fbid=1789518777946257&set=gm.1237702402909291&type=3	facebook.com	2016-07-19T10:45:14+0000	1468925114	2016-07-19 12:45:14	5	1	9	5	15	1	1	0	0	0	4	0	1	1	0	2	0	tunis
photo	post_user_1008279892518211	1008279892518211_1237654049580793	https://www.facebook.com/1008279892518211/posts/1237654049580793	نداء الى السيد وزير التجهيز و الاسكان: الاشغال هاذي المعطلة لحركة السير خاصة في اوقات الذروة و في المخرج الوحيد  saint gobain  ما تنجمش تصير في العطلة الاسبوعية؟ ، في الليل، بعد الوقت ، في يوم عطلة ؟ و الا لازم واحد يعدي ساعة من مقرين لتونس؟ #الى_الوراء	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13775452_10208619485078775_2593561613110112674_n.jpg?oh=7b5004d35ccdb1dddb71722b04d009d2&oe=5A5CBC2A	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/13775452_10208619485078775_2593561613110112674_n.jpg?oh=2e036f48e70375801ce63d4984ff8b64&oe=5A52905E	https://www.facebook.com/photo.php?fbid=10208619485078775&set=gm.1237654049580793&type=3	facebook.com	2016-07-19T08:54:01+0000	1468918441	2016-07-19 10:54:01	5	5	8	2	15	5	2	3	6	0	4	0	0	1	1	1	0	tunis
photo	post_user_1008279892518211	1008279892518211_1234319666580898	https://www.facebook.com/1008279892518211/posts/1234319666580898	#wini-ezzan9a  حسبي الله و نعم الوكيل في جار لا حب يفهم و لا يتربّى مربي زوز كلاب ممنوعين في تونس و كل شوية يقطعو الحبال و يسيابو في الزنقة خلّاونا مرعوبين و لا واحد من الجيران ينجم يخرج على ساقيه مكّنونا الرعب صغار و كبار ولدي وجهو اصفر يبات يحلم بالكلاب كل ليلة يقوم يعيّط كلّمنا الجار بالحسنى و قال تو نهزهم و بعد طلع كلام فارغ كلّمنا الشرطة ما صار شيء وصل واحد من الكلاب لقى مسرب طلع فوق القراج هاجم علينا انا تو عاودنا كلّمنا الشرطة و ربي يسهل باش واحد يخرج من دارو من غير ما يعس على اجنابو و خايف  ملا مستوى منحط رانا نسكنو في قرمدة كم 4 بحذى معهد الحبيب ثامر بصفاقس اللي تعتبر من احسن و ارقى المناطق السكنية اما طلعت زنقة الكلاب و العقارب و الطوابي و التخلف	https://scontent.xx.fbcdn.net/v/t1.0-0/q84/s130x130/13726656_1054569197954415_7923438517385862399_n.jpg?oh=64f57b8a6531c9b48884618f2e160159&oe=5A4C16BD	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/13735778_1054569197954415_7923438517385862399_o.jpg?oh=b003c00eb22bf6dc58a90671aae44233&oe=5A44C150	https://www.facebook.com/photo.php?fbid=1054569197954415&set=gm.1234319666580898&type=3	facebook.com	2016-07-14T19:27:58+0000	1468524478	2016-07-14 21:27:58	44	183	74	34	291	152	81	71	129	0	41	0	8	1	0	19	0	tunis
link	post_user_1008279892518211	1008279892518211_1235855236427341	https://www.facebook.com/1008279892518211/posts/1235855236427341	J ai envoyé un message au ministère de l environnement et a l ONAS pour avoir des explications voici la réponse que j ai reçu  أختي  الكريمة بعد المعاينة  وتشخيص الوضعية نعلمكم أن مصدر الروائح منأتي أختي الكريمةمن سبخة أريانة وذلك من جراء الرطوبة  وليس من مركب التطهير بشطرانة N importe quoi 😡😡😡	https://external.xx.fbcdn.net/safe_image.php?d=AQAKkMyLdy8KDswJ&w=130&h=130&url=http%3A%2F%2Fwww.webdo.tn%2Fwp-content%2Fuploads%2F2016%2F07%2FSebkha-Ariana.jpg&cfs=1&_nc_hash=AQCGVmjE0YZJRw0O	https://external.xx.fbcdn.net/safe_image.php?d=AQDIHIhVe09W59A1&url=http%3A%2F%2Fwww.webdo.tn%2Fwp-content%2Fuploads%2F2016%2F07%2FSebkha-Ariana.jpg&_nc_hash=AQDa1wODnfoRmVbe	http://www.webdo.tn/2016/07/04/soukra-etouffe-soukra-suffoque-soukra-appelle-secours/	webdo.tn	2016-07-16T21:14:54+0000	1468703694	2016-07-16 23:14:54	17	14	21	0	35	14	7	7	11	0	17	0	0	0	1	3	0	ariana
photo	post_user_1008279892518211	1008279892518211_1236213583058173	https://www.facebook.com/1008279892518211/posts/1236213583058173	LE CIVISME  CA S APPREND  CA SE TRANSMET!  Il suffit que quelques citoyens se lancent le défi de se regrouper sur le lieu de leur choix le 31 juillet en s inspirant des centaines d actions ayant déjà porté fruit pour recréer à leur façon et dans leur région une journée consacrée à la sensibilisation et à l éducation civique  au nettoyage ou à l embellissement.  Ne serait-ce pas un beau défi à relever? SVP ami(e)s tunisien(ne)s  unissez-vous  utilisez vos compétences  accordez un peu de votre temps  impliquez-vous... Vous en êtes tous capables!  COMMENT FAIRE?  Créez votre événement sur votre page Facebook et partagez-là ici pour touchez un plus grand nombre de personnes  d autres ainsi pourront se joindre à vous en participant à votre action!  Vous pouvez aussi utiliser l application Weclean (www.weclean.tn)  partenaire de notre action du 31 juillet.  Rendez-vous sur les plages le 31 juillet prochain!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13769520_10207938079103075_1747117744617573134_n.jpg?oh=7409f2f815f5ae4607af9953fd8d5f55&oe=5A466EB9	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13769520_10207938079103075_1747117744617573134_n.jpg?oh=039fafc56d27f79c21aa8c74fe3009b9&oe=5A5284B4	https://www.facebook.com/photo.php?fbid=10207938079103075&set=gm.1422765797739725&type=3	facebook.com	2016-07-17T10:14:45+0000	1468750485	2016-07-17 12:14:45	15	0	17	0	17	0	0	0	0	0	14	2	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1234234729922725	https://www.facebook.com/1008279892518211/posts/1234234729922725	Les gens ne cessent publier des photos de plages sales avec le commentaire  wini El baladia  ou sont les responsables  moi je dirais plutôt winou le citoyen   le tunisien qui a fait la queue les premiers jours de la révolution  Pourquoi toujours reprocher aux autorités le manque de civisme Winou El mouaten					2016-07-14T17:11:41+0000	1468516301	2016-07-14 19:11:41	258	34	269	13	316	32	25	7	40	0	250	11	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1234666799879518	https://www.facebook.com/1008279892518211/posts/1234666799879518	S il monte sur le trottoir avec son  camion.. c est qu il porte le gene tunisien.. Forcément! !!					2016-07-15T05:38:35+0000	1468561115	2016-07-15 07:38:35	17	10	17	1	28	10	10	0	2	0	16	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1235632313116300	https://www.facebook.com/1008279892518211/posts/1235632313116300	A vos agendas!  Le 31 juillet  on va à la plage!  Le Groupe pour la Nouvelle Culture citoyenne  On a été embêté pour vous  vous invite tous à prendre part à la 12e action de nettoyage et d embellissement  mais cette fois  avec un souhait particulier : que tous participent à la sensibilisation et à l éducation civique de ses proches  de ses  voisins de serviette ou de transat   que tous contribuent à faire prendre conscience de l importance qu a notre environnement! Il faut tendre à responsabiliser chacun  petits et grands. Il faut prendre conscience que  ne pas salir est encore mieux que de nettoyer !  Les détails de l action se paufinent  nous y reviendront! En attendant  réservez votre dimanche 31 juillet!  Le groupe OAEEPV collabore de nouveau pour cette 12e édition avec  Weclean   l application tunisienne qui vous permet de créer un lieu d action sur une carte géographque  ou de vous inscrire comme participant sur un lieu déjà créé.  Découvrez l application et son fonctionnement sur le site www.weclean.tn !	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13726719_1356746177673139_4800083051194852924_n.jpg?oh=c86a0fe60ae35a55379d4846c1308eea&oe=5A53EB9F	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13726719_1356746177673139_4800083051194852924_n.jpg?oh=07fc20d3bc243f61f98d177d6bfa74ec&oe=5A5CD18A	https://www.facebook.com/photo.php?fbid=1356746177673139&set=gm.1235632313116300&type=3	facebook.com	2016-07-16T14:40:15+0000	1468680015	2016-07-16 16:40:15	48	1	48	115	164	1	1	0	1	0	48	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1235560199790178	https://www.facebook.com/1008279892518211/posts/1235560199790178	Ou Sont les ressponsables des municipalité comme tj les avenues de tunis centre Charles de gaulle on arrive plus à marcher les trottoirs remplie des marchandises ambulants pain exposé au soleil et divers produit					2016-07-16T12:36:35+0000	1468672595	2016-07-16 14:36:35	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1235099233169608	https://www.facebook.com/1008279892518211/posts/1235099233169608	Le même tunisien  capable du meilleur les premières semaines après le 14 janvier 2011 ( solidaire et patriote ) montre le pire aujourd’hui car il n y croit plus et il souffre ...QUI est responsable ?					2016-07-15T19:44:22+0000	1468611862	2016-07-15 21:44:22	7	2	8	0	10	2	2	0	2	0	7	0	1	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1233285726684292	https://www.facebook.com/1008279892518211/posts/1233285726684292	ذكريات على التروتوار: تصويرتي في أول نهار قراية – سبتمبر 1977 – الثانية إبتدائي – شارع ليون – وسط العاصمة تونس – Avenue de Lyon	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13645145_10209695257888851_2404269613789604922_n.jpg?oh=bcb5979a66d435d14cfbe02eb64253df&oe=5A4DDB10	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13645145_10209695257888851_2404269613789604922_n.jpg?oh=4b7e912cdbacf425bdf2c69d978bda62&oe=5A4D001D	https://www.facebook.com/photo.php?fbid=10209695257888851&set=gm.1233285726684292&type=3	facebook.com	2016-07-13T11:52:27+0000	1468410747	2016-07-13 13:52:27	387	106	422	5	533	104	41	63	118	0	376	28	1	0	3	0	0	tunis
